@RELATION Titus

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE feature_11 NUMERIC
@ATTRIBUTE feature_12 NUMERIC
@ATTRIBUTE feature_13 NUMERIC
@ATTRIBUTE feature_14 NUMERIC
@ATTRIBUTE feature_15 NUMERIC
@ATTRIBUTE feature_16 NUMERIC
@ATTRIBUTE feature_17 NUMERIC
@ATTRIBUTE feature_18 NUMERIC
@ATTRIBUTE feature_19 NUMERIC
@ATTRIBUTE feature_20 NUMERIC
@ATTRIBUTE feature_21 NUMERIC
@ATTRIBUTE feature_22 NUMERIC
@ATTRIBUTE feature_23 NUMERIC
@ATTRIBUTE feature_24 NUMERIC
@ATTRIBUTE feature_25 NUMERIC
@ATTRIBUTE feature_26 NUMERIC
@ATTRIBUTE feature_27 NUMERIC
@ATTRIBUTE feature_28 NUMERIC
@ATTRIBUTE feature_29 NUMERIC
@ATTRIBUTE feature_30 NUMERIC
@ATTRIBUTE feature_31 NUMERIC
@ATTRIBUTE feature_32 NUMERIC
@ATTRIBUTE feature_33 NUMERIC
@ATTRIBUTE feature_34 NUMERIC
@ATTRIBUTE feature_35 NUMERIC
@ATTRIBUTE feature_36 NUMERIC
@ATTRIBUTE feature_37 NUMERIC
@ATTRIBUTE feature_38 NUMERIC
@ATTRIBUTE feature_39 NUMERIC
@ATTRIBUTE feature_40 NUMERIC
@ATTRIBUTE feature_41 NUMERIC
@ATTRIBUTE feature_42 NUMERIC
@ATTRIBUTE feature_43 NUMERIC
@ATTRIBUTE feature_44 NUMERIC
@ATTRIBUTE feature_45 NUMERIC
@ATTRIBUTE feature_46 NUMERIC
@ATTRIBUTE feature_47 NUMERIC
@ATTRIBUTE feature_48 NUMERIC
@ATTRIBUTE feature_49 NUMERIC
@ATTRIBUTE feature_50 NUMERIC
@ATTRIBUTE feature_51 NUMERIC
@ATTRIBUTE feature_52 NUMERIC
@ATTRIBUTE feature_53 NUMERIC
@ATTRIBUTE feature_54 NUMERIC
@ATTRIBUTE feature_55 NUMERIC

@DATA
instance_21,4.0,251560.0,1120.0,12.0,5580.0,20.0,143.8,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_22,4.0,503120.0,1120.0,12.0,5580.0,20.0,195.56,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_23,4.0,754680.0,1120.0,12.0,5580.0,20.0,240.88,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_25,4.0,1257800.0,1120.0,12.0,5580.0,20.0,311.16,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_27,4.0,1760920.0,1120.0,12.0,5580.0,20.0,362.24,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_28,4.0,2012480.0,1120.0,12.0,5580.0,20.0,378.48,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_29,4.0,2264040.0,1120.0,12.0,5580.0,20.0,400.32,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_30,4.0,2515600.0,1120.0,12.0,5580.0,20.0,407.72,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_32,4.0,1942784.0,1120.0,4.0,11160.0,40.0,432.04,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_34,4.0,3885572.0,1120.0,4.0,11160.0,40.0,780.52,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_35,4.0,4856968.0,1120.0,4.0,11160.0,40.0,955.64,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_36,4.0,5828360.0,1120.0,4.0,11160.0,40.0,1146.48,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_37,4.0,6799756.0,1120.0,4.0,11160.0,40.0,1295.28,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_38,4.0,7771148.0,1120.0,4.0,11160.0,40.0,1467.08,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_39,4.0,8742544.0,1120.0,4.0,11160.0,40.0,1590.64,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_40,4.0,9713936.0,1120.0,4.0,11160.0,40.0,1765.0,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_42,4.0,2038180.0,1120.0,8.0,11160.0,40.0,271.84,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_43,4.0,3057272.0,1120.0,8.0,11160.0,40.0,392.0,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_44,4.0,4076360.0,1120.0,8.0,11160.0,40.0,499.04,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_45,4.0,5095452.0,1120.0,8.0,11160.0,40.0,585.24,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_47,4.0,7133636.0,1120.0,8.0,11160.0,40.0,726.12,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_49,4.0,9171816.0,1120.0,8.0,11160.0,40.0,810.36,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_52,4.0,1009616.0,1120.0,12.0,11160.0,40.0,395.28,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_53,4.0,1514424.0,1120.0,12.0,11160.0,40.0,500.4,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
instance_54,4.0,2019236.0,1120.0,12.0,11160.0,40.0,586.28,4.0,0.4,0.0,8.541296432,7.932827072,12.566370616,3.546227264,1.893775512,1.9975,0.144187004,1.599416968,2.587216236,56.0,0.314034316,4.0,1.599416968,4.0,1.599416968,3.7075,0.171428572,0.0,2.163865404,2.145950148,5.097918744,1.013019516,2.021710188,0.69749104,852.0,0.0001024,1.0,605.8823128,8.0,4.0,38.628571428,20.0,164.0,41.48711296,0.0,0.166754436,0.178571428,0.41600628,0.048784928,0.002201808,0.0,1.276122448,1.135714284,4.0,0.935190192,2.9313494
