@RELATION Quill

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_1 NUMERIC

@DATA
instance_158,1.0,0.344
instance_159,1.0,0.464
instance_160,1.0,0.644
instance_161,1.0,2.752
instance_162,1.0,0.472
instance_164,1.0,0.392
instance_165,1.0,0.652
instance_166,1.0,0.264
instance_167,1.0,0.544
instance_168,1.0,0.532
instance_169,1.0,0.0
instance_170,1.0,0.36
instance_171,1.0,0.408
instance_172,1.0,0.532
instance_176,1.0,0.356
instance_177,1.0,1.588
instance_179,1.0,0.284
instance_180,1.0,0.48
instance_182,1.0,1.304
instance_183,1.0,0.68
instance_184,1.0,0.38
instance_187,1.0,2.3
instance_188,1.0,1.108
instance_190,1.0,1.068
instance_191,1.0,1.18
instance_195,1.0,0.268
instance_196,1.0,0.0
instance_197,1.0,0.54
instance_198,1.0,0.264
instance_203,1.0,0.448
instance_204,1.0,0.46
instance_205,1.0,0.42
instance_206,1.0,1.892
instance_207,1.0,0.236
instance_208,1.0,0.716
instance_209,1.0,1.296
instance_210,1.0,1.7
instance_211,1.0,2.032
instance_212,1.0,2.064
instance_215,1.0,1.224
instance_216,1.0,0.228
instance_217,1.0,0.508
instance_218,1.0,1.72
instance_219,1.0,0.48
instance_220,1.0,0.528
instance_221,1.0,2.632
instance_223,1.0,0.628
instance_224,1.0,0.2
instance_225,1.0,0.776
instance_226,1.0,12.58
instance_227,1.0,0.688
instance_229,1.0,1.68
instance_231,1.0,0.472
instance_234,1.0,0.38
instance_235,1.0,0.52
instance_236,1.0,0.524
instance_239,1.0,0.556
instance_241,1.0,0.456
instance_243,1.0,0.0
instance_244,1.0,0.628
instance_246,1.0,0.32
instance_247,1.0,0.396
instance_249,1.0,0.656
instance_251,1.0,0.412
instance_253,1.0,1.044
instance_254,1.0,1.976
instance_255,1.0,0.0
instance_256,1.0,0.524
instance_258,1.0,0.5
instance_259,1.0,1.812
instance_260,1.0,0.324
instance_261,1.0,0.42
instance_262,1.0,0.3
instance_264,1.0,1.464
instance_267,1.0,0.364
instance_268,1.0,0.432
instance_270,1.0,2.928
instance_271,1.0,0.676
instance_272,1.0,0.548
instance_274,1.0,2.152
instance_275,1.0,1.796
instance_276,1.0,0.0
instance_277,1.0,4.308
instance_279,1.0,1.72
instance_280,1.0,0.68
instance_281,1.0,1.024
instance_282,1.0,0.788
instance_283,1.0,0.936
instance_284,1.0,0.216
instance_285,1.0,1.456
instance_286,1.0,1.516
instance_287,1.0,0.696
instance_288,1.0,0.388
instance_289,1.0,1.152
instance_290,1.0,0.408
instance_292,1.0,0.312
instance_293,1.0,0.536
instance_296,1.0,0.588
instance_297,1.0,0.628
instance_298,1.0,0.54
instance_299,1.0,0.732
instance_301,1.0,0.392
instance_304,1.0,1.456
instance_305,1.0,0.432
instance_306,1.0,7.5
instance_310,1.0,0.48
instance_311,1.0,2.428
instance_314,1.0,0.396
instance_315,1.0,0.232
instance_318,1.0,0.34
instance_319,1.0,5.864
instance_320,1.0,0.38
instance_322,1.0,1.044
instance_323,1.0,0.444
instance_324,1.0,4.436
instance_325,1.0,0.856
instance_327,1.0,5.368
instance_329,1.0,0.316
instance_330,1.0,0.688
instance_331,1.0,0.472
instance_332,1.0,0.568
instance_333,1.0,0.332
instance_335,1.0,1.216
instance_337,1.0,7.86
instance_338,1.0,0.564
instance_339,1.0,0.54
instance_340,1.0,1.176
instance_342,1.0,0.572
instance_343,1.0,0.664
instance_344,1.0,0.952
instance_345,1.0,1.416
instance_346,1.0,16.1
instance_347,1.0,0.208
instance_348,1.0,0.392
instance_349,1.0,0.636
instance_350,1.0,0.796
instance_352,1.0,2.82
instance_353,1.0,0.32
instance_354,1.0,0.364
instance_359,1.0,1.06
instance_360,1.0,0.688
instance_361,1.0,1.336
instance_362,1.0,0.44
instance_363,1.0,0.444
instance_364,1.0,0.96
instance_366,1.0,0.444
instance_367,1.0,0.608
instance_368,1.0,0.252
instance_371,1.0,0.42
instance_372,1.0,0.876
instance_374,1.0,0.432
instance_375,1.0,0.508
instance_380,1.0,0.488
instance_381,1.0,1.08
instance_383,1.0,0.288
instance_385,1.0,0.812
instance_386,1.0,0.396
instance_387,1.0,1.476
instance_388,1.0,0.488
instance_389,1.0,0.328
instance_390,1.0,0.592
instance_391,1.0,0.82
instance_392,1.0,0.996
instance_395,1.0,0.332
instance_396,1.0,0.28
instance_400,1.0,1.444
instance_406,1.0,1.16
instance_409,1.0,1.26
instance_411,1.0,0.884
instance_412,1.0,10.572
instance_413,1.0,0.372
instance_414,1.0,0.352
instance_416,1.0,0.644
instance_417,1.0,17.088
instance_418,1.0,0.572
instance_419,1.0,0.388
instance_421,1.0,0.744
instance_427,1.0,0.248
instance_430,1.0,0.608
instance_431,1.0,0.62
instance_432,1.0,2.224
instance_433,1.0,0.244
instance_434,1.0,0.26
instance_436,1.0,1.46
instance_439,1.0,0.212
instance_440,1.0,0.392
instance_441,1.0,3.088
instance_442,1.0,0.688
instance_444,1.0,0.452
instance_445,1.0,0.256
instance_446,1.0,0.912
instance_448,1.0,0.448
instance_449,1.0,0.436
instance_450,1.0,1.86
instance_451,1.0,0.292
instance_452,1.0,2.08
instance_453,1.0,1.188
instance_454,1.0,0.392
instance_457,1.0,1.736
instance_458,1.0,0.252
instance_460,1.0,0.7
instance_463,1.0,0.364
instance_464,1.0,0.488
instance_465,1.0,1.264
instance_466,1.0,0.256
instance_467,1.0,1.208
instance_468,1.0,0.556
instance_469,1.0,0.412
instance_470,1.0,1.324
instance_471,1.0,0.84
instance_472,1.0,0.86
instance_473,1.0,0.52
instance_474,1.0,0.996
instance_475,1.0,1.292
instance_476,1.0,1.432
instance_479,1.0,0.404
instance_480,1.0,1.488
instance_481,1.0,1.268
instance_482,1.0,3.064
instance_485,1.0,0.352
instance_487,1.0,0.376
instance_488,1.0,0.0
instance_489,1.0,0.332
instance_491,1.0,0.372
instance_493,1.0,1.024
instance_495,1.0,0.76
instance_497,1.0,0.528
instance_498,1.0,0.412
instance_499,1.0,0.28
instance_500,1.0,0.212
instance_501,1.0,0.916
instance_504,1.0,1.868
instance_506,1.0,0.48
instance_508,1.0,0.432
instance_509,1.0,0.24
instance_512,1.0,0.376
instance_513,1.0,0.352
instance_514,1.0,0.728
instance_515,1.0,1.18
instance_518,1.0,0.756
instance_519,1.0,0.46
instance_520,1.0,7.184
instance_521,1.0,0.332
instance_522,1.0,12.84
instance_524,1.0,0.412
instance_525,1.0,0.432
instance_527,1.0,0.424
instance_528,1.0,0.428
instance_529,1.0,0.64
instance_530,1.0,0.508
instance_531,1.0,0.436
instance_532,1.0,1.42
instance_533,1.0,16.24
instance_540,1.0,1.228
instance_541,1.0,1.984
instance_542,1.0,0.212
instance_543,1.0,0.344
instance_544,1.0,6.336
instance_545,1.0,1.58
instance_546,1.0,3.42
instance_547,1.0,2.352
instance_548,1.0,2.092
instance_549,1.0,0.32
instance_550,1.0,2.456
instance_552,1.0,0.936
instance_553,1.0,2.74
instance_557,1.0,1.892
instance_559,1.0,0.276
instance_563,1.0,0.54
instance_564,1.0,0.492
instance_566,1.0,0.568
instance_567,1.0,1.928
instance_568,1.0,0.836
instance_570,1.0,12.372
instance_571,1.0,1.74
instance_572,1.0,1.304
instance_573,1.0,0.268
instance_574,1.0,0.532
instance_575,1.0,0.416
instance_580,1.0,1.488
instance_581,1.0,0.76
instance_584,1.0,0.632
instance_585,1.0,0.424
instance_586,1.0,1.716
instance_587,1.0,1.612
instance_589,1.0,1.556
instance_590,1.0,0.348
instance_592,1.0,0.736
instance_596,1.0,0.444
instance_597,1.0,1.28
instance_598,1.0,0.388
instance_599,1.0,1.252
instance_602,1.0,0.44
instance_603,1.0,0.396
instance_604,1.0,6.604
instance_605,1.0,1.82
instance_607,1.0,0.264
instance_611,1.0,0.324
instance_613,1.0,1.612
instance_614,1.0,0.344
instance_617,1.0,0.316
instance_618,1.0,0.472
instance_619,1.0,1.912
instance_620,1.0,0.0
instance_621,1.0,0.312
instance_622,1.0,1.26
instance_623,1.0,0.384
instance_624,1.0,1.488
instance_625,1.0,0.36
instance_627,1.0,2.432
instance_628,1.0,1.36
instance_629,1.0,1.2
instance_630,1.0,0.0
instance_632,1.0,0.368
instance_633,1.0,1.088
instance_634,1.0,1.176
instance_635,1.0,0.384
instance_639,1.0,0.628
instance_640,1.0,0.436
instance_641,1.0,0.42
instance_643,1.0,1.072
instance_644,1.0,0.544
instance_645,1.0,0.568
instance_646,1.0,0.508
instance_648,1.0,2.508
instance_649,1.0,0.78
instance_651,1.0,1.24
instance_653,1.0,0.4
instance_654,1.0,0.308
instance_655,1.0,1.512
instance_656,1.0,0.672
instance_657,1.0,0.46
instance_658,1.0,1.556
instance_659,1.0,0.5
instance_661,1.0,4.492
instance_662,1.0,0.536
instance_664,1.0,0.396
instance_665,1.0,1.544
instance_666,1.0,0.296
instance_669,1.0,0.476
instance_672,1.0,3.66
instance_675,1.0,3.284
instance_678,1.0,0.456
instance_679,1.0,0.896
instance_680,1.0,20.844
instance_681,1.0,0.304
instance_684,1.0,0.368
instance_687,1.0,0.84
instance_689,1.0,2.008
instance_690,1.0,1.348
instance_691,1.0,0.636
instance_693,1.0,0.536
instance_694,1.0,0.812
instance_696,1.0,0.48
instance_697,1.0,0.62
instance_698,1.0,0.516
instance_699,1.0,1.14
instance_700,1.0,0.584
instance_701,1.0,0.492
instance_702,1.0,0.688
instance_703,1.0,0.296
instance_705,1.0,8.912
instance_711,1.0,0.236
instance_712,1.0,0.8
instance_713,1.0,1.72
instance_714,1.0,0.744
instance_715,1.0,0.268
instance_717,1.0,0.736
instance_718,1.0,0.664
instance_719,1.0,1.66
instance_721,1.0,0.404
instance_722,1.0,0.216
instance_723,1.0,0.492
instance_725,1.0,1.596
instance_727,1.0,4.076
instance_728,1.0,0.404
instance_729,1.0,0.268
instance_730,1.0,0.284
instance_732,1.0,0.616
instance_734,1.0,0.196
instance_737,1.0,15.656
instance_738,1.0,0.336
instance_739,1.0,0.948
instance_741,1.0,0.224
instance_742,1.0,3.632
instance_743,1.0,1.184
instance_745,1.0,0.352
instance_746,1.0,0.228
instance_747,1.0,0.484
instance_748,1.0,0.52
instance_751,1.0,5.7
instance_752,1.0,0.368
instance_753,1.0,3.028
instance_755,1.0,11.544
instance_758,1.0,1.192
instance_759,1.0,0.392
instance_760,1.0,0.7
instance_761,1.0,0.588
instance_763,1.0,0.524
instance_764,1.0,0.464
instance_766,1.0,5.6
instance_767,1.0,0.46
instance_768,1.0,3.804
instance_769,1.0,0.264
instance_771,1.0,0.74
instance_773,1.0,0.252
instance_774,1.0,0.936
instance_775,1.0,0.964
instance_776,1.0,0.728
instance_777,1.0,1.372
instance_778,1.0,0.592
instance_780,1.0,0.248
instance_782,1.0,0.6
instance_784,1.0,2.7
instance_785,1.0,0.592
instance_786,1.0,9.88
instance_787,1.0,0.792
instance_788,1.0,0.428
instance_789,1.0,0.548
instance_791,1.0,10.216
instance_793,1.0,3.504
instance_794,1.0,0.484
instance_795,1.0,0.564
instance_797,1.0,1.448
instance_798,1.0,1.708
instance_799,1.0,1.168
instance_800,1.0,1.276
instance_801,1.0,0.372
instance_805,1.0,0.276
instance_806,1.0,0.432
instance_807,1.0,0.24
instance_809,1.0,1.004
instance_810,1.0,0.408
instance_811,1.0,1.32
instance_812,1.0,1.332
instance_813,1.0,1.148
instance_814,1.0,2.16
instance_815,1.0,0.616
instance_816,1.0,0.6
instance_817,1.0,0.364
instance_818,1.0,1.344
instance_820,1.0,0.808
instance_824,1.0,0.452
% 
% 
% 
