@RELATION Bado

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_1 NUMERIC
@ATTRIBUTE step_2 NUMERIC
@ATTRIBUTE step_7 NUMERIC
@ATTRIBUTE step_4 NUMERIC
@ATTRIBUTE step_5 NUMERIC
@ATTRIBUTE step_6 NUMERIC
@ATTRIBUTE step_3 NUMERIC

@DATA
instance_112,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_115,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_119,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_123,4.0,0.0,0.0,0.0,20.0,20.0,40.0,24.0
instance_124,4.0,0.0,0.0,0.0,20.0,20.0,40.0,24.0
instance_125,4.0,0.0,0.0,0.0,20.0,20.0,40.0,24.0
instance_126,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_127,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_128,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_131,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_132,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_134,4.0,0.0,0.0,0.0,12.0,20.0,0.0,24.0
instance_135,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_136,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_137,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_138,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_139,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_142,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_143,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_144,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_147,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_151,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_152,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_153,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_155,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_157,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_159,4.0,0.0,0.0,0.0,0.0,20.0,12.0,8.0
instance_160,4.0,0.0,0.0,0.0,0.0,20.0,24.0,24.0
instance_162,4.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0
instance_163,4.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0
instance_164,4.0,0.0,0.0,0.0,0.0,20.0,12.0,16.0
instance_166,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_167,4.0,0.0,0.0,0.0,4.0,20.0,4.0,0.0
instance_169,4.0,0.0,0.0,0.0,4.0,20.0,12.0,0.0
instance_170,4.0,0.0,0.0,0.0,4.0,20.0,20.0,24.0
instance_171,4.0,0.0,0.0,0.0,8.0,20.0,12.0,0.0
instance_174,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_175,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_176,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_178,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_179,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_180,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_181,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_182,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_183,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_184,4.0,0.0,0.0,0.0,12.0,24.0,20.0,24.0
instance_186,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_187,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_188,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_189,4.0,0.0,0.0,0.0,20.0,24.0,20.0,24.0
instance_190,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_191,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_192,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_193,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_195,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_197,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
instance_198,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
instance_199,4.0,0.0,0.0,0.0,4.0,20.0,4.0,0.0
instance_200,4.0,0.0,0.0,0.0,4.0,16.0,12.0,0.0
instance_202,4.0,0.0,0.0,0.0,4.0,20.0,16.0,24.0
instance_204,4.0,0.0,0.0,0.0,4.0,20.0,12.0,24.0
instance_205,4.0,0.0,0.0,0.0,4.0,20.0,12.0,24.0
instance_207,4.0,0.0,0.0,0.0,4.0,20.0,20.0,24.0
instance_209,4.0,0.0,0.0,0.0,8.0,20.0,12.0,24.0
instance_210,4.0,0.0,0.0,0.0,8.0,20.0,16.0,24.0
instance_212,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_216,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_217,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_218,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_219,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_220,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_222,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_223,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_224,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_225,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_226,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_228,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_229,4.0,0.0,0.0,0.0,16.0,20.0,24.0,24.0
instance_230,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_231,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_234,4.0,0.0,0.0,0.0,20.0,20.0,40.0,24.0
instance_235,4.0,0.0,0.0,0.0,8.0,0.0,20.0,8.0
instance_236,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_237,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_238,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_239,4.0,0.0,0.0,0.0,4.0,0.0,20.0,4.0
instance_241,4.0,0.0,0.0,0.0,4.0,0.0,20.0,8.0
instance_243,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_244,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_245,4.0,0.0,0.0,0.0,4.0,0.0,20.0,4.0
instance_248,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_249,4.0,0.0,0.0,0.0,4.0,0.0,20.0,4.0
instance_250,4.0,0.0,0.0,0.0,4.0,0.0,20.0,8.0
instance_251,4.0,0.0,0.0,0.0,8.0,0.0,20.0,12.0
instance_253,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_254,4.0,0.0,0.0,0.0,4.0,0.0,20.0,4.0
instance_255,4.0,0.0,0.0,0.0,8.0,0.0,24.0,24.0
instance_256,4.0,0.0,0.0,0.0,8.0,0.0,40.0,24.0
instance_258,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_259,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_260,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_261,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_263,4.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0
instance_266,4.0,0.0,0.0,0.0,4.0,20.0,4.0,0.0
instance_267,4.0,0.0,0.0,0.0,4.0,20.0,16.0,0.0
instance_268,4.0,0.0,0.0,0.0,4.0,20.0,12.0,0.0
instance_269,4.0,0.0,0.0,0.0,4.0,20.0,16.0,24.0
instance_271,4.0,0.0,0.0,0.0,4.0,20.0,20.0,12.0
instance_272,4.0,0.0,0.0,0.0,8.0,12.0,20.0,0.0
instance_273,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_274,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_276,4.0,0.0,0.0,0.0,16.0,20.0,24.0,24.0
instance_277,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_279,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_280,4.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0
instance_282,4.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0
instance_284,4.0,0.0,0.0,0.0,8.0,24.0,20.0,24.0
instance_285,4.0,0.0,0.0,0.0,12.0,20.0,4.0,24.0
instance_286,4.0,0.0,0.0,0.0,8.0,24.0,4.0,24.0
instance_289,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_290,4.0,0.0,0.0,0.0,12.0,24.0,20.0,24.0
instance_291,4.0,0.0,0.0,0.0,12.0,28.0,20.0,24.0
instance_292,4.0,0.0,0.0,0.0,8.0,24.0,8.0,24.0
instance_293,4.0,0.0,0.0,0.0,12.0,20.0,0.0,24.0
instance_294,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_295,4.0,0.0,0.0,0.0,12.0,24.0,20.0,24.0
instance_297,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_303,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_304,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_306,4.0,0.0,0.0,0.0,20.0,24.0,20.0,24.0
instance_307,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_308,4.0,0.0,0.0,0.0,20.0,24.0,20.0,24.0
instance_309,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_310,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_311,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_312,4.0,0.0,0.0,0.0,20.0,24.0,20.0,24.0
instance_313,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_314,4.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0
instance_316,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_317,4.0,0.0,0.0,0.0,8.0,0.0,20.0,12.0
instance_318,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_319,4.0,0.0,0.0,0.0,4.0,0.0,20.0,4.0
instance_322,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
instance_324,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
instance_325,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
instance_326,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
instance_327,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_328,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
instance_330,4.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0
instance_331,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_332,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_333,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_334,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_335,4.0,0.0,0.0,0.0,4.0,8.0,20.0,24.0
instance_336,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_337,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_339,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_340,4.0,0.0,0.0,0.0,8.0,4.0,20.0,24.0
instance_341,4.0,0.0,0.0,0.0,12.0,20.0,40.0,24.0
instance_342,4.0,0.0,0.0,0.0,16.0,20.0,40.0,24.0
instance_343,4.0,0.0,0.0,0.0,16.0,20.0,40.0,24.0
instance_344,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instance_345,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instance_346,4.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0
instance_347,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_348,4.0,0.0,0.0,0.0,0.0,20.0,0.0,24.0
instance_351,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_352,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_354,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_357,4.0,0.0,0.0,0.0,4.0,20.0,8.0,24.0
instance_358,4.0,0.0,0.0,0.0,12.0,20.0,16.0,24.0
instance_359,4.0,0.0,0.0,0.0,8.0,20.0,12.0,24.0
instance_360,4.0,0.0,0.0,0.0,4.0,20.0,12.0,24.0
instance_361,4.0,0.0,0.0,0.0,4.0,20.0,12.0,24.0
instance_363,4.0,0.0,0.0,0.0,8.0,20.0,20.0,0.0
instance_366,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_367,4.0,0.0,0.0,0.0,16.0,20.0,24.0,24.0
instance_368,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_373,4.0,0.0,0.0,0.0,4.0,20.0,4.0,24.0
instance_374,4.0,0.0,0.0,0.0,4.0,20.0,4.0,24.0
instance_375,4.0,0.0,0.0,0.0,4.0,20.0,8.0,24.0
instance_376,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_379,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_383,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_384,4.0,0.0,0.0,0.0,4.0,20.0,0.0,24.0
instance_385,4.0,0.0,0.0,0.0,4.0,20.0,0.0,24.0
instance_387,4.0,0.0,0.0,0.0,8.0,20.0,12.0,24.0
instance_389,4.0,0.0,0.0,0.0,8.0,20.0,16.0,24.0
instance_390,4.0,0.0,0.0,0.0,4.0,20.0,20.0,24.0
instance_392,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_393,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_394,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_395,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_396,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_397,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_399,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_400,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_401,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_404,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_406,4.0,0.0,0.0,0.0,8.0,20.0,16.0,24.0
instance_408,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_409,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_410,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_411,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_412,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_413,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_414,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_415,4.0,0.0,0.0,0.0,20.0,20.0,40.0,24.0
instance_416,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_417,4.0,0.0,0.0,0.0,16.0,20.0,20.0,24.0
instance_418,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
instance_419,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
instance_420,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_421,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
instance_422,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
instance_423,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
instance_425,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_426,4.0,0.0,0.0,0.0,12.0,20.0,24.0,24.0
instance_430,4.0,0.0,0.0,0.0,20.0,20.0,20.0,24.0
instance_431,4.0,0.0,0.0,0.0,8.0,20.0,0.0,4.0
instance_432,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_433,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_434,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_436,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_437,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_438,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_439,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_441,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_442,4.0,0.0,0.0,0.0,0.0,20.0,20.0,24.0
instance_445,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
instance_447,4.0,0.0,0.0,0.0,0.0,20.0,24.0,24.0
instance_448,4.0,0.0,0.0,0.0,4.0,20.0,40.0,28.0
instance_449,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_450,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_451,4.0,0.0,0.0,0.0,4.0,20.0,24.0,24.0
instance_452,4.0,0.0,0.0,0.0,4.0,20.0,40.0,24.0
instance_453,4.0,0.0,0.0,0.0,4.0,20.0,16.0,24.0
instance_454,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_456,4.0,0.0,0.0,0.0,8.0,20.0,24.0,24.0
instance_457,4.0,0.0,0.0,0.0,8.0,20.0,40.0,24.0
instance_458,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_460,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_461,4.0,0.0,0.0,0.0,4.0,20.0,0.0,12.0
instance_463,4.0,0.0,0.0,0.0,4.0,20.0,0.0,4.0
instance_466,4.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0
instance_467,4.0,0.0,0.0,0.0,8.0,20.0,0.0,24.0
instance_468,4.0,0.0,0.0,0.0,4.0,20.0,0.0,24.0
instance_469,4.0,0.0,0.0,0.0,8.0,20.0,0.0,24.0
instance_470,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
instance_472,4.0,0.0,0.0,0.0,4.0,20.0,0.0,8.0
instance_473,4.0,0.0,0.0,0.0,8.0,24.0,0.0,20.0
instance_474,4.0,0.0,0.0,0.0,8.0,20.0,0.0,20.0
instance_476,4.0,0.0,0.0,0.0,8.0,20.0,0.0,24.0
instance_477,4.0,0.0,0.0,0.0,8.0,20.0,16.0,24.0
instance_478,4.0,0.0,0.0,0.0,8.0,20.0,12.0,24.0
instance_479,4.0,0.0,0.0,0.0,4.0,0.0,20.0,8.0
instance_482,4.0,0.0,0.0,0.0,12.0,20.0,40.0,24.0
instance_485,4.0,0.0,0.0,0.0,8.0,0.0,20.0,20.0
instance_487,4.0,0.0,0.0,0.0,12.0,20.0,40.0,24.0
instance_488,4.0,0.0,0.0,0.0,12.0,20.0,40.0,24.0
instance_489,4.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0
instance_490,4.0,0.0,0.0,0.0,8.0,0.0,20.0,20.0
instance_491,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_493,4.0,0.0,0.0,0.0,12.0,20.0,40.0,24.0
instance_494,4.0,0.0,0.0,0.0,4.0,0.0,20.0,8.0
instance_497,4.0,0.0,0.0,0.0,12.0,20.0,40.0,24.0
instance_498,4.0,0.0,0.0,0.0,12.0,20.0,40.0,24.0
instance_499,4.0,0.0,0.0,0.0,8.0,0.0,20.0,16.0
instance_500,4.0,0.0,0.0,0.0,4.0,0.0,20.0,8.0
instance_501,4.0,0.0,0.0,0.0,4.0,0.0,20.0,12.0
instance_502,4.0,0.0,0.0,0.0,8.0,0.0,20.0,16.0
instance_503,4.0,0.0,0.0,0.0,8.0,0.0,20.0,16.0
instance_506,4.0,0.0,0.0,0.0,12.0,20.0,0.0,20.0
instance_507,4.0,0.0,0.0,0.0,12.0,28.0,0.0,20.0
instance_512,4.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0
instance_513,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
instance_515,4.0,0.0,0.0,0.0,16.0,20.0,0.0,0.0
instance_517,4.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0
instance_518,4.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0
instance_519,4.0,0.0,0.0,0.0,8.0,24.0,20.0,24.0
instance_520,4.0,0.0,0.0,0.0,4.0,20.0,0.0,8.0
instance_521,4.0,0.0,0.0,0.0,4.0,20.0,0.0,12.0
instance_522,4.0,0.0,0.0,0.0,20.0,20.0,20.0,12.0
instance_523,4.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0
instance_524,4.0,0.0,0.0,0.0,4.0,20.0,20.0,0.0
instance_527,4.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0
instance_528,4.0,0.0,0.0,0.0,16.0,20.0,20.0,0.0
instance_530,4.0,0.0,0.0,0.0,4.0,20.0,20.0,0.0
instance_531,4.0,0.0,0.0,0.0,4.0,20.0,4.0,0.0
instance_533,4.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0
instance_534,4.0,0.0,0.0,0.0,8.0,20.0,20.0,0.0
instance_536,4.0,0.0,0.0,0.0,8.0,20.0,20.0,0.0
instance_539,4.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0
instance_540,4.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0
instance_542,4.0,0.0,0.0,0.0,8.0,20.0,20.0,24.0
instance_543,4.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0
instance_544,4.0,0.0,0.0,0.0,20.0,20.0,24.0,24.0
