@RELATION Bado

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_1 {ok}
@ATTRIBUTE step_2 {ok}
@ATTRIBUTE step_7 {ok}
@ATTRIBUTE step_4 {ok}
@ATTRIBUTE step_5 {ok}
@ATTRIBUTE step_6 {ok}
@ATTRIBUTE step_3 {ok}

@DATA
instance_467,1.0,ok,ok,ok,ok,ok,ok,ok
instance_468,1.0,ok,ok,ok,ok,ok,ok,ok
instance_469,1.0,ok,ok,ok,ok,ok,ok,ok
instance_470,1.0,ok,ok,ok,ok,ok,ok,ok
instance_472,1.0,ok,ok,ok,ok,ok,ok,ok
instance_473,1.0,ok,ok,ok,ok,ok,ok,ok
instance_474,1.0,ok,ok,ok,ok,ok,ok,ok
instance_476,1.0,ok,ok,ok,ok,ok,ok,ok
instance_477,1.0,ok,ok,ok,ok,ok,ok,ok
instance_478,1.0,ok,ok,ok,ok,ok,ok,ok
instance_479,1.0,ok,ok,ok,ok,ok,ok,ok
instance_482,1.0,ok,ok,ok,ok,ok,ok,ok
instance_485,1.0,ok,ok,ok,ok,ok,ok,ok
instance_487,1.0,ok,ok,ok,ok,ok,ok,ok
instance_488,1.0,ok,ok,ok,ok,ok,ok,ok
instance_489,1.0,ok,ok,ok,ok,ok,ok,ok
instance_490,1.0,ok,ok,ok,ok,ok,ok,ok
instance_491,1.0,ok,ok,ok,ok,ok,ok,ok
instance_493,1.0,ok,ok,ok,ok,ok,ok,ok
instance_494,1.0,ok,ok,ok,ok,ok,ok,ok
instance_497,1.0,ok,ok,ok,ok,ok,ok,ok
instance_498,1.0,ok,ok,ok,ok,ok,ok,ok
instance_499,1.0,ok,ok,ok,ok,ok,ok,ok
instance_500,1.0,ok,ok,ok,ok,ok,ok,ok
instance_501,1.0,ok,ok,ok,ok,ok,ok,ok
instance_502,1.0,ok,ok,ok,ok,ok,ok,ok
instance_503,1.0,ok,ok,ok,ok,ok,ok,ok
instance_506,1.0,ok,ok,ok,ok,ok,ok,ok
instance_507,1.0,ok,ok,ok,ok,ok,ok,ok
instance_512,1.0,ok,ok,ok,ok,ok,ok,ok
instance_513,1.0,ok,ok,ok,ok,ok,ok,ok
instance_515,1.0,ok,ok,ok,ok,ok,ok,ok
instance_517,1.0,ok,ok,ok,ok,ok,ok,ok
instance_518,1.0,ok,ok,ok,ok,ok,ok,ok
instance_519,1.0,ok,ok,ok,ok,ok,ok,ok
instance_520,1.0,ok,ok,ok,ok,ok,ok,ok
instance_521,1.0,ok,ok,ok,ok,ok,ok,ok
instance_522,1.0,ok,ok,ok,ok,ok,ok,ok
instance_523,1.0,ok,ok,ok,ok,ok,ok,ok
instance_524,1.0,ok,ok,ok,ok,ok,ok,ok
instance_527,1.0,ok,ok,ok,ok,ok,ok,ok
instance_528,1.0,ok,ok,ok,ok,ok,ok,ok
instance_530,1.0,ok,ok,ok,ok,ok,ok,ok
instance_531,1.0,ok,ok,ok,ok,ok,ok,ok
instance_533,1.0,ok,ok,ok,ok,ok,ok,ok
instance_534,1.0,ok,ok,ok,ok,ok,ok,ok
instance_536,1.0,ok,ok,ok,ok,ok,ok,ok
instance_539,1.0,ok,ok,ok,ok,ok,ok,ok
instance_540,1.0,ok,ok,ok,ok,ok,ok,ok
instance_542,1.0,ok,ok,ok,ok,ok,ok,ok
instance_543,1.0,ok,ok,ok,ok,ok,ok,ok
instance_544,1.0,ok,ok,ok,ok,ok,ok,ok
instance_545,1.0,ok,ok,ok,ok,ok,ok,ok
instance_547,1.0,ok,ok,ok,ok,ok,ok,ok
instance_548,1.0,ok,ok,ok,ok,ok,ok,ok
instance_549,1.0,ok,ok,ok,ok,ok,ok,ok
instance_550,1.0,ok,ok,ok,ok,ok,ok,ok
instance_551,1.0,ok,ok,ok,ok,ok,ok,ok
instance_552,1.0,ok,ok,ok,ok,ok,ok,ok
instance_553,1.0,ok,ok,ok,ok,ok,ok,ok
instance_554,1.0,ok,ok,ok,ok,ok,ok,ok
instance_555,1.0,ok,ok,ok,ok,ok,ok,ok
instance_556,1.0,ok,ok,ok,ok,ok,ok,ok
instance_557,1.0,ok,ok,ok,ok,ok,ok,ok
instance_559,1.0,ok,ok,ok,ok,ok,ok,ok
instance_562,1.0,ok,ok,ok,ok,ok,ok,ok
instance_564,1.0,ok,ok,ok,ok,ok,ok,ok
instance_565,1.0,ok,ok,ok,ok,ok,ok,ok
instance_566,1.0,ok,ok,ok,ok,ok,ok,ok
instance_567,1.0,ok,ok,ok,ok,ok,ok,ok
instance_568,1.0,ok,ok,ok,ok,ok,ok,ok
instance_570,1.0,ok,ok,ok,ok,ok,ok,ok
instance_571,1.0,ok,ok,ok,ok,ok,ok,ok
instance_573,1.0,ok,ok,ok,ok,ok,ok,ok
instance_574,1.0,ok,ok,ok,ok,ok,ok,ok
instance_575,1.0,ok,ok,ok,ok,ok,ok,ok
instance_577,1.0,ok,ok,ok,ok,ok,ok,ok
instance_579,1.0,ok,ok,ok,ok,ok,ok,ok
instance_583,1.0,ok,ok,ok,ok,ok,ok,ok
instance_584,1.0,ok,ok,ok,ok,ok,ok,ok
instance_585,1.0,ok,ok,ok,ok,ok,ok,ok
instance_589,1.0,ok,ok,ok,ok,ok,ok,ok
instance_590,1.0,ok,ok,ok,ok,ok,ok,ok
instance_591,1.0,ok,ok,ok,ok,ok,ok,ok
instance_592,1.0,ok,ok,ok,ok,ok,ok,ok
instance_593,1.0,ok,ok,ok,ok,ok,ok,ok
instance_594,1.0,ok,ok,ok,ok,ok,ok,ok
instance_595,1.0,ok,ok,ok,ok,ok,ok,ok
instance_597,1.0,ok,ok,ok,ok,ok,ok,ok
instance_598,1.0,ok,ok,ok,ok,ok,ok,ok
instance_599,1.0,ok,ok,ok,ok,ok,ok,ok
instance_601,1.0,ok,ok,ok,ok,ok,ok,ok
instance_602,1.0,ok,ok,ok,ok,ok,ok,ok
instance_603,1.0,ok,ok,ok,ok,ok,ok,ok
instance_605,1.0,ok,ok,ok,ok,ok,ok,ok
instance_606,1.0,ok,ok,ok,ok,ok,ok,ok
instance_609,1.0,ok,ok,ok,ok,ok,ok,ok
instance_610,1.0,ok,ok,ok,ok,ok,ok,ok
instance_611,1.0,ok,ok,ok,ok,ok,ok,ok
instance_612,1.0,ok,ok,ok,ok,ok,ok,ok
instance_620,1.0,ok,ok,ok,ok,ok,ok,ok
instance_621,1.0,ok,ok,ok,ok,ok,ok,ok
instance_622,1.0,ok,ok,ok,ok,ok,ok,ok
instance_623,1.0,ok,ok,ok,ok,ok,ok,ok
instance_624,1.0,ok,ok,ok,ok,ok,ok,ok
instance_627,1.0,ok,ok,ok,ok,ok,ok,ok
instance_628,1.0,ok,ok,ok,ok,ok,ok,ok
instance_629,1.0,ok,ok,ok,ok,ok,ok,ok
instance_630,1.0,ok,ok,ok,ok,ok,ok,ok
instance_631,1.0,ok,ok,ok,ok,ok,ok,ok
instance_633,1.0,ok,ok,ok,ok,ok,ok,ok
instance_634,1.0,ok,ok,ok,ok,ok,ok,ok
instance_635,1.0,ok,ok,ok,ok,ok,ok,ok
instance_636,1.0,ok,ok,ok,ok,ok,ok,ok
instance_637,1.0,ok,ok,ok,ok,ok,ok,ok
instance_638,1.0,ok,ok,ok,ok,ok,ok,ok
instance_639,1.0,ok,ok,ok,ok,ok,ok,ok
instance_642,1.0,ok,ok,ok,ok,ok,ok,ok
instance_645,1.0,ok,ok,ok,ok,ok,ok,ok
instance_647,1.0,ok,ok,ok,ok,ok,ok,ok
instance_648,1.0,ok,ok,ok,ok,ok,ok,ok
instance_650,1.0,ok,ok,ok,ok,ok,ok,ok
instance_652,1.0,ok,ok,ok,ok,ok,ok,ok
instance_653,1.0,ok,ok,ok,ok,ok,ok,ok
instance_656,1.0,ok,ok,ok,ok,ok,ok,ok
instance_657,1.0,ok,ok,ok,ok,ok,ok,ok
instance_658,1.0,ok,ok,ok,ok,ok,ok,ok
instance_659,1.0,ok,ok,ok,ok,ok,ok,ok
instance_661,1.0,ok,ok,ok,ok,ok,ok,ok
instance_662,1.0,ok,ok,ok,ok,ok,ok,ok
instance_664,1.0,ok,ok,ok,ok,ok,ok,ok
instance_665,1.0,ok,ok,ok,ok,ok,ok,ok
instance_666,1.0,ok,ok,ok,ok,ok,ok,ok
instance_668,1.0,ok,ok,ok,ok,ok,ok,ok
instance_669,1.0,ok,ok,ok,ok,ok,ok,ok
instance_670,1.0,ok,ok,ok,ok,ok,ok,ok
instance_671,1.0,ok,ok,ok,ok,ok,ok,ok
instance_673,1.0,ok,ok,ok,ok,ok,ok,ok
instance_674,1.0,ok,ok,ok,ok,ok,ok,ok
