@RELATION Bado

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout}

@DATA
instance_40,1.0,algorithm_4,459.16,ok
instance_40,1.0,algorithm_7,28800.0,timeout
instance_40,1.0,algorithm_3,28800.0,timeout
instance_40,1.0,algorithm_5,28800.0,timeout
instance_40,1.0,algorithm_8,28800.0,timeout
instance_40,1.0,algorithm_1,28800.0,timeout
instance_41,1.0,algorithm_2,28800.0,memout
instance_41,1.0,algorithm_6,28800.0,memout
instance_41,1.0,algorithm_4,71.36,ok
instance_41,1.0,algorithm_7,1469.52,ok
instance_41,1.0,algorithm_3,8.72,ok
instance_41,1.0,algorithm_5,15.52,ok
instance_41,1.0,algorithm_8,14.08,ok
instance_41,1.0,algorithm_1,16.72,ok
instance_43,1.0,algorithm_2,28800.0,memout
instance_43,1.0,algorithm_6,28800.0,memout
instance_43,1.0,algorithm_4,358.72,ok
instance_43,1.0,algorithm_7,5195.16,ok
instance_43,1.0,algorithm_3,186.84,ok
instance_43,1.0,algorithm_5,120.72,ok
instance_43,1.0,algorithm_8,83.04,ok
instance_43,1.0,algorithm_1,104.64,ok
instance_45,1.0,algorithm_2,28800.0,memout
instance_45,1.0,algorithm_6,28800.0,memout
instance_45,1.0,algorithm_4,1912.8,ok
instance_45,1.0,algorithm_7,1850.44,ok
instance_45,1.0,algorithm_3,367.6,ok
instance_45,1.0,algorithm_5,401.4,ok
instance_45,1.0,algorithm_8,312.96,ok
instance_45,1.0,algorithm_1,219.04,ok
instance_46,1.0,algorithm_2,28800.0,memout
instance_46,1.0,algorithm_6,28800.0,memout
instance_46,1.0,algorithm_4,1882.88,ok
instance_46,1.0,algorithm_7,2084.16,ok
instance_46,1.0,algorithm_3,405.84,ok
instance_46,1.0,algorithm_5,376.16,ok
instance_46,1.0,algorithm_8,247.48,ok
instance_46,1.0,algorithm_1,229.24,ok
instance_48,1.0,algorithm_2,28800.0,memout
instance_48,1.0,algorithm_6,28800.0,memout
instance_48,1.0,algorithm_4,2063.6,ok
instance_48,1.0,algorithm_7,2557.16,ok
instance_48,1.0,algorithm_3,2484.0,ok
instance_48,1.0,algorithm_5,1713.68,ok
instance_48,1.0,algorithm_8,586.12,ok
instance_48,1.0,algorithm_1,749.68,ok
instance_52,1.0,algorithm_2,28800.0,memout
instance_52,1.0,algorithm_6,28800.0,memout
instance_52,1.0,algorithm_4,28800.0,memout
instance_52,1.0,algorithm_7,28800.0,timeout
instance_52,1.0,algorithm_3,28800.0,timeout
instance_52,1.0,algorithm_5,28800.0,timeout
instance_52,1.0,algorithm_8,5660.0,ok
instance_52,1.0,algorithm_1,9347.28,ok
instance_53,1.0,algorithm_2,28800.0,memout
instance_53,1.0,algorithm_6,28800.0,memout
instance_53,1.0,algorithm_4,28800.0,memout
instance_53,1.0,algorithm_7,28800.0,timeout
instance_53,1.0,algorithm_3,28800.0,timeout
instance_53,1.0,algorithm_5,28800.0,timeout
instance_53,1.0,algorithm_8,12734.8,ok
instance_53,1.0,algorithm_1,16625.36,ok
instance_55,1.0,algorithm_2,28800.0,memout
instance_55,1.0,algorithm_6,28800.0,memout
instance_55,1.0,algorithm_4,957.12,ok
instance_55,1.0,algorithm_7,28800.0,timeout
instance_55,1.0,algorithm_3,3492.28,ok
instance_55,1.0,algorithm_5,4016.88,ok
instance_55,1.0,algorithm_8,10220.48,ok
instance_55,1.0,algorithm_1,11212.68,ok
instance_56,1.0,algorithm_2,28800.0,memout
instance_56,1.0,algorithm_6,28800.0,memout
instance_56,1.0,algorithm_4,583.8,ok
instance_56,1.0,algorithm_7,5905.4,ok
instance_56,1.0,algorithm_3,204.96,ok
instance_56,1.0,algorithm_5,257.4,ok
instance_56,1.0,algorithm_8,150.32,ok
instance_56,1.0,algorithm_1,153.64,ok
instance_59,1.0,algorithm_2,2217.28,ok
instance_59,1.0,algorithm_6,4455.12,ok
instance_59,1.0,algorithm_4,141.8,ok
instance_59,1.0,algorithm_7,6.6,ok
instance_59,1.0,algorithm_3,107.68,ok
instance_59,1.0,algorithm_5,86.52,ok
instance_59,1.0,algorithm_8,73.52,ok
instance_59,1.0,algorithm_1,69.76,ok
instance_60,1.0,algorithm_2,28800.0,memout
instance_60,1.0,algorithm_6,28800.0,memout
instance_60,1.0,algorithm_4,173.76,ok
instance_60,1.0,algorithm_7,86.72,ok
instance_60,1.0,algorithm_3,1820.6,ok
instance_60,1.0,algorithm_5,1536.24,ok
instance_60,1.0,algorithm_8,1247.48,ok
instance_60,1.0,algorithm_1,875.44,ok
instance_61,1.0,algorithm_2,28800.0,memout
instance_61,1.0,algorithm_6,28800.0,memout
instance_61,1.0,algorithm_4,2690.84,ok
instance_61,1.0,algorithm_7,11237.92,ok
instance_61,1.0,algorithm_3,28800.0,timeout
instance_61,1.0,algorithm_5,28800.0,timeout
instance_61,1.0,algorithm_8,20110.76,ok
instance_61,1.0,algorithm_1,11476.36,ok
instance_62,1.0,algorithm_2,28800.0,memout
instance_62,1.0,algorithm_6,28800.0,memout
instance_62,1.0,algorithm_4,4842.16,ok
instance_62,1.0,algorithm_7,28800.0,timeout
instance_62,1.0,algorithm_3,28800.0,timeout
instance_62,1.0,algorithm_5,28800.0,timeout
instance_62,1.0,algorithm_8,28800.0,timeout
instance_62,1.0,algorithm_1,28800.0,timeout
instance_63,1.0,algorithm_2,28800.0,memout
instance_63,1.0,algorithm_6,28800.0,memout
instance_63,1.0,algorithm_4,3866.08,ok
instance_63,1.0,algorithm_7,28800.0,timeout
instance_63,1.0,algorithm_3,28800.0,timeout
instance_63,1.0,algorithm_5,28800.0,timeout
instance_63,1.0,algorithm_8,28800.0,timeout
instance_63,1.0,algorithm_1,28800.0,timeout
instance_64,1.0,algorithm_2,2054.4,ok
instance_64,1.0,algorithm_6,4279.68,ok
instance_64,1.0,algorithm_4,138.6,ok
instance_64,1.0,algorithm_7,905.56,ok
instance_64,1.0,algorithm_3,185.8,ok
instance_64,1.0,algorithm_5,193.68,ok
instance_64,1.0,algorithm_8,88.44,ok
instance_64,1.0,algorithm_1,105.12,ok
instance_65,1.0,algorithm_2,28800.0,memout
instance_65,1.0,algorithm_6,28800.0,memout
instance_65,1.0,algorithm_4,149.8,ok
instance_65,1.0,algorithm_7,747.4,ok
instance_65,1.0,algorithm_3,5505.12,ok
instance_65,1.0,algorithm_5,3812.52,ok
instance_65,1.0,algorithm_8,2830.48,ok
instance_65,1.0,algorithm_1,2577.44,ok
instance_66,1.0,algorithm_2,28800.0,memout
instance_66,1.0,algorithm_6,28800.0,memout
instance_66,1.0,algorithm_4,1057.48,ok
instance_66,1.0,algorithm_7,28800.0,timeout
instance_66,1.0,algorithm_3,28800.0,timeout
instance_66,1.0,algorithm_5,28800.0,timeout
instance_66,1.0,algorithm_8,28800.0,timeout
instance_66,1.0,algorithm_1,28800.0,timeout
instance_70,1.0,algorithm_2,28800.0,memout
instance_70,1.0,algorithm_6,28800.0,memout
instance_70,1.0,algorithm_4,11167.8,ok
instance_70,1.0,algorithm_7,28800.0,timeout
instance_70,1.0,algorithm_3,28800.0,timeout
instance_70,1.0,algorithm_5,28800.0,timeout
instance_70,1.0,algorithm_8,28800.0,timeout
instance_70,1.0,algorithm_1,28800.0,timeout
instance_71,1.0,algorithm_2,573.36,ok
instance_71,1.0,algorithm_6,948.76,ok
instance_71,1.0,algorithm_4,160.64,ok
instance_71,1.0,algorithm_7,332.16,ok
instance_71,1.0,algorithm_3,1126.36,ok
instance_71,1.0,algorithm_5,1219.0,ok
instance_71,1.0,algorithm_8,991.64,ok
instance_71,1.0,algorithm_1,1135.8,ok
instance_72,1.0,algorithm_2,7849.32,ok
instance_72,1.0,algorithm_6,28800.0,memout
instance_72,1.0,algorithm_4,342.72,ok
instance_72,1.0,algorithm_7,3956.72,ok
instance_72,1.0,algorithm_3,28800.0,timeout
instance_72,1.0,algorithm_5,28800.0,timeout
instance_72,1.0,algorithm_8,28800.0,timeout
instance_72,1.0,algorithm_1,28800.0,timeout
instance_73,1.0,algorithm_2,559.32,ok
instance_73,1.0,algorithm_6,2358.64,ok
instance_73,1.0,algorithm_4,83.64,ok
instance_73,1.0,algorithm_7,1.56,ok
instance_73,1.0,algorithm_3,5.48,ok
instance_73,1.0,algorithm_5,8.2,ok
instance_73,1.0,algorithm_8,3.84,ok
instance_73,1.0,algorithm_1,12.08,ok
instance_75,1.0,algorithm_2,28800.0,memout
instance_75,1.0,algorithm_6,28800.0,memout
instance_75,1.0,algorithm_4,28800.0,memout
instance_75,1.0,algorithm_7,28800.0,timeout
instance_75,1.0,algorithm_3,2.28,ok
instance_75,1.0,algorithm_5,13.16,ok
instance_75,1.0,algorithm_8,3.72,ok
instance_75,1.0,algorithm_1,6.96,ok
instance_76,1.0,algorithm_2,28800.0,memout
instance_76,1.0,algorithm_6,28800.0,memout
instance_76,1.0,algorithm_4,28800.0,memout
instance_76,1.0,algorithm_7,28800.0,timeout
instance_76,1.0,algorithm_3,92.0,ok
instance_76,1.0,algorithm_5,136.84,ok
instance_76,1.0,algorithm_8,32.84,ok
instance_76,1.0,algorithm_1,53.2,ok
instance_78,1.0,algorithm_2,28800.0,memout
instance_78,1.0,algorithm_6,28800.0,memout
instance_78,1.0,algorithm_4,28800.0,memout
instance_78,1.0,algorithm_7,28800.0,timeout
instance_78,1.0,algorithm_3,111.24,ok
instance_78,1.0,algorithm_5,122.36,ok
instance_78,1.0,algorithm_8,98.44,ok
instance_78,1.0,algorithm_1,87.6,ok
instance_79,1.0,algorithm_2,28800.0,memout
instance_79,1.0,algorithm_6,28800.0,memout
instance_79,1.0,algorithm_4,28800.0,memout
instance_79,1.0,algorithm_7,28800.0,timeout
instance_79,1.0,algorithm_3,26.88,ok
instance_79,1.0,algorithm_5,55.44,ok
instance_79,1.0,algorithm_8,12.16,ok
instance_79,1.0,algorithm_1,22.32,ok
instance_80,1.0,algorithm_2,28800.0,memout
instance_80,1.0,algorithm_6,28800.0,memout
instance_80,1.0,algorithm_4,28800.0,memout
instance_80,1.0,algorithm_7,28800.0,timeout
instance_80,1.0,algorithm_3,60.88,ok
instance_80,1.0,algorithm_5,81.44,ok
instance_80,1.0,algorithm_8,33.0,ok
instance_80,1.0,algorithm_1,58.64,ok
instance_83,1.0,algorithm_2,28800.0,memout
instance_83,1.0,algorithm_6,28800.0,memout
instance_83,1.0,algorithm_4,565.76,ok
instance_83,1.0,algorithm_7,864.0,ok
instance_83,1.0,algorithm_3,1.24,ok
instance_83,1.0,algorithm_5,4.96,ok
instance_83,1.0,algorithm_8,3.0,ok
instance_83,1.0,algorithm_1,3.16,ok
instance_84,1.0,algorithm_2,28800.0,memout
instance_84,1.0,algorithm_6,28800.0,memout
instance_84,1.0,algorithm_4,588.68,ok
instance_84,1.0,algorithm_7,862.88,ok
instance_84,1.0,algorithm_3,1.28,ok
instance_84,1.0,algorithm_5,5.0,ok
instance_84,1.0,algorithm_8,2.96,ok
instance_84,1.0,algorithm_1,3.44,ok
instance_86,1.0,algorithm_2,40.8,ok
instance_86,1.0,algorithm_6,42.76,ok
instance_86,1.0,algorithm_4,31.2,ok
instance_86,1.0,algorithm_7,273.6,ok
instance_86,1.0,algorithm_3,5.84,ok
instance_86,1.0,algorithm_5,8.32,ok
instance_86,1.0,algorithm_8,7.24,ok
instance_86,1.0,algorithm_1,8.72,ok
instance_87,1.0,algorithm_2,114.44,ok
instance_87,1.0,algorithm_6,150.04,ok
instance_87,1.0,algorithm_4,42.08,ok
instance_87,1.0,algorithm_7,11.36,ok
instance_87,1.0,algorithm_3,74.12,ok
instance_87,1.0,algorithm_5,67.36,ok
instance_87,1.0,algorithm_8,89.52,ok
instance_87,1.0,algorithm_1,89.6,ok
instance_89,1.0,algorithm_2,271.0,ok
instance_89,1.0,algorithm_6,415.08,ok
instance_89,1.0,algorithm_4,1775.52,ok
instance_89,1.0,algorithm_7,269.52,ok
instance_89,1.0,algorithm_3,299.2,ok
instance_89,1.0,algorithm_5,296.44,ok
instance_89,1.0,algorithm_8,196.52,ok
instance_89,1.0,algorithm_1,189.6,ok
instance_91,1.0,algorithm_2,65.72,ok
instance_91,1.0,algorithm_6,96.04,ok
instance_91,1.0,algorithm_4,58.32,ok
instance_91,1.0,algorithm_7,274.08,ok
instance_91,1.0,algorithm_3,13.32,ok
instance_91,1.0,algorithm_5,22.4,ok
instance_91,1.0,algorithm_8,13.76,ok
instance_91,1.0,algorithm_1,12.32,ok
instance_94,1.0,algorithm_2,229.48,ok
instance_94,1.0,algorithm_6,349.8,ok
instance_94,1.0,algorithm_4,45.2,ok
instance_94,1.0,algorithm_7,496.64,ok
instance_94,1.0,algorithm_3,291.88,ok
instance_94,1.0,algorithm_5,217.32,ok
instance_94,1.0,algorithm_8,91.84,ok
instance_94,1.0,algorithm_1,133.32,ok
instance_95,1.0,algorithm_2,17.44,ok
instance_95,1.0,algorithm_6,43.24,ok
instance_95,1.0,algorithm_4,32.32,ok
instance_95,1.0,algorithm_7,279.52,ok
instance_95,1.0,algorithm_3,104.08,ok
instance_95,1.0,algorithm_5,154.68,ok
instance_95,1.0,algorithm_8,72.48,ok
instance_95,1.0,algorithm_1,92.28,ok
instance_96,1.0,algorithm_2,63.04,ok
instance_96,1.0,algorithm_6,98.92,ok
instance_96,1.0,algorithm_4,1244.12,ok
instance_96,1.0,algorithm_7,321.4,ok
instance_96,1.0,algorithm_3,132.04,ok
instance_96,1.0,algorithm_5,201.52,ok
instance_96,1.0,algorithm_8,138.64,ok
instance_96,1.0,algorithm_1,182.52,ok
instance_97,1.0,algorithm_2,82.88,ok
instance_97,1.0,algorithm_6,149.88,ok
instance_97,1.0,algorithm_4,47.12,ok
instance_97,1.0,algorithm_7,392.76,ok
instance_97,1.0,algorithm_3,216.64,ok
instance_97,1.0,algorithm_5,227.12,ok
instance_97,1.0,algorithm_8,198.6,ok
instance_97,1.0,algorithm_1,193.0,ok
instance_100,1.0,algorithm_2,9.76,ok
instance_100,1.0,algorithm_6,17.32,ok
instance_100,1.0,algorithm_4,84.4,ok
instance_100,1.0,algorithm_7,289.0,ok
instance_100,1.0,algorithm_3,556.64,ok
instance_100,1.0,algorithm_5,557.48,ok
instance_100,1.0,algorithm_8,632.84,ok
instance_100,1.0,algorithm_1,615.36,ok
instance_101,1.0,algorithm_2,49.52,ok
instance_101,1.0,algorithm_6,83.52,ok
instance_101,1.0,algorithm_4,92.92,ok
instance_101,1.0,algorithm_7,575.68,ok
instance_101,1.0,algorithm_3,28800.0,timeout
instance_101,1.0,algorithm_5,28800.0,timeout
instance_101,1.0,algorithm_8,28800.0,timeout
instance_101,1.0,algorithm_1,28800.0,timeout
instance_102,1.0,algorithm_2,109.96,ok
instance_102,1.0,algorithm_6,202.0,ok
instance_102,1.0,algorithm_4,1961.68,ok
instance_102,1.0,algorithm_7,1112.8,ok
instance_102,1.0,algorithm_3,28800.0,timeout
instance_102,1.0,algorithm_5,28800.0,timeout
instance_102,1.0,algorithm_8,28800.0,timeout
instance_102,1.0,algorithm_1,28800.0,timeout
instance_103,1.0,algorithm_2,144.16,ok
instance_103,1.0,algorithm_6,258.84,ok
instance_103,1.0,algorithm_4,132.52,ok
instance_103,1.0,algorithm_7,1526.8,ok
instance_103,1.0,algorithm_3,28800.0,timeout
instance_103,1.0,algorithm_5,28800.0,timeout
instance_103,1.0,algorithm_8,28800.0,timeout
instance_103,1.0,algorithm_1,28800.0,timeout
instance_106,1.0,algorithm_2,40.88,ok
instance_106,1.0,algorithm_6,59.16,ok
instance_106,1.0,algorithm_4,56.88,ok
instance_106,1.0,algorithm_7,4.12,ok
instance_106,1.0,algorithm_3,0.36,ok
instance_106,1.0,algorithm_5,1.28,ok
instance_106,1.0,algorithm_8,0.8,ok
instance_106,1.0,algorithm_1,1.36,ok
instance_107,1.0,algorithm_2,140.48,ok
instance_107,1.0,algorithm_6,156.92,ok
instance_107,1.0,algorithm_4,57.92,ok
instance_107,1.0,algorithm_7,3.6,ok
instance_107,1.0,algorithm_3,0.68,ok
instance_107,1.0,algorithm_5,2.48,ok
instance_107,1.0,algorithm_8,0.6,ok
instance_107,1.0,algorithm_1,1.08,ok
instance_110,1.0,algorithm_2,645.64,ok
instance_110,1.0,algorithm_6,1138.24,ok
instance_110,1.0,algorithm_4,76.72,ok
instance_110,1.0,algorithm_7,11.32,ok
instance_110,1.0,algorithm_3,1.92,ok
instance_110,1.0,algorithm_5,3.24,ok
instance_110,1.0,algorithm_8,2.28,ok
instance_110,1.0,algorithm_1,3.24,ok
instance_111,1.0,algorithm_2,68.12,ok
instance_111,1.0,algorithm_6,129.0,ok
instance_111,1.0,algorithm_4,32.48,ok
instance_111,1.0,algorithm_7,3.76,ok
instance_111,1.0,algorithm_3,1.44,ok
instance_111,1.0,algorithm_5,3.88,ok
instance_111,1.0,algorithm_8,1.84,ok
instance_111,1.0,algorithm_1,1.76,ok
instance_112,1.0,algorithm_2,169.4,ok
instance_112,1.0,algorithm_6,384.76,ok
instance_112,1.0,algorithm_4,69.48,ok
instance_112,1.0,algorithm_7,4.2,ok
instance_112,1.0,algorithm_3,4.4,ok
instance_112,1.0,algorithm_5,7.04,ok
instance_112,1.0,algorithm_8,2.24,ok
instance_112,1.0,algorithm_1,2.28,ok
instance_115,1.0,algorithm_2,467.16,ok
instance_115,1.0,algorithm_6,1062.56,ok
instance_115,1.0,algorithm_4,29.28,ok
instance_115,1.0,algorithm_7,3.0,ok
instance_115,1.0,algorithm_3,5.6,ok
instance_115,1.0,algorithm_5,10.48,ok
instance_115,1.0,algorithm_8,4.04,ok
instance_115,1.0,algorithm_1,7.16,ok
instance_119,1.0,algorithm_2,4244.36,ok
instance_119,1.0,algorithm_6,28800.0,memout
instance_119,1.0,algorithm_4,2955.8,ok
instance_119,1.0,algorithm_7,1867.64,ok
instance_119,1.0,algorithm_3,1546.64,ok
instance_119,1.0,algorithm_5,1792.24,ok
instance_119,1.0,algorithm_8,1185.04,ok
