@RELATION Monty

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_387,1.0,algorithm_6,18000.0,timeout
instance_387,1.0,algorithm_13,18000.0,timeout
instance_387,1.0,algorithm_9,18000.0,timeout
instance_387,1.0,algorithm_5,18000.0,timeout
instance_387,1.0,algorithm_1,18000.0,timeout
instance_387,1.0,algorithm_16,18000.0,timeout
instance_387,1.0,algorithm_7,18000.0,timeout
instance_387,1.0,algorithm_11,18000.0,timeout
instance_387,1.0,algorithm_2,18000.0,timeout
instance_387,1.0,algorithm_4,18000.0,timeout
instance_387,1.0,algorithm_18,405.42,ok
instance_398,1.0,algorithm_8,18000.0,timeout
instance_398,1.0,algorithm_3,18000.0,timeout
instance_398,1.0,algorithm_17,18000.0,timeout
instance_398,1.0,algorithm_10,18000.0,timeout
instance_398,1.0,algorithm_15,18000.0,timeout
instance_398,1.0,algorithm_14,18000.0,timeout
instance_398,1.0,algorithm_12,18000.0,timeout
instance_398,1.0,algorithm_6,18000.0,timeout
instance_398,1.0,algorithm_13,18000.0,timeout
instance_398,1.0,algorithm_9,18000.0,timeout
instance_398,1.0,algorithm_5,18000.0,timeout
instance_398,1.0,algorithm_1,18000.0,timeout
instance_398,1.0,algorithm_16,18000.0,timeout
instance_398,1.0,algorithm_7,18000.0,timeout
instance_398,1.0,algorithm_11,18000.0,timeout
instance_398,1.0,algorithm_2,18000.0,timeout
instance_398,1.0,algorithm_4,18000.0,timeout
instance_398,1.0,algorithm_18,18000.0,timeout
instance_390,1.0,algorithm_8,18000.0,timeout
instance_390,1.0,algorithm_3,18000.0,timeout
instance_390,1.0,algorithm_17,18000.0,timeout
instance_390,1.0,algorithm_10,18000.0,timeout
instance_390,1.0,algorithm_15,18000.0,timeout
instance_390,1.0,algorithm_14,18000.0,timeout
instance_390,1.0,algorithm_12,18000.0,timeout
instance_390,1.0,algorithm_6,18000.0,timeout
instance_390,1.0,algorithm_13,18000.0,timeout
instance_390,1.0,algorithm_9,18000.0,timeout
instance_390,1.0,algorithm_5,18000.0,timeout
instance_390,1.0,algorithm_1,18000.0,timeout
instance_390,1.0,algorithm_16,18000.0,timeout
instance_390,1.0,algorithm_7,18000.0,timeout
instance_390,1.0,algorithm_11,18000.0,timeout
instance_390,1.0,algorithm_2,18000.0,timeout
instance_390,1.0,algorithm_4,18000.0,timeout
instance_390,1.0,algorithm_18,18000.0,timeout
instance_365,1.0,algorithm_8,18000.0,timeout
instance_365,1.0,algorithm_3,18000.0,timeout
instance_365,1.0,algorithm_17,18000.0,timeout
instance_365,1.0,algorithm_10,18000.0,timeout
instance_365,1.0,algorithm_15,18000.0,timeout
instance_365,1.0,algorithm_14,1780.39,ok
instance_365,1.0,algorithm_12,18000.0,timeout
instance_365,1.0,algorithm_6,18000.0,timeout
instance_365,1.0,algorithm_13,18000.0,timeout
instance_365,1.0,algorithm_9,18000.0,timeout
instance_365,1.0,algorithm_5,18000.0,timeout
instance_365,1.0,algorithm_1,18000.0,timeout
instance_365,1.0,algorithm_16,18000.0,timeout
instance_365,1.0,algorithm_7,18000.0,timeout
instance_365,1.0,algorithm_11,18000.0,timeout
instance_365,1.0,algorithm_2,18000.0,timeout
instance_365,1.0,algorithm_4,18000.0,timeout
instance_365,1.0,algorithm_18,18000.0,timeout
instance_409,1.0,algorithm_8,18000.0,timeout
instance_409,1.0,algorithm_3,18000.0,timeout
instance_409,1.0,algorithm_17,18000.0,timeout
instance_409,1.0,algorithm_10,18000.0,timeout
instance_409,1.0,algorithm_15,18000.0,timeout
instance_409,1.0,algorithm_14,18000.0,timeout
instance_409,1.0,algorithm_12,18000.0,timeout
instance_409,1.0,algorithm_6,18000.0,timeout
instance_409,1.0,algorithm_13,18000.0,timeout
instance_409,1.0,algorithm_9,18000.0,timeout
instance_409,1.0,algorithm_5,18000.0,timeout
instance_409,1.0,algorithm_1,18000.0,timeout
instance_409,1.0,algorithm_16,18000.0,timeout
instance_409,1.0,algorithm_7,18000.0,timeout
instance_409,1.0,algorithm_11,18000.0,timeout
instance_409,1.0,algorithm_2,18000.0,timeout
instance_409,1.0,algorithm_4,18000.0,timeout
instance_409,1.0,algorithm_18,18000.0,timeout
instance_364,1.0,algorithm_8,18000.0,timeout
instance_364,1.0,algorithm_3,18000.0,timeout
instance_364,1.0,algorithm_17,18000.0,timeout
instance_364,1.0,algorithm_10,18000.0,timeout
instance_364,1.0,algorithm_15,18000.0,timeout
instance_364,1.0,algorithm_14,18000.0,timeout
instance_364,1.0,algorithm_12,18000.0,timeout
instance_364,1.0,algorithm_6,18000.0,timeout
instance_364,1.0,algorithm_13,18000.0,timeout
instance_364,1.0,algorithm_9,18000.0,timeout
instance_364,1.0,algorithm_5,18000.0,timeout
instance_364,1.0,algorithm_1,18000.0,timeout
instance_364,1.0,algorithm_16,18000.0,timeout
instance_364,1.0,algorithm_7,18000.0,timeout
instance_364,1.0,algorithm_11,18000.0,timeout
instance_364,1.0,algorithm_2,18000.0,timeout
instance_364,1.0,algorithm_4,18000.0,timeout
instance_364,1.0,algorithm_18,18000.0,timeout
instance_357,1.0,algorithm_8,18000.0,timeout
instance_357,1.0,algorithm_3,18000.0,timeout
instance_357,1.0,algorithm_17,18000.0,timeout
instance_357,1.0,algorithm_10,18000.0,timeout
instance_357,1.0,algorithm_15,18000.0,timeout
instance_357,1.0,algorithm_14,18000.0,timeout
instance_357,1.0,algorithm_12,18000.0,timeout
instance_357,1.0,algorithm_6,18000.0,timeout
instance_357,1.0,algorithm_13,18000.0,timeout
instance_357,1.0,algorithm_9,18000.0,timeout
instance_357,1.0,algorithm_5,18000.0,timeout
instance_357,1.0,algorithm_1,18000.0,timeout
instance_357,1.0,algorithm_16,18000.0,timeout
instance_357,1.0,algorithm_7,18000.0,timeout
instance_357,1.0,algorithm_11,18000.0,timeout
instance_357,1.0,algorithm_2,18000.0,timeout
instance_357,1.0,algorithm_4,18000.0,timeout
instance_357,1.0,algorithm_18,18000.0,timeout
instance_354,1.0,algorithm_8,18000.0,timeout
instance_354,1.0,algorithm_3,18000.0,timeout
instance_354,1.0,algorithm_17,18000.0,timeout
instance_354,1.0,algorithm_10,18000.0,timeout
instance_354,1.0,algorithm_15,18000.0,timeout
instance_354,1.0,algorithm_14,18000.0,timeout
instance_354,1.0,algorithm_12,18000.0,timeout
instance_354,1.0,algorithm_6,18000.0,timeout
instance_354,1.0,algorithm_13,18000.0,timeout
instance_354,1.0,algorithm_9,18000.0,timeout
instance_354,1.0,algorithm_5,18000.0,timeout
instance_354,1.0,algorithm_1,18000.0,timeout
instance_354,1.0,algorithm_16,18000.0,timeout
instance_354,1.0,algorithm_7,471.2,ok
instance_354,1.0,algorithm_11,18000.0,timeout
instance_354,1.0,algorithm_2,18000.0,timeout
instance_354,1.0,algorithm_4,441.16,ok
instance_354,1.0,algorithm_18,254.59,ok
instance_369,1.0,algorithm_8,1448.27,ok
instance_369,1.0,algorithm_3,18000.0,timeout
instance_369,1.0,algorithm_17,18000.0,timeout
instance_369,1.0,algorithm_10,18000.0,timeout
instance_369,1.0,algorithm_15,18000.0,timeout
instance_369,1.0,algorithm_14,18000.0,timeout
instance_369,1.0,algorithm_12,18000.0,timeout
instance_369,1.0,algorithm_6,18000.0,timeout
instance_369,1.0,algorithm_13,18000.0,timeout
instance_369,1.0,algorithm_9,18000.0,timeout
instance_369,1.0,algorithm_5,18000.0,timeout
instance_369,1.0,algorithm_1,18000.0,timeout
instance_369,1.0,algorithm_16,18000.0,timeout
instance_369,1.0,algorithm_7,646.81,ok
instance_369,1.0,algorithm_11,18000.0,timeout
instance_369,1.0,algorithm_2,18000.0,timeout
instance_369,1.0,algorithm_4,493.66,ok
instance_369,1.0,algorithm_18,257.48,ok
instance_388,1.0,algorithm_8,18000.0,timeout
instance_388,1.0,algorithm_3,18000.0,timeout
instance_388,1.0,algorithm_17,18000.0,timeout
instance_388,1.0,algorithm_10,18000.0,timeout
instance_388,1.0,algorithm_15,18000.0,timeout
instance_388,1.0,algorithm_14,167.43,ok
instance_388,1.0,algorithm_12,18000.0,timeout
instance_388,1.0,algorithm_6,18000.0,timeout
instance_388,1.0,algorithm_13,18000.0,timeout
instance_388,1.0,algorithm_9,18000.0,timeout
instance_388,1.0,algorithm_5,18000.0,timeout
instance_388,1.0,algorithm_1,18000.0,timeout
instance_388,1.0,algorithm_16,18000.0,timeout
instance_388,1.0,algorithm_7,461.33,ok
instance_388,1.0,algorithm_11,18000.0,timeout
instance_388,1.0,algorithm_2,18000.0,timeout
instance_388,1.0,algorithm_4,547.33,ok
instance_388,1.0,algorithm_18,300.23,ok
instance_378,1.0,algorithm_8,18000.0,timeout
instance_378,1.0,algorithm_3,18000.0,timeout
instance_378,1.0,algorithm_17,18000.0,timeout
instance_378,1.0,algorithm_10,18000.0,timeout
instance_378,1.0,algorithm_15,18000.0,timeout
instance_378,1.0,algorithm_14,18000.0,timeout
instance_378,1.0,algorithm_12,18000.0,timeout
instance_378,1.0,algorithm_6,18000.0,timeout
instance_378,1.0,algorithm_13,18000.0,timeout
instance_378,1.0,algorithm_9,18000.0,timeout
instance_378,1.0,algorithm_5,18000.0,timeout
instance_378,1.0,algorithm_1,18000.0,timeout
instance_378,1.0,algorithm_16,18000.0,timeout
instance_378,1.0,algorithm_7,464.1,ok
instance_378,1.0,algorithm_11,18000.0,timeout
instance_378,1.0,algorithm_2,18000.0,timeout
instance_378,1.0,algorithm_4,576.14,ok
instance_378,1.0,algorithm_18,57.09,ok
instance_389,1.0,algorithm_8,34.86,ok
instance_389,1.0,algorithm_3,18000.0,timeout
instance_389,1.0,algorithm_17,336.3,ok
instance_389,1.0,algorithm_10,108.88,ok
instance_389,1.0,algorithm_15,18000.0,timeout
instance_389,1.0,algorithm_14,18000.0,timeout
instance_389,1.0,algorithm_12,18000.0,timeout
instance_389,1.0,algorithm_6,87.94,ok
instance_389,1.0,algorithm_13,18000.0,timeout
instance_389,1.0,algorithm_9,18000.0,timeout
instance_389,1.0,algorithm_5,308.82,ok
instance_389,1.0,algorithm_1,18000.0,timeout
instance_389,1.0,algorithm_16,18000.0,timeout
instance_389,1.0,algorithm_7,5.49,ok
instance_389,1.0,algorithm_11,18000.0,timeout
instance_389,1.0,algorithm_2,18000.0,timeout
instance_389,1.0,algorithm_4,6.91,ok
instance_389,1.0,algorithm_18,40.45,ok
instance_405,1.0,algorithm_8,82.08,ok
instance_405,1.0,algorithm_3,18000.0,timeout
instance_405,1.0,algorithm_17,392.06,ok
instance_405,1.0,algorithm_10,136.51,ok
instance_405,1.0,algorithm_15,18000.0,timeout
instance_405,1.0,algorithm_14,18000.0,timeout
instance_405,1.0,algorithm_12,18000.0,timeout
instance_405,1.0,algorithm_6,59.59,ok
instance_405,1.0,algorithm_13,18000.0,timeout
instance_405,1.0,algorithm_9,18000.0,timeout
instance_405,1.0,algorithm_5,16.54,ok
instance_405,1.0,algorithm_1,18000.0,timeout
instance_405,1.0,algorithm_16,18000.0,timeout
instance_405,1.0,algorithm_7,5.88,ok
instance_405,1.0,algorithm_11,18000.0,timeout
instance_405,1.0,algorithm_2,18000.0,timeout
instance_405,1.0,algorithm_4,5.59,ok
instance_405,1.0,algorithm_18,63.51,ok
instance_396,1.0,algorithm_8,23.26,ok
instance_396,1.0,algorithm_3,18000.0,timeout
instance_396,1.0,algorithm_17,229.53,ok
instance_396,1.0,algorithm_10,131.34,ok
instance_396,1.0,algorithm_15,18000.0,timeout
instance_396,1.0,algorithm_14,18000.0,timeout
instance_396,1.0,algorithm_12,18000.0,timeout
instance_396,1.0,algorithm_6,65.05,ok
instance_396,1.0,algorithm_13,18000.0,timeout
instance_396,1.0,algorithm_9,18000.0,timeout
instance_396,1.0,algorithm_5,140.55,ok
instance_396,1.0,algorithm_1,18000.0,timeout
instance_396,1.0,algorithm_16,18000.0,timeout
instance_396,1.0,algorithm_7,5.18,ok
instance_396,1.0,algorithm_11,18000.0,timeout
instance_396,1.0,algorithm_2,18000.0,timeout
instance_396,1.0,algorithm_4,5.77,ok
instance_396,1.0,algorithm_18,61.88,ok
instance_391,1.0,algorithm_8,18000.0,timeout
instance_391,1.0,algorithm_3,18000.0,timeout
instance_391,1.0,algorithm_17,18000.0,timeout
instance_391,1.0,algorithm_10,18000.0,timeout
instance_391,1.0,algorithm_15,18000.0,timeout
instance_391,1.0,algorithm_14,263.48,ok
instance_391,1.0,algorithm_12,18000.0,timeout
instance_391,1.0,algorithm_6,18000.0,timeout
instance_391,1.0,algorithm_13,18000.0,timeout
instance_391,1.0,algorithm_9,18000.0,timeout
instance_391,1.0,algorithm_5,18000.0,timeout
instance_391,1.0,algorithm_1,18000.0,timeout
instance_391,1.0,algorithm_16,18000.0,timeout
instance_391,1.0,algorithm_7,18000.0,timeout
instance_391,1.0,algorithm_11,18000.0,timeout
instance_391,1.0,algorithm_2,18000.0,timeout
instance_391,1.0,algorithm_4,18000.0,timeout
instance_391,1.0,algorithm_18,1226.2,ok
instance_380,1.0,algorithm_8,18000.0,timeout
instance_380,1.0,algorithm_3,18000.0,timeout
instance_380,1.0,algorithm_17,18000.0,timeout
instance_380,1.0,algorithm_10,18000.0,timeout
instance_380,1.0,algorithm_15,18000.0,timeout
instance_380,1.0,algorithm_14,271.95,ok
instance_380,1.0,algorithm_12,18000.0,timeout
instance_380,1.0,algorithm_6,18000.0,timeout
instance_380,1.0,algorithm_13,18000.0,timeout
instance_380,1.0,algorithm_9,18000.0,timeout
instance_380,1.0,algorithm_5,18000.0,timeout
instance_380,1.0,algorithm_1,18000.0,timeout
instance_380,1.0,algorithm_16,18000.0,timeout
instance_380,1.0,algorithm_7,18000.0,timeout
instance_380,1.0,algorithm_11,18000.0,timeout
instance_380,1.0,algorithm_2,18000.0,timeout
instance_380,1.0,algorithm_4,18000.0,timeout
instance_380,1.0,algorithm_18,1216.02,ok
instance_395,1.0,algorithm_8,18000.0,timeout
instance_395,1.0,algorithm_3,18000.0,timeout
instance_395,1.0,algorithm_17,18000.0,timeout
instance_395,1.0,algorithm_10,18000.0,timeout
instance_395,1.0,algorithm_15,18000.0,timeout
instance_395,1.0,algorithm_14,18000.0,timeout
instance_395,1.0,algorithm_12,18000.0,timeout
instance_395,1.0,algorithm_6,18000.0,timeout
instance_395,1.0,algorithm_13,18000.0,timeout
instance_395,1.0,algorithm_9,18000.0,timeout
instance_395,1.0,algorithm_5,18000.0,timeout
instance_395,1.0,algorithm_1,18000.0,timeout
instance_395,1.0,algorithm_16,18000.0,timeout
instance_395,1.0,algorithm_7,18000.0,timeout
instance_395,1.0,algorithm_11,18000.0,timeout
instance_395,1.0,algorithm_2,18000.0,timeout
instance_395,1.0,algorithm_4,18000.0,timeout
instance_395,1.0,algorithm_18,18000.0,timeout
instance_368,1.0,algorithm_8,18000.0,timeout
instance_368,1.0,algorithm_3,18000.0,timeout
instance_368,1.0,algorithm_17,18000.0,timeout
instance_368,1.0,algorithm_10,18000.0,timeout
instance_368,1.0,algorithm_15,18000.0,timeout
instance_368,1.0,algorithm_14,18000.0,timeout
instance_368,1.0,algorithm_12,18000.0,timeout
instance_368,1.0,algorithm_6,18000.0,timeout
instance_368,1.0,algorithm_13,18000.0,timeout
instance_368,1.0,algorithm_9,18000.0,timeout
instance_368,1.0,algorithm_5,18000.0,timeout
instance_368,1.0,algorithm_1,18000.0,timeout
instance_368,1.0,algorithm_16,18000.0,timeout
instance_368,1.0,algorithm_7,18000.0,timeout
instance_368,1.0,algorithm_11,18000.0,timeout
instance_368,1.0,algorithm_2,18000.0,timeout
instance_368,1.0,algorithm_4,18000.0,timeout
instance_368,1.0,algorithm_18,18000.0,timeout
instance_403,1.0,algorithm_8,1460.07,ok
instance_403,1.0,algorithm_3,18000.0,timeout
instance_403,1.0,algorithm_17,18000.0,timeout
instance_403,1.0,algorithm_10,18000.0,timeout
instance_403,1.0,algorithm_15,18000.0,timeout
instance_403,1.0,algorithm_14,2.35,ok
instance_403,1.0,algorithm_12,18000.0,timeout
instance_403,1.0,algorithm_6,18000.0,timeout
instance_403,1.0,algorithm_13,18000.0,timeout
instance_403,1.0,algorithm_9,18000.0,timeout
instance_403,1.0,algorithm_5,248.49,ok
instance_403,1.0,algorithm_1,18000.0,timeout
instance_403,1.0,algorithm_16,18000.0,timeout
instance_403,1.0,algorithm_7,12.29,ok
instance_403,1.0,algorithm_11,18000.0,timeout
instance_403,1.0,algorithm_2,1010.95,ok
instance_403,1.0,algorithm_4,10.64,ok
instance_403,1.0,algorithm_18,1.63,ok
instance_356,1.0,algorithm_8,5.11,ok
instance_356,1.0,algorithm_3,18000.0,timeout
instance_356,1.0,algorithm_17,1.81,ok
instance_356,1.0,algorithm_10,18000.0,timeout
instance_356,1.0,algorithm_15,405.64,ok
instance_356,1.0,algorithm_14,0.53,ok
instance_356,1.0,algorithm_12,18000.0,timeout
instance_356,1.0,algorithm_6,41.41,ok
instance_356,1.0,algorithm_13,18000.0,timeout
instance_356,1.0,algorithm_9,18000.0,timeout
instance_356,1.0,algorithm_5,1.53,ok
instance_356,1.0,algorithm_1,18000.0,timeout
instance_356,1.0,algorithm_16,18000.0,timeout
instance_356,1.0,algorithm_7,1.59,ok
instance_356,1.0,algorithm_11,18000.0,timeout
instance_356,1.0,algorithm_2,214.53,ok
instance_356,1.0,algorithm_4,1.55,ok
instance_356,1.0,algorithm_18,0.75,ok
instance_376,1.0,algorithm_8,21.57,ok
instance_376,1.0,algorithm_3,18000.0,timeout
instance_376,1.0,algorithm_17,2.75,ok
instance_376,1.0,algorithm_10,18000.0,timeout
instance_376,1.0,algorithm_15,134.62,ok
instance_376,1.0,algorithm_14,0.66,ok
instance_376,1.0,algorithm_12,18000.0,timeout
instance_376,1.0,algorithm_6,99.06,ok
instance_376,1.0,algorithm_13,18000.0,timeout
instance_376,1.0,algorithm_9,18000.0,timeout
instance_376,1.0,algorithm_5,5.67,ok
instance_376,1.0,algorithm_1,18000.0,timeout
instance_376,1.0,algorithm_16,18000.0,timeout
instance_376,1.0,algorithm_7,2.26,ok
instance_376,1.0,algorithm_11,18000.0,timeout
instance_376,1.0,algorithm_2,271.51,ok
instance_376,1.0,algorithm_4,2.84,ok
instance_376,1.0,algorithm_18,0.82,ok
instance_400,1.0,algorithm_8,0.02,ok
instance_400,1.0,algorithm_3,18000.0,timeout
instance_400,1.0,algorithm_17,0.03,ok
instance_400,1.0,algorithm_10,0.18,ok
instance_400,1.0,algorithm_15,0.09,ok
instance_400,1.0,algorithm_14,0.05,ok
instance_400,1.0,algorithm_12,18000.0,timeout
instance_400,1.0,algorithm_6,0.03,ok
instance_400,1.0,algorithm_13,4.64,ok
instance_400,1.0,algorithm_9,4.66,ok
instance_400,1.0,algorithm_5,0.02,ok
instance_400,1.0,algorithm_1,18000.0,timeout
instance_400,1.0,algorithm_16,18000.0,timeout
instance_400,1.0,algorithm_7,0.22,ok
instance_400,1.0,algorithm_11,18000.0,timeout
instance_400,1.0,algorithm_2,33.82,ok
instance_400,1.0,algorithm_4,0.21,ok
instance_400,1.0,algorithm_18,18.03,ok
instance_393,1.0,algorithm_8,0.02,ok
instance_393,1.0,algorithm_3,18000.0,timeout
instance_393,1.0,algorithm_17,0.03,ok
instance_393,1.0,algorithm_10,0.29,ok
instance_393,1.0,algorithm_15,0.09,ok
instance_393,1.0,algorithm_14,0.05,ok
instance_393,1.0,algorithm_12,18000.0,timeout
instance_393,1.0,algorithm_6,0.03,ok
instance_393,1.0,algorithm_13,4.54,ok
instance_393,1.0,algorithm_9,4.54,ok
instance_393,1.0,algorithm_5,0.03,ok
instance_393,1.0,algorithm_1,18000.0,timeout
instance_393,1.0,algorithm_16,18000.0,timeout
instance_393,1.0,algorithm_7,0.23,ok
instance_393,1.0,algorithm_11,18000.0,timeout
instance_393,1.0,algorithm_2,33.25,ok
instance_393,1.0,algorithm_4,0.18,ok
instance_393,1.0,algorithm_18,14.87,ok
instance_375,1.0,algorithm_8,18000.0,timeout
instance_375,1.0,algorithm_3,18000.0,timeout
instance_375,1.0,algorithm_17,18000.0,timeout
instance_375,1.0,algorithm_10,18000.0,timeout
instance_375,1.0,algorithm_15,18000.0,timeout
instance_375,1.0,algorithm_14,18000.0,timeout
instance_375,1.0,algorithm_12,18000.0,timeout
instance_375,1.0,algorithm_6,18000.0,timeout
instance_375,1.0,algorithm_13,18000.0,timeout
instance_375,1.0,algorithm_9,18000.0,timeout
instance_375,1.0,algorithm_5,18000.0,timeout
instance_375,1.0,algorithm_1,18000.0,timeout
instance_375,1.0,algorithm_16,18000.0,timeout
instance_375,1.0,algorithm_7,18000.0,timeout
instance_375,1.0,algorithm_11,18000.0,timeout
instance_375,1.0,algorithm_2,18000.0,timeout
instance_375,1.0,algorithm_4,18000.0,timeout
