@RELATION Oberon

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_7,1.0,algorithm_28,0.7904,ok
instance_7,1.0,algorithm_6,0.8464,ok
instance_7,1.0,algorithm_20,0.7696,ok
instance_7,1.0,algorithm_23,0.8736,ok
instance_8,1.0,algorithm_14,0.972,ok
instance_8,1.0,algorithm_5,0.9705,ok
instance_8,1.0,algorithm_25,0.9735,ok
instance_8,1.0,algorithm_13,0.973,ok
instance_8,1.0,algorithm_15,0.398,ok
instance_8,1.0,algorithm_26,0.889,ok
instance_8,1.0,algorithm_22,0.963,ok
instance_8,1.0,algorithm_3,0.8625,ok
instance_8,1.0,algorithm_29,0.8505,ok
instance_8,1.0,algorithm_4,0.9655,ok
instance_8,1.0,algorithm_12,0.9725,ok
instance_8,1.0,algorithm_10,0.927,ok
instance_8,1.0,algorithm_17,0.959,ok
instance_8,1.0,algorithm_1,0.8885,ok
instance_8,1.0,algorithm_7,0.9615,ok
instance_8,1.0,algorithm_11,0.9175,ok
instance_8,1.0,algorithm_21,0.927,ok
instance_8,1.0,algorithm_27,0.106,ok
instance_8,1.0,algorithm_9,0.9295,ok
instance_8,1.0,algorithm_24,0.933,ok
instance_8,1.0,algorithm_2,0.1985,ok
instance_8,1.0,algorithm_16,0.886,ok
instance_8,1.0,algorithm_30,0.9435,ok
instance_8,1.0,algorithm_19,0.821,ok
instance_8,1.0,algorithm_8,0.981,ok
instance_8,1.0,algorithm_18,0.197,ok
instance_8,1.0,algorithm_28,0.954,ok
instance_8,1.0,algorithm_6,0.9325,ok
instance_8,1.0,algorithm_20,0.6675,ok
instance_8,1.0,algorithm_23,0.942,ok
instance_12,1.0,algorithm_14,0.737,ok
instance_12,1.0,algorithm_5,0.736,ok
instance_12,1.0,algorithm_25,0.7495,ok
instance_12,1.0,algorithm_13,0.6995,ok
instance_12,1.0,algorithm_15,0.477,ok
instance_12,1.0,algorithm_26,0.713,ok
instance_12,1.0,algorithm_22,0.656,ok
instance_12,1.0,algorithm_3,0.713,ok
instance_12,1.0,algorithm_29,0.642,ok
instance_12,1.0,algorithm_4,0.7075,ok
instance_12,1.0,algorithm_12,0.742,ok
instance_12,1.0,algorithm_10,0.6535,ok
instance_12,1.0,algorithm_17,0.57,ok
instance_12,1.0,algorithm_1,0.7175,ok
instance_12,1.0,algorithm_7,0.731,ok
instance_12,1.0,algorithm_11,0.3605,ok
instance_12,1.0,algorithm_21,0.698,ok
instance_12,1.0,algorithm_27,0.298,ok
instance_12,1.0,algorithm_9,0.732,ok
instance_12,1.0,algorithm_24,0.684,ok
instance_12,1.0,algorithm_2,0.199,ok
instance_12,1.0,algorithm_16,0.7285,ok
instance_12,1.0,algorithm_30,0.698,ok
instance_12,1.0,algorithm_19,0.7095,ok
instance_12,1.0,algorithm_8,0.736,ok
instance_12,1.0,algorithm_18,0.1995,ok
instance_12,1.0,algorithm_28,0.7245,ok
instance_12,1.0,algorithm_6,0.71,ok
instance_12,1.0,algorithm_20,0.692,ok
instance_12,1.0,algorithm_23,0.725,ok
instance_13,1.0,algorithm_14,0.8835,ok
instance_13,1.0,algorithm_5,0.5895,ok
instance_13,1.0,algorithm_25,0.908,ok
instance_13,1.0,algorithm_13,0.9775,ok
instance_13,1.0,algorithm_15,0.224,ok
instance_13,1.0,algorithm_26,0.796,ok
instance_13,1.0,algorithm_22,0.962,ok
instance_13,1.0,algorithm_3,0.739,ok
instance_13,1.0,algorithm_29,0.6745,ok
instance_13,1.0,algorithm_4,0.963,ok
instance_13,1.0,algorithm_12,0.9595,ok
instance_13,1.0,algorithm_10,0.9345,ok
instance_13,1.0,algorithm_17,0.978,ok
instance_13,1.0,algorithm_1,0.8885,ok
instance_13,1.0,algorithm_7,0.959,ok
instance_13,1.0,algorithm_11,0.61,ok
instance_13,1.0,algorithm_21,0.9345,ok
instance_13,1.0,algorithm_27,0.107,ok
instance_13,1.0,algorithm_9,0.916,ok
instance_13,1.0,algorithm_24,0.9345,ok
instance_13,1.0,algorithm_2,0.1955,ok
instance_13,1.0,algorithm_16,0.8625,ok
instance_13,1.0,algorithm_30,0.933,ok
instance_13,1.0,algorithm_19,0.8225,ok
instance_13,1.0,algorithm_8,0.934,ok
instance_13,1.0,algorithm_18,0.194,ok
instance_13,1.0,algorithm_28,0.9145,ok
instance_13,1.0,algorithm_6,0.848,ok
instance_13,1.0,algorithm_20,0.5325,ok
instance_13,1.0,algorithm_23,0.924,ok
instance_14,1.0,algorithm_14,0.994213,ok
instance_14,1.0,algorithm_5,0.998843,ok
instance_14,1.0,algorithm_25,0.996528,ok
instance_14,1.0,algorithm_13,0.940972,ok
instance_14,1.0,algorithm_15,0.700231,ok
instance_14,1.0,algorithm_26,0.922454,ok
instance_14,1.0,algorithm_22,0.930556,ok
instance_14,1.0,algorithm_3,0.884838,ok
instance_14,1.0,algorithm_29,0.819444,ok
instance_14,1.0,algorithm_4,0.944444,ok
instance_14,1.0,algorithm_12,0.987847,ok
instance_14,1.0,algorithm_10,0.856481,ok
instance_14,1.0,algorithm_17,0.844907,ok
instance_14,1.0,algorithm_1,0.869213,ok
instance_14,1.0,algorithm_7,0.930556,ok
instance_14,1.0,algorithm_11,0.700231,ok
instance_14,1.0,algorithm_21,0.856481,ok
instance_14,1.0,algorithm_27,0.953704,ok
instance_14,1.0,algorithm_9,0.922454,ok
instance_14,1.0,algorithm_24,0.85706,ok
instance_14,1.0,algorithm_2,0.700231,ok
instance_14,1.0,algorithm_16,0.974537,ok
instance_14,1.0,algorithm_30,0.905093,ok
instance_14,1.0,algorithm_19,0.903935,ok
instance_14,1.0,algorithm_8,0.933449,ok
instance_14,1.0,algorithm_18,0.700231,ok
instance_14,1.0,algorithm_28,0.954861,ok
instance_14,1.0,algorithm_6,0.920139,ok
instance_14,1.0,algorithm_20,0.920139,ok
instance_14,1.0,algorithm_23,0.864583,ok
instance_15,1.0,algorithm_14,0.8155,ok
instance_15,1.0,algorithm_5,0.8185,ok
instance_15,1.0,algorithm_25,0.8075,ok
instance_15,1.0,algorithm_13,0.8295,ok
instance_15,1.0,algorithm_15,0.2635,ok
instance_15,1.0,algorithm_26,0.699,ok
instance_15,1.0,algorithm_22,0.789,ok
instance_15,1.0,algorithm_3,0.6925,ok
instance_15,1.0,algorithm_29,0.6295,ok
instance_15,1.0,algorithm_4,0.774,ok
instance_15,1.0,algorithm_12,0.818,ok
instance_15,1.0,algorithm_10,0.7295,ok
instance_15,1.0,algorithm_17,0.76,ok
instance_15,1.0,algorithm_1,0.7085,ok
instance_15,1.0,algorithm_7,0.8115,ok
instance_15,1.0,algorithm_11,0.4485,ok
instance_15,1.0,algorithm_21,0.7285,ok
instance_15,1.0,algorithm_27,0.106,ok
instance_15,1.0,algorithm_9,0.739,ok
instance_15,1.0,algorithm_24,0.711,ok
instance_15,1.0,algorithm_2,0.1945,ok
instance_15,1.0,algorithm_16,0.68,ok
instance_15,1.0,algorithm_30,0.7285,ok
instance_15,1.0,algorithm_19,0.656,ok
instance_15,1.0,algorithm_8,0.783,ok
instance_15,1.0,algorithm_18,0.1955,ok
instance_15,1.0,algorithm_28,0.7655,ok
instance_15,1.0,algorithm_6,0.7395,ok
instance_15,1.0,algorithm_20,0.5405,ok
instance_15,1.0,algorithm_23,0.7525,ok
instance_17,1.0,algorithm_14,1.0,ok
instance_17,1.0,algorithm_5,1.0,ok
instance_17,1.0,algorithm_25,1.0,ok
instance_17,1.0,algorithm_13,1.0,ok
instance_17,1.0,algorithm_15,0.985229,ok
instance_17,1.0,algorithm_26,1.0,ok
instance_17,1.0,algorithm_22,1.0,ok
instance_17,1.0,algorithm_3,0.999385,ok
instance_17,1.0,algorithm_29,0.999508,ok
instance_17,1.0,algorithm_4,1.0,ok
instance_17,1.0,algorithm_12,1.0,ok
instance_17,1.0,algorithm_10,0.990522,ok
instance_17,1.0,algorithm_17,0.9984,ok
instance_17,1.0,algorithm_1,1.0,ok
instance_17,1.0,algorithm_7,0.999138,ok
instance_17,1.0,algorithm_11,0.997661,ok
instance_17,1.0,algorithm_21,0.95741,ok
instance_17,1.0,algorithm_27,0.86903,ok
instance_17,1.0,algorithm_9,1.0,ok
instance_17,1.0,algorithm_24,0.96258,ok
instance_17,1.0,algorithm_2,0.886755,ok
instance_17,1.0,algorithm_16,0.999261,ok
instance_17,1.0,algorithm_30,1.0,ok
instance_17,1.0,algorithm_19,0.999015,ok
instance_17,1.0,algorithm_8,1.0,ok
instance_17,1.0,algorithm_18,0.964673,ok
instance_17,1.0,algorithm_28,1.0,ok
instance_17,1.0,algorithm_6,1.0,ok
instance_17,1.0,algorithm_20,1.0,ok
instance_17,1.0,algorithm_23,0.982275,ok
instance_18,1.0,algorithm_14,0.958007,ok
instance_18,1.0,algorithm_5,0.961922,ok
instance_18,1.0,algorithm_25,0.977402,ok
instance_18,1.0,algorithm_13,0.982384,ok
instance_18,1.0,algorithm_15,0.267082,ok
instance_18,1.0,algorithm_26,0.903203,ok
instance_18,1.0,algorithm_22,0.987011,ok
instance_18,1.0,algorithm_3,0.886121,ok
instance_18,1.0,algorithm_29,0.871174,ok
instance_18,1.0,algorithm_4,0.983808,ok
instance_18,1.0,algorithm_12,0.972776,ok
instance_18,1.0,algorithm_10,0.86548,ok
instance_18,1.0,algorithm_17,0.970641,ok
instance_18,1.0,algorithm_1,0.90605,ok
instance_18,1.0,algorithm_7,0.985231,ok
instance_18,1.0,algorithm_11,0.326335,ok
instance_18,1.0,algorithm_21,0.914235,ok
instance_18,1.0,algorithm_27,0.12242,ok
instance_18,1.0,algorithm_9,0.952669,ok
instance_18,1.0,algorithm_24,0.923488,ok
instance_18,1.0,algorithm_2,0.19911,ok
instance_18,1.0,algorithm_16,0.897509,ok
instance_18,1.0,algorithm_30,0.914235,ok
instance_18,1.0,algorithm_19,0.808897,ok
instance_18,1.0,algorithm_8,0.934342,ok
instance_18,1.0,algorithm_18,0.197509,ok
instance_18,1.0,algorithm_28,0.971886,ok
instance_18,1.0,algorithm_6,0.947687,ok
instance_18,1.0,algorithm_20,0.619395,ok
instance_18,1.0,algorithm_23,0.919751,ok
instance_19,1.0,algorithm_14,0.830435,ok
instance_19,1.0,algorithm_5,0.83913,ok
instance_19,1.0,algorithm_25,0.837681,ok
instance_19,1.0,algorithm_13,0.849275,ok
instance_19,1.0,algorithm_15,0.855072,ok
instance_19,1.0,algorithm_26,0.853623,ok
instance_19,1.0,algorithm_22,0.813043,ok
instance_19,1.0,algorithm_3,0.853623,ok
instance_19,1.0,algorithm_29,0.782609,ok
instance_19,1.0,algorithm_4,0.857971,ok
instance_19,1.0,algorithm_12,0.842029,ok
instance_19,1.0,algorithm_10,0.855072,ok
instance_19,1.0,algorithm_17,0.855072,ok
instance_19,1.0,algorithm_1,0.857971,ok
instance_19,1.0,algorithm_7,0.853623,ok
instance_19,1.0,algorithm_11,0.446377,ok
instance_19,1.0,algorithm_21,0.77971,ok
instance_19,1.0,algorithm_27,0.56087,ok
instance_19,1.0,algorithm_9,0.86087,ok
instance_19,1.0,algorithm_24,0.862319,ok
instance_19,1.0,algorithm_2,0.855072,ok
instance_19,1.0,algorithm_16,0.846377,ok
instance_19,1.0,algorithm_30,0.810145,ok
instance_19,1.0,algorithm_19,0.836232,ok
instance_19,1.0,algorithm_8,0.857971,ok
instance_19,1.0,algorithm_18,0.850725,ok
instance_19,1.0,algorithm_28,0.828986,ok
instance_19,1.0,algorithm_6,0.865217,ok
instance_19,1.0,algorithm_20,0.855072,ok
instance_19,1.0,algorithm_23,0.852174,ok
instance_20,1.0,algorithm_14,0.724,ok
instance_20,1.0,algorithm_5,0.722,ok
instance_20,1.0,algorithm_25,0.705,ok
instance_20,1.0,algorithm_13,0.75,ok
instance_20,1.0,algorithm_15,0.65,ok
instance_20,1.0,algorithm_26,0.702,ok
instance_20,1.0,algorithm_22,0.716,ok
instance_20,1.0,algorithm_3,0.713,ok
instance_20,1.0,algorithm_29,0.672,ok
instance_20,1.0,algorithm_4,0.757,ok
instance_20,1.0,algorithm_12,0.745,ok
instance_20,1.0,algorithm_10,0.747,ok
instance_20,1.0,algorithm_17,0.701,ok
instance_20,1.0,algorithm_1,0.724,ok
instance_20,1.0,algorithm_7,0.737,ok
instance_20,1.0,algorithm_11,0.698,ok
instance_20,1.0,algorithm_21,0.749,ok
instance_20,1.0,algorithm_27,0.679,ok
instance_20,1.0,algorithm_9,0.727,ok
instance_20,1.0,algorithm_24,0.741,ok
instance_20,1.0,algorithm_2,0.7,ok
instance_20,1.0,algorithm_16,0.739,ok
instance_20,1.0,algorithm_30,0.745,ok
instance_20,1.0,algorithm_19,0.714,ok
instance_20,1.0,algorithm_8,0.749,ok
instance_20,1.0,algorithm_18,0.716,ok
instance_20,1.0,algorithm_28,0.707,ok
instance_20,1.0,algorithm_6,0.751,ok
instance_20,1.0,algorithm_20,0.723,ok
instance_20,1.0,algorithm_23,0.724,ok
instance_21,1.0,algorithm_14,0.938774,ok
instance_21,1.0,algorithm_5,0.944505,ok
instance_21,1.0,algorithm_25,0.952147,ok
instance_21,1.0,algorithm_13,0.97944,ok
instance_21,1.0,algorithm_15,0.387555,ok
instance_21,1.0,algorithm_26,0.964065,ok
instance_21,1.0,algorithm_22,0.993723,ok
instance_21,1.0,algorithm_3,0.953239,ok
instance_21,1.0,algorithm_29,0.955422,ok
instance_21,1.0,algorithm_4,0.991357,ok
instance_21,1.0,algorithm_12,0.986354,ok
instance_21,1.0,algorithm_10,0.897471,ok
instance_21,1.0,algorithm_17,0.913301,ok
instance_21,1.0,algorithm_1,0.963883,ok
instance_21,1.0,algorithm_7,0.989902,ok
instance_21,1.0,algorithm_11,0.140011,ok
instance_21,1.0,algorithm_21,0.85817,ok
instance_21,1.0,algorithm_27,0.231805,ok
instance_21,1.0,algorithm_9,0.981623,ok
instance_21,1.0,algorithm_24,0.879003,ok
instance_21,1.0,algorithm_2,0.204148,ok
instance_21,1.0,algorithm_16,0.958697,ok
instance_21,1.0,algorithm_30,0.85817,ok
instance_21,1.0,algorithm_19,0.810226,ok
instance_21,1.0,algorithm_8,0.954876,ok
instance_21,1.0,algorithm_18,0.203967,ok
instance_21,1.0,algorithm_28,0.989265,ok
instance_21,1.0,algorithm_6,0.97853,ok
instance_21,1.0,algorithm_20,0.752547,ok
instance_21,1.0,algorithm_23,0.92067,ok
instance_23,1.0,algorithm_14,0.74349,ok
instance_23,1.0,algorithm_5,0.751302,ok
instance_23,1.0,algorithm_25,0.735677,ok
instance_23,1.0,algorithm_13,0.770833,ok
instance_23,1.0,algorithm_15,0.708333,ok
instance_23,1.0,algorithm_26,0.744792,ok
instance_23,1.0,algorithm_22,0.709635,ok
instance_23,1.0,algorithm_3,0.730469,ok
instance_23,1.0,algorithm_29,0.697917,ok
instance_23,1.0,algorithm_4,0.764323,ok
instance_23,1.0,algorithm_12,0.776042,ok
instance_23,1.0,algorithm_10,0.751302,ok
instance_23,1.0,algorithm_17,0.651042,ok
instance_23,1.0,algorithm_1,0.746094,ok
instance_23,1.0,algorithm_7,0.733073,ok
instance_23,1.0,algorithm_11,0.654948,ok
instance_23,1.0,algorithm_21,0.751302,ok
instance_23,1.0,algorithm_27,0.699219,ok
instance_23,1.0,algorithm_9,0.757812,ok
instance_23,1.0,algorithm_24,0.761719,ok
instance_23,1.0,algorithm_2,0.703125,ok
instance_23,1.0,algorithm_16,0.738281,ok
instance_23,1.0,algorithm_30,0.75651,ok
instance_23,1.0,algorithm_19,0.769531,ok
instance_23,1.0,algorithm_8,0.77474,ok
instance_23,1.0,algorithm_18,0.74349,ok
instance_23,1.0,algorithm_28,0.74349,ok
instance_23,1.0,algorithm_6,0.748698,ok
instance_23,1.0,algorithm_20,0.752604,ok
instance_23,1.0,algorithm_23,0.764323,ok
instance_24,1.0,algorithm_14,0.916545,ok
instance_24,1.0,algorithm_5,0.877013,ok
instance_24,1.0,algorithm_25,0.942899,ok
instance_24,1.0,algorithm_13,0.919473,ok
instance_24,1.0,algorithm_15,0.399707,ok
instance_24,1.0,algorithm_26,0.915081,ok
instance_24,1.0,algorithm_22,0.913616,ok
instance_24,1.0,algorithm_3,0.837482,ok
instance_24,1.0,algorithm_29,0.859444,ok
instance_24,1.0,algorithm_4,0.931186,ok
instance_24,1.0,algorithm_12,0.925329,ok
instance_24,1.0,algorithm_10,0.925329,ok
instance_24,1.0,algorithm_17,0.881406,ok
instance_24,1.0,algorithm_1,0.923865,ok
instance_24,1.0,algorithm_7,0.874085,ok
instance_24,1.0,algorithm_11,0.8653,ok
instance_24,1.0,algorithm_21,0.925329,ok
instance_24,1.0,algorithm_27,0.440703,ok
instance_24,1.0,algorithm_9,0.926794,ok
instance_24,1.0,algorithm_24,0.93265,ok
instance_24,1.0,algorithm_2,0.263543,ok
instance_24,1.0,algorithm_16,0.912152,ok
instance_24,1.0,algorithm_30,0.925329,ok
instance_24,1.0,algorithm_19,0.836018,ok
instance_24,1.0,algorithm_8,0.919473,ok
instance_24,1.0,algorithm_18,0.279649,ok
instance_24,1.0,algorithm_28,0.93265,ok
instance_24,1.0,algorithm_6,0.860908,ok
instance_24,1.0,algorithm_20,0.853587,ok
instance_24,1.0,algorithm_23,0.938507,ok
instance_25,1.0,algorithm_14,0.90915,ok
instance_25,1.0,algorithm_5,0.913497,ok
instance_25,1.0,algorithm_25,0.918496,ok
instance_25,1.0,algorithm_13,0.90263,ok
instance_25,1.0,algorithm_15,0.783308,ok
instance_25,1.0,algorithm_26,0.926103,ok
instance_25,1.0,algorithm_22,0.907629,ok
instance_25,1.0,algorithm_3,0.925886,ok
instance_25,1.0,algorithm_29,0.909368,ok
instance_25,1.0,algorithm_4,0.955227,ok
instance_25,1.0,algorithm_12,0.933927,ok
instance_25,1.0,algorithm_10,0.805042,ok
instance_25,1.0,algorithm_17,0.744838,ok
instance_25,1.0,algorithm_1,0.928276,ok
instance_25,1.0,algorithm_7,0.894371,ok
instance_25,1.0,algorithm_11,0.637905,ok
instance_25,1.0,algorithm_21,0.795479,ok
instance_25,1.0,algorithm_27,0.642904,ok
instance_25,1.0,algorithm_9,0.934145,ok
instance_25,1.0,algorithm_24,0.898718,ok
instance_25,1.0,algorithm_2,0.803956,ok
instance_25,1.0,algorithm_16,0.92393,ok
instance_25,1.0,algorithm_30,0.795479,ok
instance_25,1.0,algorithm_19,0.919365,ok
instance_25,1.0,algorithm_8,0.926972,ok
instance_25,1.0,algorithm_18,0.899804,ok
instance_25,1.0,algorithm_28,0.952184,ok
instance_25,1.0,algorithm_6,0.942621,ok
instance_25,1.0,algorithm_20,0.905455,ok
instance_25,1.0,algorithm_23,0.921104,ok
instance_26,1.0,algorithm_14,0.947022,ok
instance_26,1.0,algorithm_5,0.943887,ok
instance_26,1.0,algorithm_25,0.94953,ok
instance_26,1.0,algorithm_13,0.929781,ok
instance_26,1.0,algorithm_15,0.633542,ok
instance_26,1.0,algorithm_26,0.941066,ok
