@RELATION Svea

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_4 NUMERIC
@ATTRIBUTE step_3 NUMERIC
@ATTRIBUTE step_5 NUMERIC
@ATTRIBUTE step_6 NUMERIC
@ATTRIBUTE step_10 NUMERIC
@ATTRIBUTE step_2 NUMERIC
@ATTRIBUTE step_7 NUMERIC
@ATTRIBUTE step_9 NUMERIC
@ATTRIBUTE step_8 NUMERIC
@ATTRIBUTE step_1 NUMERIC

@DATA
instance_132,4.0,2.48,8.0,8.04,8.12,80.16,3.56,10.56,9.2,0.2,9.2
instance_135,4.0,0.0,8.0,8.0,0.2,80.04,0.04,0.6,8.92,0.0,8.44
instance_136,4.0,0.64,8.0,8.0,8.04,80.08,1.36,4.08,9.76,0.08,8.36
instance_139,4.0,18.16,4.84,8.0,8.04,80.08,15.96,11.48,9.04,0.16,8.92
instance_140,4.0,0.0,8.0,8.0,0.12,0.12,0.0,0.04,10.32,0.0,9.32
instance_141,4.0,0.0,8.0,8.0,0.08,33.92,0.0,0.16,8.6,0.0,8.4
instance_142,4.0,0.76,8.0,8.04,8.04,81.4,3.6,12.36,9.04,0.2,9.04
instance_143,4.0,0.08,8.0,8.0,5.68,41.6,0.68,1.0,9.24,0.04,8.52
instance_144,4.0,0.0,8.04,8.0,0.2,3.52,0.0,0.2,9.52,0.0,8.72
instance_146,4.0,6.2,7.96,8.08,8.04,80.44,10.68,10.76,10.28,0.24,9.28
instance_147,4.0,0.04,8.0,8.0,6.48,80.04,0.16,1.4,8.64,0.04,8.36
instance_149,4.0,5.84,8.04,8.0,8.04,80.08,11.72,9.88,9.2,0.12,8.76
instance_150,4.0,0.0,1.72,8.0,1.04,80.04,0.32,1.56,8.28,0.0,8.16
instance_151,4.0,7.0,8.04,8.04,8.12,32.16,5.64,6.56,9.2,0.2,8.64
instance_153,4.0,0.04,8.0,8.0,3.64,82.52,0.32,2.0,9.08,0.0,8.4
instance_155,4.0,134.44,8.08,10.88,13.16,240.8,530.48,260.08,33.64,5.52,34.68
instance_156,4.0,0.0,7.96,8.0,0.36,6.96,0.0,0.52,8.96,0.0,8.72
instance_157,4.0,7.0,8.04,8.0,8.04,32.12,4.2,6.72,9.24,0.08,8.6
instance_158,4.0,0.04,8.0,8.0,2.2,2.16,0.2,0.32,10.0,0.0,8.76
instance_159,4.0,0.04,8.04,8.0,4.24,80.12,0.52,3.28,8.56,0.0,8.4
instance_161,4.0,0.04,8.0,8.0,3.32,13.48,0.12,0.76,9.12,0.0,8.52
instance_162,4.0,15.28,8.04,8.24,8.08,13.24,2.52,8.16,8.88,0.12,8.64
instance_163,4.0,0.0,8.0,8.0,0.08,0.12,0.0,0.04,9.76,0.0,8.76
instance_164,4.0,0.0,8.0,8.0,0.84,80.2,0.24,0.32,10.84,0.0,8.8
instance_165,4.0,3.92,8.04,8.0,8.08,20.08,3.32,5.52,8.92,0.08,8.48
instance_166,4.0,0.04,8.0,8.0,2.92,0.28,0.08,0.28,11.8,0.0,9.16
instance_168,4.0,14.24,8.0,8.0,8.12,80.08,7.6,8.68,9.0,0.16,8.76
instance_170,4.0,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.0
instance_172,4.0,0.08,8.04,8.0,1.28,93.84,0.56,4.04,8.32,0.04,8.28
instance_174,4.0,4.64,8.0,8.0,8.04,80.04,8.0,10.08,9.52,0.12,9.08
instance_176,4.0,1.48,8.0,8.0,8.04,3.76,0.64,1.96,9.76,0.04,8.36
instance_178,4.0,0.04,7.96,8.0,0.36,80.04,0.16,0.56,8.76,0.0,8.52
instance_179,4.0,0.08,8.0,8.0,2.88,80.12,0.24,6.2,8.32,0.04,8.24
instance_180,4.0,0.88,8.04,8.0,8.04,80.08,1.88,5.24,9.44,0.04,8.56
instance_181,4.0,20.88,8.04,8.0,8.08,80.12,18.24,12.36,9.68,0.24,9.56
instance_184,4.0,38.64,8.08,8.0,8.2,80.24,7.76,18.92,10.92,0.64,10.68
instance_186,4.0,0.0,8.0,8.0,0.04,11.92,0.0,0.04,5.76,0.0,3.76
instance_187,4.0,0.0,8.0,8.0,0.08,80.76,0.0,0.68,8.24,0.0,8.12
instance_189,4.0,0.0,5.28,8.0,0.76,0.2,0.04,0.16,11.28,0.0,9.0
instance_190,4.0,1.08,8.0,8.28,8.2,80.08,7.24,10.32,9.08,0.2,8.96
instance_192,4.0,110.88,5.04,8.04,8.08,80.28,24.08,14.84,10.16,0.56,9.96
instance_193,4.0,40.6,8.04,8.0,8.32,80.16,24.6,15.0,10.32,0.44,10.12
instance_194,4.0,0.0,7.96,8.0,0.04,0.04,0.0,0.04,10.12,0.0,9.16
instance_196,4.0,0.0,8.0,8.0,0.04,0.0,0.0,0.0,10.2,0.0,8.88
instance_197,4.0,0.0,7.96,8.0,0.12,0.08,0.0,0.04,10.64,0.0,9.16
instance_198,4.0,10.4,7.96,8.0,8.12,80.12,11.84,11.4,9.4,0.12,9.12
instance_199,4.0,0.0,7.96,8.0,0.0,11.76,0.0,0.08,5.6,0.0,3.68
instance_201,4.0,0.12,8.04,8.0,8.04,80.04,0.48,3.36,9.76,0.04,8.6
instance_202,4.0,0.0,7.96,8.0,0.04,23.64,0.0,0.08,8.72,0.0,8.28
instance_203,4.0,0.24,8.0,8.0,8.04,80.04,0.32,1.64,8.56,0.0,8.32
instance_204,4.0,0.04,8.0,8.0,1.84,0.2,0.04,0.24,11.76,0.0,9.28
instance_205,4.0,4.56,7.96,8.24,8.08,83.32,47.64,56.32,11.12,0.48,11.08
instance_207,4.0,0.04,8.0,8.0,6.12,42.96,0.48,0.96,9.4,0.0,8.64
instance_209,4.0,2.52,8.0,8.04,8.04,80.08,3.28,10.32,9.24,0.2,8.96
instance_210,4.0,0.0,4.6,4.12,0.0,0.04,0.0,0.04,1.28,0.0,0.8
instance_211,4.0,0.04,8.0,8.0,4.92,80.76,0.6,5.12,8.28,0.04,8.28
instance_212,4.0,0.04,8.0,8.0,8.04,81.44,0.92,8.24,8.36,0.04,8.4
instance_213,4.0,0.04,8.0,8.0,3.76,81.28,0.64,5.84,8.32,0.0,8.32
instance_217,4.0,0.0,8.0,1.88,0.0,0.0,0.0,0.04,7.76,0.0,4.76
instance_218,4.0,0.12,7.96,8.0,8.04,80.04,0.36,4.72,9.76,0.0,8.44
instance_219,4.0,1.04,8.0,8.0,8.04,3.16,0.52,1.52,9.36,0.04,8.28
instance_220,4.0,0.0,0.08,8.0,0.08,12.12,0.0,0.16,4.8,0.0,5.56
instance_222,4.0,103.96,8.04,8.16,8.2,80.28,25.6,16.08,10.68,0.76,10.72
instance_223,4.0,0.0,0.28,1.84,0.0,0.0,0.0,0.0,1.24,0.0,0.72
instance_224,4.0,0.0,8.0,8.0,0.08,80.28,0.0,0.88,8.24,0.0,8.16
instance_225,4.0,1.04,8.04,8.12,8.04,80.28,38.36,12.96,9.56,0.12,9.2
instance_226,4.0,0.0,7.96,6.56,0.0,0.12,0.0,0.04,4.88,0.0,3.28
instance_227,4.0,0.36,8.0,8.12,8.08,80.08,5.0,10.08,9.04,0.2,8.92
instance_229,4.0,0.0,7.96,4.04,0.0,0.0,0.0,0.0,5.0,0.0,2.96
instance_230,4.0,0.0,7.96,8.0,0.0,0.28,0.0,0.04,5.08,0.0,3.64
instance_231,4.0,0.0,7.96,8.0,0.04,0.04,0.0,0.04,8.88,0.0,8.64
instance_232,4.0,0.0,8.0,8.0,0.08,80.6,0.0,0.88,8.2,0.0,8.16
instance_233,4.0,0.0,8.0,8.0,1.28,80.08,0.4,0.6,10.08,0.0,8.72
instance_235,4.0,181.96,8.04,8.36,8.44,81.56,53.92,16.76,11.36,0.68,11.36
instance_237,4.0,0.08,8.0,8.0,5.08,80.04,1.16,6.44,8.28,0.0,8.28
instance_238,4.0,2.44,8.0,8.0,8.04,4.64,0.92,2.6,9.64,0.04,8.4
instance_240,4.0,0.04,8.0,8.0,0.12,80.76,0.04,1.16,8.12,0.0,8.12
instance_245,4.0,6.44,7.96,8.0,8.16,80.52,10.04,10.96,9.8,0.36,9.36
instance_246,4.0,0.0,8.0,8.0,0.08,80.08,0.0,0.84,8.2,0.0,8.16
instance_247,4.0,1.6,8.0,8.0,8.04,80.04,1.8,8.96,8.76,0.04,8.44
instance_248,4.0,0.0,8.0,8.0,0.28,0.2,0.0,0.04,9.64,0.0,8.84
instance_249,4.0,0.16,8.0,8.0,8.04,1.12,0.16,0.56,9.72,0.0,8.44
instance_250,4.0,23.68,8.0,9.08,8.12,17.56,3.44,11.08,9.0,0.2,8.76
instance_252,4.0,0.04,7.96,8.0,0.12,80.24,0.04,1.08,8.24,0.0,8.2
instance_254,4.0,0.04,8.0,8.0,0.76,80.64,0.12,2.84,8.2,0.0,8.24
instance_255,4.0,0.0,7.96,8.0,0.08,80.04,0.16,7.44,8.16,0.04,8.16
instance_256,4.0,0.0,8.0,8.0,0.72,0.2,0.04,0.16,9.76,0.0,8.96
instance_257,4.0,73.72,8.04,8.2,8.08,80.28,18.2,16.12,10.48,0.52,10.52
instance_258,4.0,0.08,8.0,8.0,3.24,80.12,0.08,3.68,8.48,0.0,8.36
instance_259,4.0,0.12,7.96,8.0,8.04,0.48,0.16,0.48,10.04,0.0,8.64
instance_261,4.0,0.0,8.0,8.0,0.08,80.84,0.04,1.04,8.24,0.0,8.12
instance_262,4.0,0.0,8.0,8.0,0.16,0.16,0.0,0.08,10.4,0.0,9.08
instance_263,4.0,0.0,8.0,8.0,0.28,0.2,0.0,0.12,10.64,0.0,8.92
instance_265,4.0,0.04,8.0,8.0,5.2,80.16,0.56,4.64,8.4,0.08,8.32
instance_267,4.0,0.0,8.0,8.0,1.52,80.04,0.08,0.64,8.56,0.0,8.2
instance_268,4.0,0.12,7.96,8.0,8.04,57.64,0.44,1.96,9.28,0.0,8.56
instance_269,4.0,0.12,7.96,8.0,8.04,80.08,0.6,1.96,8.36,0.04,8.36
instance_271,4.0,0.16,7.96,8.0,8.04,80.2,6513.2,10.0,8.48,0.04,8.36
instance_272,4.0,0.0,7.96,8.0,0.12,0.12,0.0,0.08,10.64,0.0,9.2
instance_273,4.0,0.0,8.04,8.0,0.44,0.16,0.0,0.08,10.88,0.0,9.2
instance_274,4.0,40.2,8.0,8.04,8.2,80.16,22.72,14.08,10.28,0.36,10.08
instance_275,4.0,0.0,8.0,8.0,0.24,0.16,0.0,0.08,9.2,0.0,8.56
instance_276,4.0,21.28,8.04,8.12,8.12,25.64,11.92,10.36,9.12,0.2,8.92
instance_277,4.0,0.0,8.0,8.0,0.16,0.16,0.0,0.04,10.36,0.0,9.16
instance_278,4.0,0.12,8.04,8.12,8.04,83.08,1.36,4.36,8.68,0.12,8.68
instance_279,4.0,1.0,8.04,8.04,8.04,80.44,34.92,12.88,9.44,0.12,9.16
instance_280,4.0,0.12,8.0,8.0,8.04,80.08,0.36,2.6,8.48,0.04,8.4
instance_281,4.0,0.0,8.04,8.0,0.44,0.16,0.0,0.08,10.0,0.0,8.76
instance_283,4.0,6.68,7.96,8.04,8.04,30.92,3.72,6.52,9.16,0.12,8.64
instance_284,4.0,0.0,8.0,8.0,0.08,0.08,0.0,0.04,9.72,0.0,8.72
instance_285,4.0,141.8,8.08,8.0,8.44,81.48,55.28,18.8,11.36,0.52,11.4
instance_286,4.0,3.32,8.04,8.0,8.08,6.28,1.12,3.72,8.88,0.08,8.36
instance_287,4.0,26.56,8.0,8.08,8.12,35.64,16.08,11.2,9.12,0.2,9.08
instance_288,4.0,10.12,8.0,8.0,8.12,82.6,11.84,16.8,11.16,0.6,11.28
instance_290,4.0,0.88,7.96,8.0,8.04,80.08,1.68,9.04,9.08,0.08,8.52
instance_292,4.0,0.08,8.0,8.0,3.16,0.56,0.04,0.28,9.64,0.0,8.52
instance_293,4.0,0.08,8.0,8.0,8.04,81.16,0.92,8.0,8.4,0.04,8.28
instance_295,4.0,3.04,8.0,8.0,8.04,80.64,3.88,4.68,8.84,0.04,8.44
instance_296,4.0,21.84,8.04,8.0,8.28,26.64,17.2,11.52,9.28,0.36,9.0
instance_299,4.0,0.04,8.0,8.0,1.88,15.6,0.48,0.4,8.8,0.0,8.56
instance_300,4.0,0.48,8.0,8.0,8.04,2.0,0.32,1.04,10.2,0.0,8.36
instance_302,4.0,0.04,6.12,8.0,3.32,1.04,0.44,0.76,8.76,0.04,8.6
instance_303,4.0,11.96,8.0,8.04,8.08,80.08,4.8,9.8,9.28,0.12,8.76
instance_304,4.0,3.0,8.04,8.0,8.04,5.8,1.24,2.6,9.56,0.04,8.36
instance_305,4.0,38.88,8.04,8.0,8.08,80.08,10.88,11.88,9.6,0.24,9.32
instance_306,4.0,0.04,8.0,8.0,6.04,80.04,0.2,1.6,8.56,0.0,8.4
instance_309,4.0,0.0,8.0,8.0,0.12,4.68,0.0,0.24,9.08,0.0,8.88
instance_310,4.0,37.76,8.04,8.04,8.16,33.2,20.12,11.72,9.36,0.36,9.24
instance_312,4.0,0.0,7.96,4.8,0.0,0.0,0.0,0.0,5.88,0.0,3.68
instance_313,4.0,0.04,7.96,8.0,0.08,80.04,0.04,0.92,8.24,0.0,8.16
instance_314,4.0,0.0,7.96,8.0,0.12,0.08,0.0,0.04,9.0,0.0,8.64
instance_315,4.0,34.16,8.0,8.0,8.08,80.16,18.4,14.16,9.88,0.28,9.6
instance_317,4.0,0.0,8.0,4.28,0.0,0.08,0.0,0.04,6.88,0.0,3.76
instance_318,4.0,0.0,8.04,8.0,1.6,80.04,0.08,0.76,8.68,0.0,8.4
instance_319,4.0,0.0,7.96,8.0,0.08,0.08,0.0,0.04,9.76,0.0,9.0
instance_320,4.0,0.24,8.0,8.0,8.04,1.44,0.2,0.72,9.6,0.04,8.4
instance_323,4.0,1.96,8.04,8.0,8.04,20.56,2.56,5.44,9.04,0.04,8.32
instance_324,4.0,0.0,7.96,8.0,0.0,23.76,0.0,0.12,8.76,0.0,8.0
instance_326,4.0,0.0,8.0,8.0,0.04,14.4,0.0,0.08,8.76,0.0,7.84
instance_327,4.0,12.84,8.0,8.0,8.08,80.08,5.4,10.44,9.6,0.16,8.92
instance_328,4.0,0.0,8.0,8.0,0.0,0.0,0.0,0.04,10.0,0.0,6.32
instance_329,4.0,0.2,8.0,8.08,8.04,80.08,2.92,10.12,8.64,0.12,8.52
instance_331,4.0,3.88,8.0,8.0,8.04,19.88,2.6,4.8,9.56,0.08,8.52
instance_332,4.0,0.0,7.96,8.0,0.04,26.24,0.0,0.12,8.68,0.0,8.36
instance_333,4.0,0.0,8.0,8.0,4.48,26.72,0.28,0.84,8.72,0.04,8.44
instance_334,4.0,0.0,8.0,8.0,0.64,80.12,0.08,1.04,8.36,0.04,8.28
instance_335,4.0,0.04,7.96,8.0,5.28,80.04,0.2,1.4,8.6,0.0,8.36
instance_336,4.0,0.0,8.0,8.0,0.28,0.2,0.0,0.04,9.84,0.0,8.84
instance_338,4.0,1.48,7.96,8.0,8.04,81.32,3.84,9.2,8.64,0.04,8.56
instance_339,4.0,15.52,8.04,8.2,8.08,14.4,2.88,9.48,9.04,0.28,8.72
instance_341,4.0,0.0,8.04,8.0,1.6,14.2,0.24,0.36,8.84,0.04,8.6
instance_342,4.0,0.04,8.0,8.0,0.08,80.32,0.04,1.0,8.2,0.0,8.2
instance_345,4.0,0.0,1.24,8.0,0.8,80.12,0.28,1.56,8.32,0.0,8.36
instance_346,4.0,75.28,8.04,8.04,8.12,80.28,15.36,16.36,10.72,0.56,10.56
instance_348,4.0,0.0,8.0,8.0,0.0,0.04,0.0,0.04,9.36,0.0,7.36
instance_349,4.0,0.32,8.0,8.0,8.04,87.36,1.44,6.96,8.36,0.0,8.28
instance_350,4.0,0.04,8.0,8.0,2.96,80.8,0.2,2.12,9.28,0.0,8.56
instance_351,4.0,0.04,8.0,8.0,8.04,80.2,0.52,1.76,8.36,0.04,8.36
instance_353,4.0,6.2,8.0,8.0,8.04,80.04,8.08,9.24,9.36,0.08,8.64
instance_356,4.0,0.0,0.2,8.0,0.52,1.96,0.04,0.28,9.16,0.0,8.6
instance_357,4.0,0.0,7.96,8.0,0.12,0.12,0.0,0.08,9.24,0.0,8.64
instance_359,4.0,0.04,8.0,8.0,0.08,80.28,0.0,0.88,8.24,0.0,8.24
instance_361,4.0,0.0,7.96,8.0,0.16,0.12,0.0,0.04,9.2,0.0,8.56
instance_363,4.0,0.0,8.0,8.0,0.4,16.12,0.04,0.48,8.64,0.0,8.64
instance_364,4.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instance_366,4.0,0.0,8.0,8.0,0.28,0.12,0.0,0.08,10.48,0.0,9.44
instance_368,4.0,11.88,8.0,8.6,8.04,12.04,2.72,7.8,8.92,0.12,8.56
instance_370,4.0,0.52,8.04,8.0,8.04,1.92,0.28,1.08,9.48,0.0,8.36
instance_371,4.0,0.0,8.0,8.0,0.04,0.04,0.0,0.04,10.44,0.0,9.12
instance_376,4.0,0.08,8.0,8.04,8.04,86.88,0.88,2.8,8.52,0.08,8.44
instance_378,4.0,0.0,8.0,8.0,0.04,0.04,0.0,0.04,9.96,0.0,9.2
instance_380,4.0,142.52,8.0,8.32,8.32,80.24,23.48,17.2,10.88,0.56,10.92
instance_381,4.0,0.08,7.96,8.0,2.28,82.84,0.24,1.68,9.8,0.0,8.68
instance_385,4.0,0.0,7.96,8.0,0.16,0.12,0.0,0.08,9.36,0.0,8.6
instance_389,4.0,0.04,8.0,8.0,4.6,34.0,0.2,0.88,9.12,0.0,8.36
instance_390,4.0,0.32,8.0,8.0,8.04,81.24,468.6,9.24,8.52,0.04,8.48
instance_393,4.0,0.8,8.04,8.28,8.04,80.24,16.48,12.84,9.72,0.4,9.84
instance_394,4.0,0.04,8.0,8.0,5.6,80.04,0.56,5.32,8.4,0.04,8.36
instance_396,4.0,2295.04,8.12,8.88,10.16,1124.52,538.0,597.36,52.48,8.44,53.56
instance_399,4.0,0.04,8.0,8.0,3.92,80.04,0.2,1.28,8.68,0.0,8.32
instance_400,4.0,0.0,7.96,8.0,0.08,26.68,0.0,0.12,8.8,0.0,8.64
instance_404,4.0,0.0,7.96,8.0,0.44,80.6,0.12,2.48,8.24,0.0,8.2
instance_407,4.0,0.04,8.04,8.0,5.92,80.08,0.52,3.28,8.48,0.0,8.4
instance_408,4.0,0.0,8.0,8.0,0.84,17.68,0.12,0.76,8.52,0.04,8.28
instance_409,4.0,0.0,7.96,8.0,0.16,0.12,0.0,0.04,9.64,0.0,8.92
instance_411,4.0,0.12,8.04,8.0,8.04,7.88,0.28,1.2,9.52,0.0,8.6
instance_412,4.0,0.0,0.0,0.0,0.0,0.0,50.64,0.0,0.0,0.0,0.0
instance_413,4.0,0.16,8.0,8.0,8.04,82.68,5.96,10.04,8.64,0.08,8.6
instance_414,4.0,81.24,8.0,8.24,8.2,69.64,25.52,15.16,9.92,0.56,9.92
instance_415,4.0,0.0,7.96,8.0,0.04,26.24,0.0,0.12,8.72,0.0,8.52
