@RELATION Svea

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_4 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_3 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_5 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_6 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_10 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_2 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_7 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_9 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_8 {ok, timeout, memout, presolved, crash, other, unknown}
@ATTRIBUTE step_1 {ok, timeout, memout, presolved, crash, other, unknown}

@DATA
instance_170,1.0,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved
instance_172,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_174,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_176,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_178,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_179,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_180,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_181,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_184,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_186,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_187,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_189,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_190,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_192,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_193,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_194,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_196,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_197,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_198,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_199,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_201,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_202,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_203,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_204,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_205,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_207,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_209,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_210,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_211,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_212,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_213,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_217,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_218,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_219,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_220,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_222,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_223,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_224,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_225,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_226,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_227,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_229,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_230,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_231,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_232,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_233,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_235,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_237,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_238,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_240,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_245,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_246,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_247,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_248,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_249,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_250,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_252,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_254,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_255,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_256,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_257,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_258,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_259,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_261,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_262,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_263,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_265,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_267,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_268,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_269,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_271,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_272,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_273,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_274,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_275,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_276,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_277,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_278,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_279,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_280,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_281,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_283,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_284,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_285,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_286,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_287,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_288,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_290,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_292,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_293,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_295,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_296,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_299,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_300,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_302,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_303,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_304,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_305,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_306,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_309,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_310,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_312,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_313,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_314,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_315,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_317,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_318,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_319,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_320,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_323,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_324,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_326,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_327,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_328,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_329,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_331,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_332,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_333,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_334,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_335,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_336,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_338,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_339,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_341,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_342,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_345,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_346,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_348,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_349,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_350,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_351,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_353,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_356,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_357,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_359,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_361,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_363,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_364,1.0,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved
instance_366,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_368,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_370,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_371,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_376,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_378,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_380,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_381,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_385,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_389,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_390,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_393,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_394,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_396,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_399,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_400,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_404,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_407,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_408,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_409,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_411,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_412,1.0,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved,presolved
instance_413,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_414,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_415,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_417,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_418,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_419,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_422,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_424,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_425,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_426,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_427,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_430,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_431,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_432,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_433,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_434,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_436,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_437,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_438,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_439,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_440,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_441,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_443,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_444,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_446,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_447,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_448,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_449,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_450,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_452,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_453,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_454,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_456,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_457,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_458,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_459,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_461,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_462,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_465,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_466,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_467,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_469,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_470,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_471,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_472,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_473,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_474,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_476,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_477,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_478,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_479,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_480,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_481,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_482,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_485,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_488,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_489,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_490,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_491,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_494,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_496,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_497,1.0,ok,ok,ok,ok,crash,ok,ok,ok,ok,ok
instance_498,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
instance_500,1.0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
