@RELATION Svea

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE feature_50 NUMERIC
@ATTRIBUTE feature_51 NUMERIC
@ATTRIBUTE feature_52 NUMERIC
@ATTRIBUTE feature_53 NUMERIC
@ATTRIBUTE feature_54 NUMERIC
@ATTRIBUTE feature_55 NUMERIC
@ATTRIBUTE feature_81 NUMERIC
@ATTRIBUTE feature_82 NUMERIC
@ATTRIBUTE feature_83 NUMERIC
@ATTRIBUTE feature_84 NUMERIC
@ATTRIBUTE feature_85 NUMERIC
@ATTRIBUTE feature_86 NUMERIC
@ATTRIBUTE feature_87 NUMERIC
@ATTRIBUTE feature_88 NUMERIC
@ATTRIBUTE feature_89 NUMERIC
@ATTRIBUTE feature_90 NUMERIC
@ATTRIBUTE feature_91 NUMERIC
@ATTRIBUTE feature_92 NUMERIC
@ATTRIBUTE feature_93 NUMERIC
@ATTRIBUTE feature_94 NUMERIC
@ATTRIBUTE feature_30 NUMERIC
@ATTRIBUTE feature_31 NUMERIC
@ATTRIBUTE feature_32 NUMERIC
@ATTRIBUTE feature_33 NUMERIC
@ATTRIBUTE feature_34 NUMERIC
@ATTRIBUTE feature_35 NUMERIC
@ATTRIBUTE feature_36 NUMERIC
@ATTRIBUTE feature_37 NUMERIC
@ATTRIBUTE feature_38 NUMERIC
@ATTRIBUTE feature_39 NUMERIC
@ATTRIBUTE feature_40 NUMERIC
@ATTRIBUTE feature_41 NUMERIC
@ATTRIBUTE feature_42 NUMERIC
@ATTRIBUTE feature_43 NUMERIC
@ATTRIBUTE feature_44 NUMERIC
@ATTRIBUTE feature_45 NUMERIC
@ATTRIBUTE feature_46 NUMERIC
@ATTRIBUTE feature_47 NUMERIC
@ATTRIBUTE feature_48 NUMERIC
@ATTRIBUTE feature_49 NUMERIC
@ATTRIBUTE feature_106 NUMERIC
@ATTRIBUTE feature_107 NUMERIC
@ATTRIBUTE feature_108 NUMERIC
@ATTRIBUTE feature_109 NUMERIC
@ATTRIBUTE feature_110 NUMERIC
@ATTRIBUTE feature_111 NUMERIC
@ATTRIBUTE feature_112 NUMERIC
@ATTRIBUTE feature_113 NUMERIC
@ATTRIBUTE feature_114 NUMERIC
@ATTRIBUTE feature_115 NUMERIC
@ATTRIBUTE feature_58 NUMERIC
@ATTRIBUTE feature_59 NUMERIC
@ATTRIBUTE feature_60 NUMERIC
@ATTRIBUTE feature_61 NUMERIC
@ATTRIBUTE feature_62 NUMERIC
@ATTRIBUTE feature_12 NUMERIC
@ATTRIBUTE feature_13 NUMERIC
@ATTRIBUTE feature_14 NUMERIC
@ATTRIBUTE feature_15 NUMERIC
@ATTRIBUTE feature_16 NUMERIC
@ATTRIBUTE feature_17 NUMERIC
@ATTRIBUTE feature_18 NUMERIC
@ATTRIBUTE feature_19 NUMERIC
@ATTRIBUTE feature_20 NUMERIC
@ATTRIBUTE feature_21 NUMERIC
@ATTRIBUTE feature_22 NUMERIC
@ATTRIBUTE feature_23 NUMERIC
@ATTRIBUTE feature_24 NUMERIC
@ATTRIBUTE feature_25 NUMERIC
@ATTRIBUTE feature_26 NUMERIC
@ATTRIBUTE feature_27 NUMERIC
@ATTRIBUTE feature_28 NUMERIC
@ATTRIBUTE feature_29 NUMERIC
@ATTRIBUTE feature_63 NUMERIC
@ATTRIBUTE feature_64 NUMERIC
@ATTRIBUTE feature_65 NUMERIC
@ATTRIBUTE feature_66 NUMERIC
@ATTRIBUTE feature_67 NUMERIC
@ATTRIBUTE feature_68 NUMERIC
@ATTRIBUTE feature_69 NUMERIC
@ATTRIBUTE feature_70 NUMERIC
@ATTRIBUTE feature_71 NUMERIC
@ATTRIBUTE feature_72 NUMERIC
@ATTRIBUTE feature_73 NUMERIC
@ATTRIBUTE feature_74 NUMERIC
@ATTRIBUTE feature_75 NUMERIC
@ATTRIBUTE feature_76 NUMERIC
@ATTRIBUTE feature_77 NUMERIC
@ATTRIBUTE feature_78 NUMERIC
@ATTRIBUTE feature_79 NUMERIC
@ATTRIBUTE feature_80 NUMERIC
@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE feature_11 NUMERIC
@ATTRIBUTE feature_95 NUMERIC
@ATTRIBUTE feature_96 NUMERIC
@ATTRIBUTE feature_97 NUMERIC
@ATTRIBUTE feature_98 NUMERIC
@ATTRIBUTE feature_99 NUMERIC
@ATTRIBUTE feature_100 NUMERIC
@ATTRIBUTE feature_101 NUMERIC
@ATTRIBUTE feature_102 NUMERIC
@ATTRIBUTE feature_103 NUMERIC
@ATTRIBUTE feature_104 NUMERIC
@ATTRIBUTE feature_105 NUMERIC
@ATTRIBUTE feature_56 NUMERIC
@ATTRIBUTE feature_57 NUMERIC

@DATA
instance_411,4.0,12292.0,79140.0,11432.0,71212.0,0.3008,0.4452,0.642,1.628,3.3144,0.0,4.0,5.1132,0.0052,0.5664,0.0028,0.0068,2.4688,0.0,0.1872,0.8168,0.0052,2.1596,0.0016,0.0276,5.1104,0.1052,0.1896,0.0,1.6,3.0848,0.002,3.5888,0.0004,0.0156,8.948,1.4716,0.0016,3.6676,0.0008,0.014,0.01,2.828,0.0012,0.0284,7.276,1.5296,1.6796,0.1004,2.724,6.504,27.7376,0.3848,20.0,32.0,4.0044,3851.32,0.4592,3356.0,4540.0,4540.0,3356.0,4240.0,3404.0,4000.0,241.476,2.1436,100.16,429.24,429.24,100.16,392.584,122.54,253.052,0.4028,5.496,0.0,2.8756,1.2996,0.0,0.6828,0.004,0.0392,0.2392,0.8968,0.0,0.3732,0.2792,0.172,0.2788,0.2192,0.266,562.08,4.1868,1820.8,0.4908,1836.0,1780.0,1912.0,2.234,4.512,4.0916,10.9108,752.76,0.2772,1843.12,0.122,1840.0,1780.0,1908.0,0.9076,0.966,2.9264,0.0808,0.1816,1.3232
instance_412,4.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instance_413,4.0,5988.0,293496.0,5252.0,288544.0,0.5604,0.0688,0.0728,1.1672,3.1452,0.0,4.0,10.76,0.024,0.9596,0.006,0.0456,7.7468,0.0,0.0024,0.0124,0.024,4.5356,0.0004,0.4392,22.3436,2.4708,1.258,0.0,4.0,16.9508,0.0012,10.402,0.0,0.03,12.1908,0.2088,0.0028,1.8596,0.0004,0.0084,?,?,?,?,?,?,?,?,?,?,20.3556,0.2432,16.0,24.0,1.4392,968.68,2.4164,104.0,3380.0,1864.0,288.0,1232.0,604.0,852.0,42.48,0.6276,24.6152,61.648,50.516,34.3288,45.676,38.6224,42.316,2.18,1.9212,0.0036,4.0,3.4448,0.558,2.9988,1.454,2.4124,1.6316,0.9036,0.0,1.9976,1.9368,1.1824,1.886,1.4984,1.7504,20.7972,36.6956,180.528,0.5688,180.0,152.0,212.0,23.9288,2.746,3.9604,0.2468,12.682,1.7296,184.796,0.4972,182.0,156.0,212.0,13.7496,5.0228,3.9824,0.016,1.1648,2.5384
instance_414,4.0,1060000.0,5000000.0,359496.0,2208000.0,7.8124,5.048,0.6512,1.4496,4.0712,0.0,4.0,5.4084,0.0,1.7068,0.0,0.0004,4.084,0.0,2.2676,3.614,0.0,2.2344,0.0,0.0004,11.2856,0.9852,0.638,0.0,3.2728,12.2572,0.0,2.1328,0.0,0.0004,10.1044,2.9492,0.0,2.1456,0.0,0.0004,0.0,2.6356,0.0,0.0004,14.5812,0.5616,2.8204,0.1104,2.4444,12.8672,60.0,0.0,60.0,60.0,0.0,167.2,0.886,104.0,208.0,208.0,104.0,200.0,156.0,168.0,11.8036,2.1168,7.8976,24.1904,24.1904,7.8976,10.16,8.0,8.7692,2.098,2.4008,0.0,3.7996,3.4508,0.2052,3.242,0.8116,2.5816,0.0592,3.4784,0.0,0.8084,0.1268,0.0,0.1004,0.0068,0.052,242732.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5136,0.0,9.772,0.0,211124.0,5.3648,61596.0,5.6568,61596.0,0.0,0.0,2.01,5.6568,1.8148,5.6568,0.4536,1.8324
instance_415,4.0,400.0,8520.0,400.0,8520.0,0.0,0.0,0.1876,1.4956,2.6084,0.8,4.0,3.316,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.3948,0.1352,0.2628,13.3428,0.2908,0.2272,0.0,1.1572,10.9876,0.0392,0.88,0.0188,0.0584,11.2616,0.7848,0.1832,0.0508,0.1764,0.186,0.4804,0.2364,0.3868,0.5688,16.4468,0.4664,0.2192,0.3848,0.5724,4.2532,10.99,0.6324,8.0,12.0,2.2604,17153.6,0.0524,16900.0,17560.0,17560.0,16900.0,17464.0,17064.0,17104.0,93.116,0.1016,89.864,97.328,97.328,89.864,95.328,91.144,93.824,0.6032,2.7864,0.0076,1.9732,1.1852,0.1308,0.8436,0.2788,0.5336,0.0072,3.1848,0.0008,0.0416,0.0124,0.0028,0.0088,0.0032,0.006,37.0472,1.1128,79.704,0.6672,80.0,64.0,96.0,6.4468,1.0284,3.4972,0.32,33.3164,1.1184,79.592,0.6688,80.0,64.0,96.0,4.7896,1.7228,3.4376,0.3208,2.2656,2.8496
instance_417,4.0,2016.0,7360.0,1192.0,5728.0,2.7652,1.1396,0.8324,1.8176,2.6652,0.0,4.0,5.7744,0.0472,0.676,0.0268,0.0672,3.5684,0.0,0.0892,2.0112,0.0472,1.2252,0.0196,0.0948,10.7144,0.2104,0.2828,0.0,1.0,7.172,0.0188,1.3624,0.0056,0.0364,8.5752,1.6256,0.0248,1.1388,0.014,0.042,0.0748,0.8756,0.0252,0.1424,12.4968,1.2988,0.6604,0.7528,2.082,12.2132,26.1416,0.3092,20.0,28.0,2.8404,16495.2,0.1436,15784.0,17372.0,17372.0,15784.0,17164.0,15964.0,16508.0,88.692,0.2336,77.896,92.952,92.952,77.896,92.476,87.148,91.392,0.2936,5.3064,0.0,1.5848,0.8936,0.0008,0.3936,0.0112,0.1012,0.2672,2.5332,0.0476,0.54,0.5236,0.0692,0.428,0.088,0.2128,82.232,0.7584,194.984,0.3732,196.0,172.0,220.0,3.5244,0.924,3.2088,0.2388,81.136,0.6208,195.6,0.3652,196.0,172.0,220.0,2.0608,1.5728,3.2032,0.2164,1.2772,2.8832
instance_418,4.0,6776.0,22904.0,4660.0,19336.0,1.8164,0.738,0.964,1.3792,3.3396,0.0,4.0,4.7804,0.0104,1.5244,0.0068,0.086,3.8044,0.0,0.868,3.51,0.0104,1.1964,0.0056,0.0208,9.7148,0.3104,0.3604,0.0,2.0,8.19,0.0044,2.3792,0.0016,0.02,7.8976,2.0016,0.0076,2.3824,0.004,0.0288,0.0136,1.6056,0.004,0.1184,11.5304,1.0828,1.362,0.06,2.2648,13.8708,35.9724,0.2864,28.0,40.0,3.8872,3032.0,1.2856,2128.0,5432.0,5052.0,2244.0,3876.0,2428.0,2672.0,155.94,1.0616,103.92,227.712,224.392,110.808,194.896,122.14,147.224,0.9516,3.2148,0.0,3.4108,2.1716,0.1648,1.3824,0.3928,0.7036,0.1944,3.7444,0.0,1.2872,0.288,0.0208,0.2244,0.1172,0.182,241.308,0.906,972.04,0.1828,972.0,916.0,1028.0,3.2428,1.0604,3.3384,0.1152,268.768,0.3952,975.76,0.1772,976.0,920.0,1032.0,1.7684,1.1308,3.3796,0.0824,0.9116,3.9512
instance_419,4.0,2080.0,8840.0,2036.0,8796.0,0.0864,0.02,0.926,1.9528,2.3288,0.0,4.0,2.696,0.024,0.2472,0.0236,0.0392,0.5264,0.0,0.0,3.8944,0.024,1.1368,0.0092,0.0472,10.7788,0.9108,0.6528,0.0,3.3332,13.2972,0.012,1.63,0.0,0.0272,9.5084,2.0228,0.0468,1.1348,0.018,0.0892,0.0356,0.95,0.0128,0.08,11.736,0.432,0.984,0.186,1.0548,9.2212,16.0,0.0,16.0,16.0,0.0,15440.0,0.1316,14772.0,16228.0,16228.0,14772.0,16204.0,15188.0,15384.0,117.512,0.3144,109.308,136.416,136.416,109.308,128.936,111.544,113.352,1.6,2.3604,0.0036,3.8404,2.896,0.3012,2.3828,0.7936,1.5824,0.376,2.6532,0.014,1.4052,0.73,0.114,0.5088,0.1824,0.3152,62.656,1.4104,452.8,0.2848,452.0,412.0,492.0,3.6828,0.8556,3.4172,0.212,51.112,1.1084,454.24,0.2744,456.0,416.0,492.0,1.3224,1.4852,3.38,0.132,1.2716,2.2424
instance_422,4.0,320.0,6816.0,320.0,6816.0,0.0,0.0,0.1876,1.4872,2.6156,0.8,4.0,3.2984,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.3752,0.1972,0.3076,13.9664,0.3268,0.2364,0.0,0.7836,11.2228,0.0448,0.838,0.0236,0.0656,10.7888,0.7136,0.1844,0.0312,0.1808,0.1856,0.5936,0.2396,0.4904,0.7396,16.4128,0.5696,0.1904,0.4776,0.6596,4.4364,9.8736,0.8088,8.0,12.0,2.7644,17482.4,0.0536,17160.0,17860.0,17860.0,17160.0,17776.0,17328.0,17516.0,78.808,0.0752,75.868,80.136,80.136,75.868,80.056,77.924,79.92,0.674,2.6644,0.0012,1.5596,1.328,0.1244,1.0648,0.2776,0.6132,0.0072,2.5304,0.0012,0.0248,0.0128,0.0024,0.0092,0.004,0.006,31.1156,1.192,64.436,0.7256,64.0,52.0,80.0,6.7136,1.0856,3.5136,0.3524,27.6644,1.2232,64.176,0.7316,64.0,48.0,80.0,5.1708,1.7144,3.444,0.3588,2.3316,2.8748
instance_424,4.0,520000.0,10040000.0,496000.0,9960000.0,0.1784,0.0236,0.1996,2.1132,3.7404,0.0,4.0,3.46,0.0,11.9732,0.0,0.0616,0.7812,0.0,3.8872,3.9044,0.0,8.7212,0.0,0.0036,13.486,1.9772,1.258,0.0,4.0,12.9412,0.0,10.1612,0.0,0.0036,12.8336,3.8872,0.0012,4.5356,0.0,0.0036,?,?,?,?,?,?,?,?,?,?,59.272,0.472,48.0,72.0,7.5752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.914,1.932,0.0,4.0,4.0,0.4248,3.9976,1.4544,3.8048,0.6616,5.0276,0.0,2.0,1.9912,0.0,1.6856,0.0008,0.0944,1812000.0,0.0,0.0,0.0,0.0,0.0,0.0,102.844,0.0,15.8132,0.0,896.0,0.6312,192180.0,0.0012,192180.0,192136.0,192136.0,36.9844,1.5664,4.0,0.0,1.5292,2.32
instance_425,4.0,1600.0,6800.0,1592.0,6792.0,0.02,0.0048,0.9376,2.0072,2.3216,0.0,4.0,2.5032,0.0304,0.136,0.03,0.04,0.2348,0.0,0.0,3.9576,0.0304,1.2072,0.0024,0.0684,10.856,0.8648,0.6832,0.0,4.0,12.97,0.0152,1.588,0.0024,0.04,9.1876,1.9976,0.0588,1.1668,0.0048,0.132,0.0464,0.9524,0.0188,0.0944,11.7496,0.4352,0.96,0.222,0.9696,9.1936,16.0304,0.0864,16.0,20.0,0.1776,15907.6,0.076,15380.0,16328.0,16328.0,15380.0,16308.0,15804.0,15956.0,94.152,0.23,87.016,102.28,102.28,87.016,101.672,90.064,96.04,1.5272,2.47,0.0008,4.0,2.832,0.2908,2.2116,0.7304,1.542,0.3584,3.2736,0.0112,3.6464,0.6904,0.0944,0.476,0.1648,0.2968,68.336,0.9532,351.66,0.3076,352.0,316.0,388.0,3.906,0.7888,3.44,0.1556,56.812,0.9184,350.984,0.3144,352.0,316.0,388.0,1.484,1.5456,3.386,0.15,1.2848,2.2872
instance_426,4.0,3200.0,64000.0,3200.0,64000.0,0.0,0.0,0.2,1.5104,2.6068,0.8,4.0,3.352,0.0252,0.0,0.0252,0.0252,0.0,0.0,0.0,0.0,0.0252,0.392,0.0184,0.034,14.6928,0.3224,0.2424,0.0,1.4948,12.1056,0.0048,0.93,0.0012,0.0088,11.5988,0.776,0.0788,0.3152,0.0604,0.0984,?,?,?,?,?,?,?,?,?,?,12.0,0.0,12.0,12.0,0.0,239.388,0.9088,152.0,452.0,308.0,184.0,252.0,200.0,232.0,209.396,0.3288,174.224,250.604,231.02,187.748,221.2,195.872,209.168,0.6764,2.7232,0.0012,2.476,1.3592,0.114,0.9696,0.2984,0.6028,0.0108,2.5556,0.0008,0.0512,0.02,0.004,0.014,0.006,0.0092,182.684,1.9052,609.88,0.3292,612.0,552.0,668.0,4.4084,0.8664,3.4228,0.2116,146.888,0.8552,609.96,0.3364,612.0,560.0,664.0,1.6284,2.0008,3.3756,0.1676,1.9248,2.4052
instance_427,4.0,1096000.0,3632000.0,608000.0,2728000.0,3.2304,1.3244,0.89,1.7232,2.3544,0.0,4.0,2.5796,0.0,0.6084,0.0,0.0016,0.9272,0.0,0.0912,3.9084,0.0,6.9824,0.0,0.0092,4.2568,0.3292,0.1156,0.0,4.0,3.93,0.0,7.1028,0.0,0.0036,3.7552,1.2092,0.0,6.5004,0.0,0.0032,?,?,?,?,?,?,?,?,?,?,35.892,0.0724,32.0,36.0,0.4968,4876.0,0.0,4876.0,4876.0,4876.0,4876.0,4876.0,4876.0,4876.0,83.332,0.0,83.332,83.332,83.332,83.332,83.332,83.332,83.332,0.696,1.654,0.0,4.0,0.7692,0.5928,0.7688,0.5928,0.6208,0.2084,1.3608,0.0,1.6136,0.2476,0.1544,0.238,0.1544,0.2188,256580.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33,0.0,15.838,0.0,76880.0,0.0,107348.0,0.0,107348.0,107348.0,107348.0,5.9928,0.0,3.6564,0.0,0.0372,0.1604
instance_430,4.0,253396.0,3772000.0,225984.0,3732000.0,0.4852,0.046,0.2424,2.1336,3.6884,0.0,4.0,3.5844,0.0,7.106,0.0,0.0384,0.9208,0.0,3.8544,3.866,0.0,5.0344,0.0,0.0032,13.1252,1.744,1.2348,0.0,3.7836,12.444,0.0,5.9528,0.0,0.0032,12.4008,3.8544,0.0012,3.954,0.0,0.0032,?,?,?,?,?,?,?,?,?,?,54.4,0.5836,44.0,72.0,7.892,144.0,0.72,120.0,180.0,180.0,120.0,180.0,120.0,132.0,333.464,0.5576,292.176,398.4,398.4,292.176,398.4,292.176,309.82,2.7212,2.1164,0.0,4.0,3.8996,0.1368,3.8496,1.4772,3.606,0.346,7.6272,0.0,1.9672,1.718,0.0,0.1492,0.0,0.0,46752.0,0.0,0.0,0.0,0.0,0.0,0.0,49.876,0.0,4.22,0.0,34254.0,7.9,61468.0,2.6668,81924.0,0.0,81972.0,21.2316,4.2672,4.1752,0.3376,1.6136,2.9956
instance_431,4.0,1680.0,7140.0,1612.0,7076.0,0.1688,0.036,0.9112,1.9972,2.352,0.0,4.0,3.0984,0.0304,0.3164,0.0296,0.0496,0.9168,0.0,0.0,3.7648,0.0304,1.1896,0.0136,0.0724,10.8408,0.9496,0.6996,0.0,4.0,13.4188,0.0152,1.5984,0.0024,0.0428,9.408,2.0056,0.06,1.1808,0.0248,0.1356,0.046,1.0396,0.0204,0.0972,12.1264,0.4292,1.0624,0.1944,1.3628,9.4324,16.0,0.0,16.0,16.0,0.0,15728.0,0.1016,15396.0,16632.0,16632.0,15396.0,15916.0,15508.0,15516.0,100.8,0.2828,90.98,113.58,113.58,90.98,107.484,94.86,98.456,1.6008,2.378,0.0012,4.0,2.8988,0.3264,2.3944,0.818,1.5644,0.3628,2.4516,0.0284,1.2052,0.6732,0.108,0.5076,0.1932,0.3168,53.408,1.5668,359.3,0.3124,360.0,324.0,396.0,3.8212,0.838,3.4276,0.166,43.536,1.1948,359.272,0.31,360.0,324.0,396.0,1.4964,1.498,3.3896,0.1428,1.342,2.2948
instance_432,4.0,6536.0,852000.0,6376.0,844000.0,0.1004,0.0308,0.03,3.996,0.0272,3.6924,4.0,0.426,0.0076,9.2156,0.0052,0.2056,0.6024,0.0,3.9088,3.9088,0.0076,0.9904,0.0032,0.0116,22.838,1.2144,0.3272,0.3636,2.1224,13.5348,0.0048,1.1092,0.002,0.0088,21.6236,3.9088,0.03,0.0,0.03,0.03,?,?,?,?,?,?,?,?,?,?,8.0,0.0,8.0,8.0,0.0,1074.0,7.0128,24.0,6380.0,6380.0,24.0,1596.0,64.0,180.0,392.376,0.5152,319.016,482.08,482.08,322.504,433.52,344.172,410.68,3.6012,0.1496,3.064,3.8808,3.7508,3.4244,3.6964,3.534,3.6208,0.0,31.0432,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,2372.96,23.9352,2978.32,0.6768,3054.0,2944.0,3152.0,242.256,1.0612,4.0712,0.4376,86.776,0.9012,3029.96,0.1316,3020.0,2912.0,3152.0,228.788,0.7408,3.9996,0.0,3.5012,3.8292
instance_433,4.0,1036000.0,5560000.0,552000.0,3828000.0,3.5172,1.804,0.5768,1.6044,3.6352,0.0,4.0,5.6384,0.0,1.7496,0.0,0.0004,4.372,0.0,2.06,3.4776,0.0,2.9644,0.0,0.0004,12.3708,0.9024,0.5932,0.0,3.36,11.7756,0.0,3.3828,0.0,0.0,10.9588,2.7732,0.0,2.6132,0.0,0.0004,?,?,?,?,?,?,?,?,?,?,84.0,0.0,84.0,84.0,0.0,53.0,7.3136,0.0,304.0,304.0,0.0,52.0,4.0,12.0,35.8864,3.5092,0.0,92.668,92.668,0.0,72.58,4.0,40.0,2.4828,2.0624,0.0,4.0,3.7416,0.4856,3.5304,1.2164,3.1088,0.0764,3.9752,0.0,0.368,0.1904,0.0,0.1404,0.0072,0.0376,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6908,0.0,13.8044,0.0,55520.0,0.0,204040.0,0.0,204040.0,204040.0,204040.0,11.2468,0.0,3.9348,0.0,0.5288,1.6176
instance_434,4.0,276.0,592.0,276.0,592.0,0.0,0.0,1.8648,4.0,0.0,4.0,4.0,0.0,0.174,0.0,0.174,0.174,0.0,0.0,0.0,4.0,0.174,0.6564,0.162,0.2432,1.6552,0.1932,0.4692,0.0,1.3332,1.6552,0.0868,0.9668,0.0812,0.162,1.04,2.0,0.166,0.2292,0.162,0.1892,0.2596,0.502,0.2432,0.3244,2.0164,0.7624,0.3892,0.6152,0.8,2.0164,20.0,0.0,20.0,20.0,0.0,16880.4,0.1852,15724.0,18180.0,18180.0,15724.0,17780.0,16352.0,16648.0,49.068,0.2248,46.056,53.732,53.732,46.056,52.488,46.276,48.076,0.2164,5.1388,0.0,0.8712,0.8288,0.0028,0.2788,0.0144,0.0604,1.228,0.244,1.048,1.278,1.2764,1.0492,1.2708,1.238,1.2528,9.586,1.8168,42.104,0.8372,40.0,32.0,52.0,4.2032,1.248,3.548,0.42,4.1748,0.8184,42.068,0.8412,40.0,32.0,52.0,2.6048,1.59,3.2476,0.4116,3.3988,3.8244
instance_436,4.0,3040.0,174596.0,2880.0,170488.0,0.2224,0.0964,0.0676,3.9712,0.108,2.4,4.0,1.044,0.0176,5.5112,0.0112,0.1944,1.1088,0.0,3.7236,3.7236,0.0176,0.7972,0.0108,0.0272,19.4092,0.85,0.1788,0.4,1.5052,11.554,0.0104,0.7832,0.006,0.0168,17.5248,3.7236,0.02,0.7772,0.0112,0.03,?,?,?,?,?,?,?,?,?,?,12.0388,0.1304,12.0,16.0,0.2192,6232.4,3.7384,1380.0,15976.0,15976.0,1380.0,14664.0,1868.0,3360.0,208.12,0.6648,171.036,273.06,273.06,171.036,241.832,181.044,188.848,3.198,0.0968,2.932,3.4076,3.2972,3.102,3.256,3.148,3.198,0.0,14.3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.036,0.8492,1298.84,0.1532,1300.0,1232.0,1360.0,97.22,0.4612,3.9936,0.002,153.528,28.1908,1301.12,0.272,1304.0,1240.0,1372.0,113.78,0.4944,4.0096,0.2156,2.9068,3.652
instance_437,4.0,64000.0,268800.0,62340.0,266976.0,0.1064,0.0272,0.934,1.9828,2.348,0.0,4.0,2.848,0.0008,0.2552,0.0008,0.0012,0.6388,0.0,0.0,3.8556,0.0008,1.164,0.0,0.0024,10.862,0.9028,0.672,0.0,4.0,13.4836,0.0004,1.61,0.0,0.0012,9.3388,1.9652,0.0016,1.178,0.0,0.0052,0.0012,0.9796,0.0004,0.0032,11.8812,0.4068,0.9716,0.1404,1.1428,8.9868,20.91,0.3208,20.0,24.0,2.1448,41.856,1.5032,20.0,120.0,60.0,24.0,48.0,32.0,40.0,249.408,0.8896,144.308,414.0,339.428,177.2,282.4,210.18,247.556,1.5764,2.2984,0.0004,4.0,2.8172,0.3524,2.2704,0.8296,1.558,0.366,2.6152,0.0072,2.944,0.6916,0.1108,0.4916,0.1864,0.314,4465.6,6.5156,11614.8,1.7652,13592.0,0.0,13736.0,3.9176,4.5692,4.4552,2.5764,1394.76,3.0756,13570.0,0.0468,13612.0,13332.0,13716.0,0.736,8.1764,3.3436,0.15,0.9392,1.1272
instance_438,4.0,24000.0,100800.0,23364.0,100028.0,0.1088,0.0308,0.9344,1.978,2.3512,0.0,4.0,2.8872,0.002,0.262,0.002,0.004,0.6572,0.0,0.0,3.8516,0.002,1.1612,0.0004,0.0052,10.8636,0.92,0.6876,0.0,4.0,13.4376,0.0012,1.5836,0.0,0.0032,9.2912,1.976,0.0044,1.1732,0.0008,0.0108,0.0032,0.9852,0.0012,0.008,11.8864,0.41,0.9752,0.16,1.1556,9.0292,20.0084,0.0368,20.0,24.0,0.0604,138.0,1.1952,76.0,312.0,188.0,100.0,148.0,112.0,128.0,178.032,0.4976,120.904,245.332,204.616,152.108,190.608,164.0,177.292,1.59,2.2948,0.0012,4.0,2.8344,0.3596,2.288,0.8268,1.5808,0.378,2.6252,0.0092,3.1364,0.71,0.1116,0.5092,0.1932,0.3276,789.08,5.5528,5025.2,0.5948,5148.0,4956.0,5240.0,2.6384,2.6144,3.5564,1.3232,388.436,0.8064,5090.0,0.0792,5096.0,4956.0,5208.0,0.3588,1.9596,3.308,0.0384,0.9836,1.2988
instance_439,4.0,768000.0,3152000.0,233872.0,1728000.0,9.1028,3.2936,0.5408,1.4896,3.9996,0.0,4.0,7.8932,0.0004,2.7796,0.0,0.0016,6.572,0.0,2.0832,2.6296,0.0004,4.6752,0.0,0.0028,14.6716,0.9,0.656,0.0,2.9188,14.76,0.0,4.9476,0.0,0.0012,11.936,2.3984,0.0004,3.9304,0.0,0.0028,?,?,?,?,?,?,?,?,?,?,383.884,0.0424,376.0,392.0,5.49,3374.68,1.546,800.0,5028.0,5028.0,800.0,4284.0,3284.0,3480.0,127.012,0.8076,94.376,156.62,156.62,94.376,150.32,94.9,146.364,2.382,1.9052,0.0008,3.9824,3.6708,0.5216,3.3248,1.6,2.6592,0.1244,4.974,0.0,1.36,0.3356,0.0008,0.1884,0.0144,0.0628,44740.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3472,0.0,4.7848,0.0,11526.0,0.4556,80308.0,0.0152,80320.0,79964.0,80480.0,4.3756,3.0388,3.83,0.0204,0.0928,0.392
