@RELATION Svea

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_3,1.0,algorithm_16,4800.0,timeout
instance_3,1.0,algorithm_5,4800.0,timeout
instance_3,1.0,algorithm_14,4800.0,timeout
instance_3,1.0,algorithm_23,4800.0,timeout
instance_3,1.0,algorithm_20,4800.0,timeout
instance_3,1.0,algorithm_30,2.64,ok
instance_3,1.0,algorithm_9,4800.0,timeout
instance_3,1.0,algorithm_3,4800.0,timeout
instance_3,1.0,algorithm_31,4800.0,timeout
instance_3,1.0,algorithm_26,4800.0,timeout
instance_3,1.0,algorithm_29,4800.0,timeout
instance_3,1.0,algorithm_8,4800.0,timeout
instance_3,1.0,algorithm_1,4800.0,timeout
instance_3,1.0,algorithm_19,0.12,ok
instance_3,1.0,algorithm_2,0.88,ok
instance_3,1.0,algorithm_11,1261.48,ok
instance_3,1.0,algorithm_13,3.48,ok
instance_3,1.0,algorithm_25,0.12,ok
instance_3,1.0,algorithm_28,0.36,ok
instance_3,1.0,algorithm_18,4800.0,timeout
instance_3,1.0,algorithm_21,0.52,ok
instance_3,1.0,algorithm_12,0.24,ok
instance_3,1.0,algorithm_17,0.24,ok
instance_3,1.0,algorithm_10,4800.0,timeout
instance_3,1.0,algorithm_24,4800.0,timeout
instance_3,1.0,algorithm_7,4800.0,timeout
instance_3,1.0,algorithm_27,2.92,ok
instance_3,1.0,algorithm_6,4800.0,timeout
instance_3,1.0,algorithm_22,4800.0,timeout
instance_4,1.0,algorithm_15,2982.12,ok
instance_4,1.0,algorithm_4,4804.0,timeout
instance_4,1.0,algorithm_16,541.32,ok
instance_4,1.0,algorithm_5,725.64,ok
instance_4,1.0,algorithm_14,1441.24,ok
instance_4,1.0,algorithm_23,377.52,ok
instance_4,1.0,algorithm_20,4804.0,timeout
instance_4,1.0,algorithm_30,4800.0,timeout
instance_4,1.0,algorithm_9,1873.44,ok
instance_4,1.0,algorithm_3,1452.92,ok
instance_4,1.0,algorithm_31,4800.0,timeout
instance_4,1.0,algorithm_26,2977.28,ok
instance_4,1.0,algorithm_29,1764.4,ok
instance_4,1.0,algorithm_8,4800.0,timeout
instance_4,1.0,algorithm_1,4800.0,timeout
instance_4,1.0,algorithm_19,4800.0,timeout
instance_4,1.0,algorithm_2,4800.0,timeout
instance_4,1.0,algorithm_11,4800.0,timeout
instance_4,1.0,algorithm_13,3886.12,ok
instance_4,1.0,algorithm_25,4800.0,timeout
instance_4,1.0,algorithm_28,4800.0,timeout
instance_4,1.0,algorithm_18,4800.0,timeout
instance_4,1.0,algorithm_21,4800.0,timeout
instance_4,1.0,algorithm_12,4800.0,timeout
instance_4,1.0,algorithm_17,4800.0,timeout
instance_4,1.0,algorithm_10,4800.0,timeout
instance_4,1.0,algorithm_24,609.36,ok
instance_4,1.0,algorithm_7,4800.0,timeout
instance_4,1.0,algorithm_27,3317.36,ok
instance_4,1.0,algorithm_6,3258.76,ok
instance_4,1.0,algorithm_22,4800.0,timeout
instance_5,1.0,algorithm_15,4800.0,timeout
instance_5,1.0,algorithm_4,4800.0,timeout
instance_5,1.0,algorithm_16,4800.0,timeout
instance_5,1.0,algorithm_5,4800.0,timeout
instance_5,1.0,algorithm_14,4800.0,timeout
instance_5,1.0,algorithm_23,4800.0,timeout
instance_5,1.0,algorithm_20,4800.0,timeout
instance_5,1.0,algorithm_30,456.48,ok
instance_5,1.0,algorithm_9,4800.0,timeout
instance_5,1.0,algorithm_3,4800.0,timeout
instance_5,1.0,algorithm_31,4800.0,timeout
instance_5,1.0,algorithm_26,4800.0,timeout
instance_5,1.0,algorithm_29,4800.0,timeout
instance_5,1.0,algorithm_8,4800.0,timeout
instance_5,1.0,algorithm_1,4800.0,timeout
instance_5,1.0,algorithm_19,37.32,ok
instance_5,1.0,algorithm_2,33.84,ok
instance_5,1.0,algorithm_11,4800.0,timeout
instance_5,1.0,algorithm_13,756.16,ok
instance_5,1.0,algorithm_25,530.4,ok
instance_5,1.0,algorithm_28,98.68,ok
instance_5,1.0,algorithm_18,4800.0,timeout
instance_5,1.0,algorithm_21,2015.92,ok
instance_5,1.0,algorithm_12,4800.0,timeout
instance_5,1.0,algorithm_17,4800.0,timeout
instance_5,1.0,algorithm_10,4800.0,timeout
instance_5,1.0,algorithm_24,4800.0,timeout
instance_5,1.0,algorithm_7,4800.0,timeout
instance_5,1.0,algorithm_27,716.0,ok
instance_5,1.0,algorithm_6,4800.0,timeout
instance_5,1.0,algorithm_22,4800.0,timeout
instance_7,1.0,algorithm_15,4800.0,timeout
instance_7,1.0,algorithm_4,4800.0,timeout
instance_7,1.0,algorithm_16,4800.0,timeout
instance_7,1.0,algorithm_5,4800.0,timeout
instance_7,1.0,algorithm_14,4800.0,timeout
instance_7,1.0,algorithm_23,4800.0,timeout
instance_7,1.0,algorithm_20,4800.0,timeout
instance_7,1.0,algorithm_30,622.48,ok
instance_7,1.0,algorithm_9,4800.0,timeout
instance_7,1.0,algorithm_3,4800.0,timeout
instance_7,1.0,algorithm_31,4800.0,timeout
instance_7,1.0,algorithm_26,4800.0,timeout
instance_7,1.0,algorithm_29,4800.0,timeout
instance_7,1.0,algorithm_8,4800.0,timeout
instance_7,1.0,algorithm_1,4800.0,timeout
instance_7,1.0,algorithm_19,124.96,ok
instance_7,1.0,algorithm_2,82.12,ok
instance_7,1.0,algorithm_11,4800.0,timeout
instance_7,1.0,algorithm_13,758.2,ok
instance_7,1.0,algorithm_25,978.96,ok
instance_7,1.0,algorithm_28,248.52,ok
instance_7,1.0,algorithm_18,4800.0,timeout
instance_7,1.0,algorithm_21,1305.0,ok
instance_7,1.0,algorithm_12,4800.0,timeout
instance_7,1.0,algorithm_17,4800.0,timeout
instance_7,1.0,algorithm_10,4800.0,timeout
instance_7,1.0,algorithm_24,4800.0,timeout
instance_7,1.0,algorithm_7,4800.0,timeout
instance_7,1.0,algorithm_27,783.24,ok
instance_7,1.0,algorithm_6,4800.0,timeout
instance_7,1.0,algorithm_22,4800.0,timeout
instance_8,1.0,algorithm_15,4800.0,timeout
instance_8,1.0,algorithm_4,4800.0,timeout
instance_8,1.0,algorithm_16,4800.0,timeout
instance_8,1.0,algorithm_5,4800.0,timeout
instance_8,1.0,algorithm_14,4800.0,timeout
instance_8,1.0,algorithm_23,4800.0,timeout
instance_8,1.0,algorithm_20,4800.0,timeout
instance_8,1.0,algorithm_30,4800.0,timeout
instance_8,1.0,algorithm_9,4800.0,timeout
instance_8,1.0,algorithm_3,498.92,ok
instance_8,1.0,algorithm_31,4800.0,timeout
instance_8,1.0,algorithm_26,4800.0,timeout
instance_8,1.0,algorithm_29,426.84,ok
instance_8,1.0,algorithm_8,4800.0,timeout
instance_8,1.0,algorithm_1,4800.0,timeout
instance_8,1.0,algorithm_19,4800.0,timeout
instance_8,1.0,algorithm_2,4800.0,timeout
instance_8,1.0,algorithm_11,4800.0,timeout
instance_8,1.0,algorithm_13,4800.0,timeout
instance_8,1.0,algorithm_25,4800.0,timeout
instance_8,1.0,algorithm_28,4800.0,timeout
instance_8,1.0,algorithm_18,4800.0,timeout
instance_8,1.0,algorithm_21,4800.0,timeout
instance_8,1.0,algorithm_12,4800.0,timeout
instance_8,1.0,algorithm_17,4800.0,timeout
instance_8,1.0,algorithm_10,4800.0,timeout
instance_8,1.0,algorithm_24,4800.0,timeout
instance_8,1.0,algorithm_7,4800.0,timeout
instance_8,1.0,algorithm_27,4800.0,timeout
instance_8,1.0,algorithm_6,4800.0,timeout
instance_8,1.0,algorithm_22,4800.0,timeout
instance_11,1.0,algorithm_15,27.96,ok
instance_11,1.0,algorithm_4,36.6,ok
instance_11,1.0,algorithm_16,20.72,ok
instance_11,1.0,algorithm_5,47.72,ok
instance_11,1.0,algorithm_14,92.6,ok
instance_11,1.0,algorithm_23,55.96,ok
instance_11,1.0,algorithm_20,28.28,ok
instance_11,1.0,algorithm_30,42.44,ok
instance_11,1.0,algorithm_9,55.24,ok
instance_11,1.0,algorithm_3,68.96,ok
instance_11,1.0,algorithm_31,40.92,ok
instance_11,1.0,algorithm_26,76.44,ok
instance_11,1.0,algorithm_29,264.2,ok
instance_11,1.0,algorithm_8,208.76,ok
instance_11,1.0,algorithm_1,359.16,ok
instance_11,1.0,algorithm_19,4800.0,timeout
instance_11,1.0,algorithm_2,4800.0,timeout
instance_11,1.0,algorithm_11,4800.0,timeout
instance_11,1.0,algorithm_13,71.64,ok
instance_11,1.0,algorithm_25,4800.0,timeout
instance_11,1.0,algorithm_28,4800.0,timeout
instance_11,1.0,algorithm_18,76.92,ok
instance_11,1.0,algorithm_21,4800.0,timeout
instance_11,1.0,algorithm_12,4800.0,timeout
instance_11,1.0,algorithm_17,4800.0,timeout
instance_11,1.0,algorithm_10,201.88,ok
instance_11,1.0,algorithm_24,179.68,ok
instance_11,1.0,algorithm_7,885.56,ok
instance_11,1.0,algorithm_27,64.04,ok
instance_11,1.0,algorithm_6,172.56,ok
instance_11,1.0,algorithm_22,1977.88,ok
instance_12,1.0,algorithm_15,3560.04,ok
instance_12,1.0,algorithm_4,4800.0,timeout
instance_12,1.0,algorithm_16,1412.2,ok
instance_12,1.0,algorithm_5,1100.96,ok
instance_12,1.0,algorithm_14,520.28,ok
instance_12,1.0,algorithm_23,4800.0,timeout
instance_12,1.0,algorithm_20,2262.76,ok
instance_12,1.0,algorithm_30,2363.56,ok
instance_12,1.0,algorithm_9,893.92,ok
instance_12,1.0,algorithm_3,1326.36,ok
instance_12,1.0,algorithm_31,4800.0,timeout
instance_12,1.0,algorithm_26,2155.64,ok
instance_12,1.0,algorithm_29,4800.0,timeout
instance_12,1.0,algorithm_8,4800.0,timeout
instance_12,1.0,algorithm_1,4800.0,timeout
instance_12,1.0,algorithm_19,4800.0,timeout
instance_12,1.0,algorithm_2,4800.0,timeout
instance_12,1.0,algorithm_11,4800.0,timeout
instance_12,1.0,algorithm_13,2045.0,ok
instance_12,1.0,algorithm_25,4800.0,timeout
instance_12,1.0,algorithm_28,4800.0,timeout
instance_12,1.0,algorithm_18,4800.0,timeout
instance_12,1.0,algorithm_21,4800.0,timeout
instance_12,1.0,algorithm_12,4800.0,timeout
instance_12,1.0,algorithm_17,4800.0,timeout
instance_12,1.0,algorithm_10,4800.0,timeout
instance_12,1.0,algorithm_24,4800.0,timeout
instance_12,1.0,algorithm_7,4800.0,timeout
instance_12,1.0,algorithm_27,2004.92,ok
instance_12,1.0,algorithm_6,4800.0,timeout
instance_12,1.0,algorithm_22,4800.0,timeout
instance_13,1.0,algorithm_15,68.72,ok
instance_13,1.0,algorithm_4,13.32,ok
instance_13,1.0,algorithm_16,73.28,ok
instance_13,1.0,algorithm_5,27.72,ok
instance_13,1.0,algorithm_14,70.72,ok
instance_13,1.0,algorithm_23,273.84,ok
instance_13,1.0,algorithm_20,77.52,ok
instance_13,1.0,algorithm_30,17.4,ok
instance_13,1.0,algorithm_9,58.76,ok
instance_13,1.0,algorithm_3,73.04,ok
instance_13,1.0,algorithm_31,65.36,ok
instance_13,1.0,algorithm_26,44.96,ok
instance_13,1.0,algorithm_29,46.96,ok
instance_13,1.0,algorithm_8,37.36,ok
instance_13,1.0,algorithm_1,14.96,ok
instance_13,1.0,algorithm_19,4800.0,timeout
instance_13,1.0,algorithm_2,2384.08,ok
instance_13,1.0,algorithm_11,4800.0,timeout
instance_13,1.0,algorithm_13,55.68,ok
instance_13,1.0,algorithm_25,68.64,ok
instance_13,1.0,algorithm_28,85.52,ok
instance_13,1.0,algorithm_18,38.0,ok
instance_13,1.0,algorithm_21,4800.0,timeout
instance_13,1.0,algorithm_12,68.12,ok
instance_13,1.0,algorithm_17,82.64,ok
instance_13,1.0,algorithm_10,15.56,ok
instance_13,1.0,algorithm_24,357.72,ok
instance_13,1.0,algorithm_7,28.72,ok
instance_13,1.0,algorithm_27,55.96,ok
instance_13,1.0,algorithm_6,41.8,ok
instance_13,1.0,algorithm_22,1729.44,ok
instance_14,1.0,algorithm_15,4800.0,timeout
instance_14,1.0,algorithm_4,4800.0,timeout
instance_14,1.0,algorithm_16,4800.0,timeout
instance_14,1.0,algorithm_5,4800.0,timeout
instance_14,1.0,algorithm_14,4800.0,timeout
instance_14,1.0,algorithm_23,4800.0,timeout
instance_14,1.0,algorithm_20,4800.0,timeout
instance_14,1.0,algorithm_30,3302.36,ok
instance_14,1.0,algorithm_9,4800.0,timeout
instance_14,1.0,algorithm_3,4800.0,timeout
instance_14,1.0,algorithm_31,4800.0,timeout
instance_14,1.0,algorithm_26,4800.0,timeout
instance_14,1.0,algorithm_29,4800.0,timeout
instance_14,1.0,algorithm_8,4800.0,timeout
instance_14,1.0,algorithm_1,4800.0,timeout
instance_14,1.0,algorithm_19,4800.0,timeout
instance_14,1.0,algorithm_2,4800.0,timeout
instance_14,1.0,algorithm_11,121.84,ok
instance_14,1.0,algorithm_13,521.56,ok
instance_14,1.0,algorithm_25,4800.0,timeout
instance_14,1.0,algorithm_28,4800.0,timeout
instance_14,1.0,algorithm_18,4800.0,timeout
instance_14,1.0,algorithm_21,4800.0,timeout
instance_14,1.0,algorithm_12,4800.0,timeout
instance_14,1.0,algorithm_17,4800.0,timeout
instance_14,1.0,algorithm_10,4508.8,ok
instance_14,1.0,algorithm_24,3863.4,ok
instance_14,1.0,algorithm_7,2524.52,ok
instance_14,1.0,algorithm_27,3009.04,ok
instance_14,1.0,algorithm_6,4800.0,timeout
instance_14,1.0,algorithm_22,4800.0,timeout
instance_15,1.0,algorithm_15,4800.0,timeout
instance_15,1.0,algorithm_4,4800.0,timeout
instance_15,1.0,algorithm_16,4800.0,timeout
instance_15,1.0,algorithm_5,4800.0,timeout
instance_15,1.0,algorithm_14,4800.0,timeout
instance_15,1.0,algorithm_23,4800.0,timeout
instance_15,1.0,algorithm_20,4800.0,timeout
instance_15,1.0,algorithm_30,4800.0,timeout
instance_15,1.0,algorithm_9,4800.0,timeout
instance_15,1.0,algorithm_3,4800.0,timeout
instance_15,1.0,algorithm_31,4800.0,timeout
instance_15,1.0,algorithm_26,4800.0,timeout
instance_15,1.0,algorithm_29,4800.0,timeout
instance_15,1.0,algorithm_8,4800.0,timeout
instance_15,1.0,algorithm_1,4800.0,timeout
instance_15,1.0,algorithm_19,3896.24,ok
instance_15,1.0,algorithm_2,4800.0,timeout
instance_15,1.0,algorithm_11,4800.0,timeout
instance_15,1.0,algorithm_13,4800.0,timeout
instance_15,1.0,algorithm_25,4800.0,timeout
instance_15,1.0,algorithm_28,4800.0,timeout
instance_15,1.0,algorithm_18,4800.0,timeout
instance_15,1.0,algorithm_21,4800.0,timeout
instance_15,1.0,algorithm_12,3878.0,ok
instance_15,1.0,algorithm_17,759.88,ok
instance_15,1.0,algorithm_10,4800.0,timeout
instance_15,1.0,algorithm_24,4800.0,timeout
instance_15,1.0,algorithm_7,4800.0,timeout
instance_15,1.0,algorithm_27,4800.0,timeout
instance_15,1.0,algorithm_6,4800.0,timeout
instance_15,1.0,algorithm_22,4800.0,timeout
instance_17,1.0,algorithm_15,2245.56,ok
instance_17,1.0,algorithm_4,4417.2,ok
instance_17,1.0,algorithm_16,3061.32,ok
instance_17,1.0,algorithm_5,1166.2,ok
instance_17,1.0,algorithm_14,1204.92,ok
instance_17,1.0,algorithm_23,389.2,ok
instance_17,1.0,algorithm_20,4804.0,timeout
instance_17,1.0,algorithm_30,1186.72,ok
instance_17,1.0,algorithm_9,741.8,ok
instance_17,1.0,algorithm_3,805.08,ok
instance_17,1.0,algorithm_31,4800.0,timeout
instance_17,1.0,algorithm_26,4804.0,timeout
instance_17,1.0,algorithm_29,1142.0,ok
instance_17,1.0,algorithm_8,4800.0,timeout
instance_17,1.0,algorithm_1,4800.0,timeout
instance_17,1.0,algorithm_19,4800.0,timeout
instance_17,1.0,algorithm_2,4800.0,timeout
instance_17,1.0,algorithm_11,4800.0,timeout
instance_17,1.0,algorithm_13,974.52,ok
instance_17,1.0,algorithm_25,4800.0,timeout
instance_17,1.0,algorithm_28,4800.0,timeout
instance_17,1.0,algorithm_18,3956.52,ok
instance_17,1.0,algorithm_21,4800.0,timeout
instance_17,1.0,algorithm_12,4800.0,timeout
instance_17,1.0,algorithm_17,4800.0,timeout
instance_17,1.0,algorithm_10,339.48,ok
instance_17,1.0,algorithm_24,172.04,ok
instance_17,1.0,algorithm_7,4800.0,timeout
instance_17,1.0,algorithm_27,704.32,ok
instance_17,1.0,algorithm_6,864.08,ok
instance_17,1.0,algorithm_22,2450.48,ok
instance_18,1.0,algorithm_15,4800.0,timeout
instance_18,1.0,algorithm_4,4800.0,timeout
instance_18,1.0,algorithm_16,4800.0,timeout
instance_18,1.0,algorithm_5,4800.0,timeout
instance_18,1.0,algorithm_14,1710.0,ok
instance_18,1.0,algorithm_23,4800.0,timeout
instance_18,1.0,algorithm_20,4800.0,timeout
instance_18,1.0,algorithm_30,854.76,ok
instance_18,1.0,algorithm_9,4800.0,timeout
instance_18,1.0,algorithm_3,4800.0,timeout
instance_18,1.0,algorithm_31,4800.0,timeout
instance_18,1.0,algorithm_26,4800.0,timeout
instance_18,1.0,algorithm_29,4800.0,timeout
instance_18,1.0,algorithm_8,4800.0,timeout
instance_18,1.0,algorithm_1,4800.0,timeout
instance_18,1.0,algorithm_19,4800.0,timeout
instance_18,1.0,algorithm_2,4800.0,timeout
instance_18,1.0,algorithm_11,4800.0,timeout
instance_18,1.0,algorithm_13,2053.08,ok
instance_18,1.0,algorithm_25,4800.0,timeout
instance_18,1.0,algorithm_28,4800.0,timeout
instance_18,1.0,algorithm_18,4800.0,timeout
instance_18,1.0,algorithm_21,4800.0,timeout
instance_18,1.0,algorithm_12,4800.0,timeout
instance_18,1.0,algorithm_17,4800.0,timeout
instance_18,1.0,algorithm_10,4800.0,timeout
instance_18,1.0,algorithm_24,4800.0,timeout
instance_18,1.0,algorithm_7,4800.0,timeout
instance_18,1.0,algorithm_27,2020.32,ok
instance_18,1.0,algorithm_6,4800.0,timeout
instance_18,1.0,algorithm_22,4800.0,timeout
instance_20,1.0,algorithm_15,1276.76,ok
instance_20,1.0,algorithm_4,747.24,ok
instance_20,1.0,algorithm_16,423.92,ok
instance_20,1.0,algorithm_5,1578.68,ok
instance_20,1.0,algorithm_14,1108.96,ok
instance_20,1.0,algorithm_23,4800.0,timeout
instance_20,1.0,algorithm_20,1779.92,ok
instance_20,1.0,algorithm_30,0.0,ok
instance_20,1.0,algorithm_9,149.2,ok
instance_20,1.0,algorithm_3,4.92,ok
instance_20,1.0,algorithm_31,4800.0,timeout
instance_20,1.0,algorithm_26,1286.72,ok
instance_20,1.0,algorithm_29,4.36,ok
instance_20,1.0,algorithm_8,4800.0,timeout
instance_20,1.0,algorithm_1,967.6,ok
instance_20,1.0,algorithm_19,4800.0,timeout
instance_20,1.0,algorithm_2,4800.0,timeout
instance_20,1.0,algorithm_11,0.0,ok
instance_20,1.0,algorithm_13,0.0,ok
instance_20,1.0,algorithm_25,4800.0,timeout
instance_20,1.0,algorithm_28,4800.0,timeout
instance_20,1.0,algorithm_18,108.52,ok
instance_20,1.0,algorithm_21,4800.0,timeout
instance_20,1.0,algorithm_12,4800.0,timeout
instance_20,1.0,algorithm_17,4800.0,timeout
instance_20,1.0,algorithm_10,199.44,ok
instance_20,1.0,algorithm_24,362.84,ok
instance_20,1.0,algorithm_7,88.8,ok
instance_20,1.0,algorithm_27,0.0,ok
instance_20,1.0,algorithm_6,2898.44,ok
instance_20,1.0,algorithm_22,0.36,ok
instance_21,1.0,algorithm_15,4800.0,timeout
instance_21,1.0,algorithm_4,4800.0,timeout
instance_21,1.0,algorithm_16,4800.0,timeout
instance_21,1.0,algorithm_5,4800.0,timeout
instance_21,1.0,algorithm_14,4800.0,timeout
instance_21,1.0,algorithm_23,4800.0,timeout
instance_21,1.0,algorithm_20,4800.0,timeout
instance_21,1.0,algorithm_30,4800.0,timeout
instance_21,1.0,algorithm_9,4800.0,timeout
instance_21,1.0,algorithm_3,4800.0,timeout
instance_21,1.0,algorithm_31,4800.0,timeout
instance_21,1.0,algorithm_26,4800.0,timeout
instance_21,1.0,algorithm_29,4800.0,timeout
instance_21,1.0,algorithm_8,4800.0,timeout
instance_21,1.0,algorithm_1,4800.0,timeout
instance_21,1.0,algorithm_19,161.28,ok
instance_21,1.0,algorithm_2,179.68,ok
instance_21,1.0,algorithm_11,4800.0,timeout
instance_21,1.0,algorithm_13,4800.0,timeout
instance_21,1.0,algorithm_25,985.68,ok
instance_21,1.0,algorithm_28,2774.0,ok
instance_21,1.0,algorithm_18,4800.0,timeout
instance_21,1.0,algorithm_21,4800.0,timeout
instance_21,1.0,algorithm_12,4800.0,timeout
instance_21,1.0,algorithm_17,4800.0,timeout
instance_21,1.0,algorithm_10,4800.0,timeout
instance_21,1.0,algorithm_24,4800.0,timeout
instance_21,1.0,algorithm_7,4800.0,timeout
instance_21,1.0,algorithm_27,4800.0,timeout
instance_21,1.0,algorithm_6,4800.0,timeout
instance_21,1.0,algorithm_22,4800.0,timeout
instance_22,1.0,algorithm_15,1048.48,ok
instance_22,1.0,algorithm_4,1623.0,ok
instance_22,1.0,algorithm_16,591.64,ok
instance_22,1.0,algorithm_5,4721.6,ok
instance_22,1.0,algorithm_14,4800.0,timeout
instance_22,1.0,algorithm_23,4499.2,ok
instance_22,1.0,algorithm_20,2614.72,ok
instance_22,1.0,algorithm_30,708.44,ok
instance_22,1.0,algorithm_9,3954.12,ok
instance_22,1.0,algorithm_3,577.36,ok
instance_22,1.0,algorithm_31,2649.72,ok
instance_22,1.0,algorithm_26,2014.72,ok
instance_22,1.0,algorithm_29,1041.8,ok
instance_22,1.0,algorithm_8,1185.36,ok
instance_22,1.0,algorithm_1,564.44,ok
instance_22,1.0,algorithm_19,4800.0,timeout
instance_22,1.0,algorithm_2,4800.0,timeout
instance_22,1.0,algorithm_11,113.76,ok
instance_22,1.0,algorithm_13,747.88,ok
instance_22,1.0,algorithm_25,4800.0,timeout
instance_22,1.0,algorithm_28,4800.0,timeout
instance_22,1.0,algorithm_18,2430.24,ok
instance_22,1.0,algorithm_21,4800.0,timeout
instance_22,1.0,algorithm_12,4800.0,timeout
instance_22,1.0,algorithm_17,4800.0,timeout
instance_22,1.0,algorithm_10,249.68,ok
instance_22,1.0,algorithm_24,186.28,ok
instance_22,1.0,algorithm_7,3521.72,ok
instance_22,1.0,algorithm_27,647.08,ok
instance_22,1.0,algorithm_6,1778.76,ok
instance_22,1.0,algorithm_22,1.0,ok
instance_24,1.0,algorithm_15,225.64,ok
instance_24,1.0,algorithm_4,258.28,ok
instance_24,1.0,algorithm_16,130.6,ok
instance_24,1.0,algorithm_5,284.24,ok
instance_24,1.0,algorithm_14,313.52,ok
instance_24,1.0,algorithm_23,515.88,ok
instance_24,1.0,algorithm_20,149.04,ok
instance_24,1.0,algorithm_30,427.0,ok
instance_24,1.0,algorithm_9,517.36,ok
instance_24,1.0,algorithm_3,431.2,ok
instance_24,1.0,algorithm_31,214.68,ok
instance_24,1.0,algorithm_26,409.92,ok
instance_24,1.0,algorithm_29,970.88,ok
instance_24,1.0,algorithm_8,1966.4,ok
instance_24,1.0,algorithm_1,4800.0,timeout
instance_24,1.0,algorithm_19,4800.0,timeout
instance_24,1.0,algorithm_2,4800.0,timeout
instance_24,1.0,algorithm_11,4800.0,timeout
instance_24,1.0,algorithm_13,438.4,ok
instance_24,1.0,algorithm_25,4800.0,timeout
instance_24,1.0,algorithm_28,4800.0,timeout
instance_24,1.0,algorithm_18,311.4,ok
instance_24,1.0,algorithm_21,4800.0,timeout
instance_24,1.0,algorithm_12,4800.0,timeout
instance_24,1.0,algorithm_17,4800.0,timeout
instance_24,1.0,algorithm_10,4800.0,timeout
instance_24,1.0,algorithm_24,2911.44,ok
instance_24,1.0,algorithm_7,4273.2,ok
instance_24,1.0,algorithm_27,405.08,ok
instance_24,1.0,algorithm_6,337.44,ok
instance_24,1.0,algorithm_22,4800.0,timeout
instance_27,1.0,algorithm_15,4800.0,timeout
instance_27,1.0,algorithm_4,4800.0,timeout
instance_27,1.0,algorithm_16,4800.0,timeout
instance_27,1.0,algorithm_5,4800.0,timeout
instance_27,1.0,algorithm_14,4800.0,timeout
instance_27,1.0,algorithm_23,4800.0,timeout
instance_27,1.0,algorithm_20,4800.0,timeout
