@RELATION Magnus

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_1 NUMERIC

@DATA
instance_394,1.0,0.1
instance_398,1.0,0.12
instance_399,1.0,0.14
instance_400,1.0,0.11
instance_402,1.0,0.09
instance_405,1.0,0.08
instance_406,1.0,0.09
instance_407,1.0,0.14
instance_408,1.0,0.09
instance_409,1.0,0.14
instance_411,1.0,0.12
instance_414,1.0,0.01
instance_415,1.0,0.03
instance_416,1.0,0.01
instance_419,1.0,0.04
instance_422,1.0,0.02
instance_423,1.0,0.0
instance_426,1.0,0.0
instance_430,1.0,0.02
instance_431,1.0,0.0
instance_433,1.0,0.0
instance_434,1.0,0.0
instance_436,1.0,0.0
instance_439,1.0,0.0
instance_441,1.0,0.0
instance_442,1.0,0.0
instance_443,1.0,0.0
instance_444,1.0,0.0
instance_446,1.0,0.0
instance_449,1.0,0.0
instance_450,1.0,0.0
instance_452,1.0,0.0
instance_454,1.0,0.0
instance_455,1.0,0.01
instance_456,1.0,0.03
instance_458,1.0,0.02
instance_459,1.0,0.01
instance_460,1.0,0.0
instance_463,1.0,0.02
instance_465,1.0,0.0
instance_466,1.0,0.0
instance_468,1.0,0.02
instance_469,1.0,0.0
instance_470,1.0,0.0
instance_471,1.0,0.0
instance_473,1.0,0.45
instance_474,1.0,0.02
instance_477,1.0,0.23
instance_479,1.0,0.0
instance_480,1.0,0.02
instance_484,1.0,0.0
instance_485,1.0,0.02
instance_486,1.0,0.03
instance_487,1.0,0.01
instance_488,1.0,0.07
instance_491,1.0,0.03
instance_493,1.0,0.0
instance_495,1.0,0.01
instance_498,1.0,0.01
instance_500,1.0,0.0
instance_501,1.0,0.01
instance_502,1.0,0.01
instance_504,1.0,0.01
instance_505,1.0,0.0
instance_508,1.0,0.0
instance_509,1.0,0.0
instance_510,1.0,0.01
instance_511,1.0,0.03
instance_512,1.0,0.03
instance_513,1.0,0.01
instance_514,1.0,0.0
instance_515,1.0,0.0
instance_517,1.0,0.01
instance_518,1.0,0.01
instance_521,1.0,0.08
instance_522,1.0,0.03
instance_523,1.0,0.04
instance_524,1.0,0.02
instance_525,1.0,0.01
instance_526,1.0,0.02
instance_527,1.0,0.02
instance_528,1.0,0.15
instance_529,1.0,0.02
instance_530,1.0,0.14
instance_531,1.0,0.06
instance_532,1.0,0.18
instance_534,1.0,0.06
instance_535,1.0,0.16
instance_536,1.0,0.01
instance_539,1.0,0.03
instance_540,1.0,0.02
instance_541,1.0,0.04
instance_543,1.0,0.2
instance_545,1.0,0.03
instance_546,1.0,0.07
instance_548,1.0,0.02
instance_549,1.0,0.04
instance_550,1.0,0.01
instance_552,1.0,0.49
instance_553,1.0,6.25
instance_555,1.0,5.96
instance_557,1.0,3.03
instance_559,1.0,0.32
instance_563,1.0,0.19
instance_567,1.0,4.46
instance_568,1.0,1.0
instance_569,1.0,17.5
instance_570,1.0,1.0
instance_571,1.0,0.32
instance_572,1.0,1.76
instance_573,1.0,0.13
instance_574,1.0,0.05
instance_575,1.0,0.2
instance_578,1.0,5.74
instance_579,1.0,17.45
instance_580,1.0,2.05
instance_582,1.0,0.19
instance_585,1.0,0.26
instance_586,1.0,0.28
instance_587,1.0,3.03
instance_589,1.0,0.21
instance_590,1.0,17.48
instance_591,1.0,0.2
instance_592,1.0,1.15
instance_593,1.0,0.13
instance_594,1.0,10.5
instance_595,1.0,4.47
instance_596,1.0,0.14
instance_598,1.0,1.0
instance_599,1.0,0.03
instance_600,1.0,1.15
% 
% 
% 
