@RELATION Magnus

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE feature_11 NUMERIC
@ATTRIBUTE feature_12 NUMERIC
@ATTRIBUTE feature_13 NUMERIC
@ATTRIBUTE feature_14 NUMERIC
@ATTRIBUTE feature_15 NUMERIC
@ATTRIBUTE feature_16 NUMERIC
@ATTRIBUTE feature_17 NUMERIC
@ATTRIBUTE feature_18 NUMERIC
@ATTRIBUTE feature_19 NUMERIC
@ATTRIBUTE feature_20 NUMERIC
@ATTRIBUTE feature_21 NUMERIC
@ATTRIBUTE feature_22 NUMERIC
@ATTRIBUTE feature_23 NUMERIC
@ATTRIBUTE feature_24 NUMERIC
@ATTRIBUTE feature_25 NUMERIC
@ATTRIBUTE feature_26 NUMERIC
@ATTRIBUTE feature_27 NUMERIC
@ATTRIBUTE feature_28 NUMERIC
@ATTRIBUTE feature_29 NUMERIC
@ATTRIBUTE feature_30 NUMERIC
@ATTRIBUTE feature_31 NUMERIC
@ATTRIBUTE feature_32 NUMERIC
@ATTRIBUTE feature_33 NUMERIC
@ATTRIBUTE feature_34 NUMERIC
@ATTRIBUTE feature_35 NUMERIC
@ATTRIBUTE feature_36 NUMERIC
@ATTRIBUTE feature_37 NUMERIC

@DATA
instance_32,1.0,129680.0,590440.0,0.01219,1.0,0.0,1.0,1.0,0.21963,2e-05,0.64748,1e-05,5e-05,5e-05,2e-05,0.372,1e-05,5e-05,5e-05,0.35205,0.27276,0.22222,0.71429,0.49206,0.30588,0.9832,0.0,1.0,1.0,0.03665,0.7805,0.95122,1e-05,0.0,0.0,4e-05,4e-05,0.7805
instance_33,1.0,104480.0,475640.0,0.01219,1.0,0.0,1.0,1.0,0.21966,2e-05,0.64749,1e-05,7e-05,6e-05,2e-05,0.3708,1e-05,7e-05,6e-05,0.35214,0.27304,0.22222,0.71429,0.49206,0.30569,0.98288,0.0,1.0,1.0,0.03667,0.78051,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.78051
instance_34,1.0,109264.0,494057.0,0.01198,1.0,0.0,1.0,1.0,0.22116,2e-05,0.64581,1e-05,6e-05,6e-05,2e-05,0.36703,1e-05,6e-05,5e-05,0.35534,0.28301,0.22222,0.88889,0.66667,0.30947,0.96954,0.0,1.0,1.0,0.03381,0.7819,0.95207,1e-05,0.0,0.0,5e-05,5e-05,0.7819
instance_35,1.0,112400.0,511720.0,0.01219,1.0,0.0,1.0,1.0,0.21965,2e-05,0.647,1e-05,6e-05,5e-05,2e-05,0.37,1e-05,6e-05,5e-05,0.35211,0.27286,0.22222,0.71429,0.49206,0.3059,0.98239,0.0,1.0,1.0,0.03666,0.7805,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.7805
instance_36,1.0,53176.0,240293.0,0.01199,1.0,0.0,1.0,1.0,0.2213,4e-05,0.64624,2e-05,0.00013,0.00012,4e-05,0.36681,2e-05,0.00013,0.00011,0.35524,0.28332,0.22222,0.88889,0.66667,0.30921,0.96828,0.0,1.0,1.0,0.03402,0.7819,0.95206,3e-05,0.0,1e-05,0.00011,0.0001,0.7819
instance_37,1.0,119600.0,544520.0,0.01219,1.0,0.0,1.0,1.0,0.21964,2e-05,0.64736,1e-05,6e-05,5e-05,2e-05,0.36852,1e-05,6e-05,5e-05,0.35208,0.27284,0.22222,0.71429,0.49206,0.30589,0.98343,0.0,1.0,1.0,0.03666,0.7805,0.95122,1e-05,0.0,0.0,5e-05,4e-05,0.7805
instance_38,1.0,110740.0,500735.0,0.01198,1.0,0.0,1.0,1.0,0.22115,2e-05,0.64541,1e-05,6e-05,6e-05,2e-05,0.36644,1e-05,6e-05,5e-05,0.35533,0.28305,0.22222,0.88889,0.66667,0.30952,0.9693,0.0,1.0,1.0,0.03378,0.78193,0.95207,1e-05,0.0,0.0,5e-05,5e-05,0.78193
instance_39,1.0,84172.0,380531.0,0.01198,1.0,0.0,1.0,1.0,0.2212,3e-05,0.64654,1e-05,8e-05,7e-05,3e-05,0.36567,1e-05,8e-05,7e-05,0.35536,0.28315,0.22222,0.88889,0.66667,0.3091,0.96841,0.0,1.0,1.0,0.03384,0.78193,0.95207,2e-05,0.0,1e-05,7e-05,6e-05,0.78193
instance_40,1.0,60556.0,273683.0,0.01198,1.0,0.0,1.0,1.0,0.22126,4e-05,0.64602,1e-05,0.00012,0.0001,4e-05,0.3657,2e-05,0.00012,0.0001,0.35529,0.2832,0.22222,0.88889,0.66667,0.30911,0.96903,0.0,1.0,1.0,0.03395,0.78193,0.95206,3e-05,0.0,1e-05,0.0001,9e-05,0.78193
instance_41,1.0,99670.0,450650.0,0.01198,1.0,0.0,1.0,1.0,0.22117,2e-05,0.64625,1e-05,7e-05,6e-05,2e-05,0.36678,1e-05,7e-05,6e-05,0.35536,0.28305,0.22222,0.88889,0.66667,0.30918,0.96673,0.0,1.0,1.0,0.03384,0.7819,0.95207,2e-05,0.0,0.0,6e-05,5e-05,0.7819
instance_42,1.0,93028.0,420599.0,0.01198,1.0,0.0,1.0,1.0,0.22118,2e-05,0.64583,1e-05,8e-05,7e-05,2e-05,0.36608,1e-05,8e-05,6e-05,0.35538,0.28306,0.22222,0.88889,0.66667,0.30907,0.96766,0.0,1.0,1.0,0.03384,0.78191,0.95207,2e-05,0.0,0.0,6e-05,6e-05,0.78191
instance_44,1.0,84680.0,385440.0,0.01219,1.0,0.0,1.0,1.0,0.2197,3e-05,0.64722,1e-05,8e-05,7e-05,3e-05,0.3685,1e-05,8e-05,7e-05,0.35225,0.27334,0.22222,0.71429,0.49206,0.3055,0.98436,0.0,1.0,1.0,0.03669,0.78051,0.95122,2e-05,0.0,1e-05,7e-05,6e-05,0.78051
instance_45,1.0,125500.0,567515.0,0.01198,1.0,0.0,1.0,1.0,0.22114,2e-05,0.64544,1e-05,6e-05,5e-05,2e-05,0.36721,1e-05,6e-05,5e-05,0.35528,0.28315,0.22222,0.88889,0.66667,0.30962,0.96756,0.0,1.0,1.0,0.03376,0.78192,0.95207,1e-05,0.0,0.0,5e-05,4e-05,0.78192
instance_47,1.0,81220.0,367175.0,0.01198,1.0,0.0,1.0,1.0,0.2212,3e-05,0.64663,1e-05,9e-05,8e-05,3e-05,0.36647,1e-05,9e-05,7e-05,0.35536,0.2831,0.22222,0.88889,0.66667,0.3091,0.96885,0.0,1.0,1.0,0.03387,0.78192,0.95207,2e-05,0.0,1e-05,7e-05,7e-05,0.78192
instance_48,1.0,108800.0,495320.0,0.01219,1.0,0.0,1.0,1.0,0.21966,2e-05,0.64713,1e-05,6e-05,6e-05,2e-05,0.36936,1e-05,6e-05,6e-05,0.35212,0.27307,0.22222,0.71429,0.49206,0.30581,0.98222,0.0,1.0,1.0,0.03666,0.78051,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.78051
instance_49,1.0,83240.0,378880.0,0.01219,1.0,0.0,1.0,1.0,0.2197,3e-05,0.64745,1e-05,8e-05,7e-05,3e-05,0.36961,1e-05,8e-05,7e-05,0.35225,0.27342,0.22222,0.71429,0.49206,0.30552,0.98432,0.0,1.0,1.0,0.03669,0.78051,0.95122,2e-05,0.0,1e-05,7e-05,6e-05,0.78051
instance_50,1.0,82696.0,373853.0,0.01198,1.0,0.0,1.0,1.0,0.2212,3e-05,0.64616,1e-05,9e-05,7e-05,3e-05,0.36624,1e-05,8e-05,7e-05,0.35537,0.28305,0.22222,0.88889,0.66667,0.3091,0.96863,0.0,1.0,1.0,0.03384,0.78194,0.95207,2e-05,0.0,1e-05,7e-05,6e-05,0.78194
instance_51,1.0,17427.0,50520.0,0.00936,1.0,0.0,1.0,1.0,0.34495,0.00013,1.14025,2e-05,0.00756,0.00754,0.00013,0.75697,6e-05,0.02186,0.02181,0.49408,0.18111,0.00524,1.0,0.99476,0.49098,0.30447,0.0,1.0,1.0,0.0094,0.68357,0.99982,0.0001,0.0,0.0,0.00754,0.00754,0.83698
instance_53,1.0,17443.0,50568.0,0.00935,1.0,0.0,1.0,1.0,0.34494,0.00013,1.13985,2e-05,0.00755,0.00753,0.00013,0.757,6e-05,0.02184,0.02179,0.49408,0.1811,0.00524,1.0,0.99476,0.49099,0.30438,0.0,1.0,1.0,0.00939,0.68355,0.99982,0.0001,0.0,0.0,0.00753,0.00753,0.83697
instance_54,1.0,17427.0,50520.0,0.00936,1.0,0.0,1.0,1.0,0.34495,0.00013,1.14028,2e-05,0.00756,0.00754,0.00013,0.75697,6e-05,0.02186,0.02181,0.49408,0.18111,0.00524,1.0,0.99476,0.49098,0.30447,0.0,1.0,1.0,0.0094,0.68357,0.99982,0.0001,0.0,0.0,0.00754,0.00754,0.83698
instance_55,1.0,17443.0,50568.0,0.00935,1.0,0.0,1.0,1.0,0.34494,0.00013,1.13985,2e-05,0.00755,0.00753,0.00013,0.757,6e-05,0.02184,0.02179,0.49408,0.1811,0.00524,1.0,0.99476,0.49099,0.30438,0.0,1.0,1.0,0.00939,0.68355,0.99982,0.0001,0.0,0.0,0.00753,0.00753,0.83697
instance_56,1.0,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.1418,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699
instance_57,1.0,17427.0,50528.0,0.00936,1.0,0.0,1.0,1.0,0.3449,0.00013,1.14331,2e-05,0.00772,0.0077,0.00013,0.77165,6e-05,0.02232,0.02226,0.49408,0.18108,0.00513,1.0,0.99487,0.49094,0.30461,0.0,1.0,1.0,0.0094,0.68362,0.99982,0.0001,0.0,0.0,0.0077,0.0077,0.837
instance_58,1.0,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.1418,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699
instance_59,1.0,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.1418,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699
instance_62,1.0,17427.0,50516.0,0.00936,1.0,0.0,1.0,1.0,0.34498,0.00013,1.13867,2e-05,0.00748,0.00746,0.00013,0.74963,6e-05,0.02163,0.02158,0.49408,0.18112,0.00529,1.0,0.99471,0.491,0.30441,0.0,1.0,1.0,0.0094,0.68355,0.99982,0.0001,0.0,0.0,0.00746,0.00746,0.83696
instance_63,1.0,17427.0,50516.0,0.00936,1.0,0.0,1.0,1.0,0.34498,0.00013,1.1387,2e-05,0.00748,0.00746,0.00013,0.74963,6e-05,0.02163,0.02158,0.49408,0.18112,0.00529,1.0,0.99471,0.491,0.30441,0.0,1.0,1.0,0.0094,0.68355,0.99982,0.0001,0.0,0.0,0.00746,0.00746,0.83696
instance_65,1.0,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.14178,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699
instance_66,1.0,17443.0,50568.0,0.00935,1.0,0.0,1.0,1.0,0.34494,0.00013,1.13985,2e-05,0.00755,0.00753,0.00013,0.757,6e-05,0.02184,0.02179,0.49408,0.1811,0.00524,1.0,0.99476,0.49099,0.30438,0.0,1.0,1.0,0.00939,0.68355,0.99982,0.0001,0.0,0.0,0.00753,0.00753,0.83697
instance_68,1.0,17443.0,50564.0,0.00935,1.0,0.0,1.0,1.0,0.34497,0.00013,1.13796,2e-05,0.00748,0.00746,0.00013,0.74966,6e-05,0.02161,0.02156,0.49408,0.18111,0.00529,1.0,0.99471,0.491,0.30432,0.0,1.0,1.0,0.00939,0.68353,0.99982,0.0001,0.0,0.0,0.00746,0.00746,0.83696
instance_70,1.0,17427.0,50520.0,0.00936,1.0,0.0,1.0,1.0,0.34495,0.00013,1.14028,2e-05,0.00756,0.00754,0.00013,0.75697,6e-05,0.02186,0.02181,0.49408,0.18111,0.00524,1.0,0.99476,0.49098,0.30447,0.0,1.0,1.0,0.0094,0.68357,0.99982,0.0001,0.0,0.0,0.00754,0.00754,0.83698
instance_71,1.0,17427.0,50528.0,0.00936,1.0,0.0,1.0,1.0,0.3449,0.00013,1.14331,2e-05,0.00772,0.0077,0.00013,0.77165,6e-05,0.02232,0.02226,0.49408,0.18108,0.00513,1.0,0.99487,0.49094,0.30461,0.0,1.0,1.0,0.0094,0.68362,0.99982,0.0001,0.0,0.0,0.0077,0.0077,0.837
instance_72,1.0,17427.0,50520.0,0.00936,1.0,0.0,1.0,1.0,0.34495,0.00013,1.14025,2e-05,0.00756,0.00754,0.00013,0.75697,6e-05,0.02186,0.02181,0.49408,0.18111,0.00524,1.0,0.99476,0.49098,0.30447,0.0,1.0,1.0,0.0094,0.68357,0.99982,0.0001,0.0,0.0,0.00754,0.00754,0.83698
instance_73,1.0,17427.0,50516.0,0.00936,1.0,0.0,1.0,1.0,0.34498,0.00013,1.1387,2e-05,0.00748,0.00746,0.00013,0.74963,6e-05,0.02163,0.02158,0.49408,0.18112,0.00529,1.0,0.99471,0.491,0.30441,0.0,1.0,1.0,0.0094,0.68355,0.99982,0.0001,0.0,0.0,0.00746,0.00746,0.83696
instance_74,1.0,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.1418,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699
instance_77,1.0,312602.0,935326.0,0.00358,1.0,0.0,1.0,1.0,0.33422,1e-05,0.0,0.0,0.00058,0.00058,1e-05,0.0,0.0,0.00174,0.00174,0.49883,0.18287,0.00366,1.0,0.99634,0.49644,0.0,0.0,1.0,1.0,0.00358,0.66232,0.98591,1e-05,0.0,0.0,0.00058,0.00058,0.81881
instance_78,1.0,312601.0,934785.0,0.00358,1.0,0.0,1.0,1.0,0.33441,1e-05,0.0,0.0,0.00058,0.00058,1e-05,0.0,0.0,0.00174,0.00174,0.49883,0.18286,0.00366,1.0,0.99634,0.49659,0.0,0.0,1.0,1.0,0.00358,0.66213,0.9859,1e-05,0.0,0.0,0.00058,0.00058,0.8187
instance_79,1.0,49689.0,150164.0,0.00369,1.0,0.0,1.0,1.0,0.3309,5e-05,1.23893,1e-05,0.00257,0.00256,5e-05,1.03711,2e-05,0.00775,0.00773,0.49833,0.18286,0.00518,1.0,0.99482,0.49387,0.25788,0.0,1.0,1.0,0.0037,0.66596,0.98631,4e-05,0.0,0.0,0.00256,0.00256,0.82088
instance_80,1.0,50952.0,153843.0,0.0036,1.0,0.0,1.0,1.0,0.33119,5e-05,1.27138,1e-05,0.00285,0.00284,5e-05,1.06727,2e-05,0.00858,0.00856,0.4984,0.18309,0.00457,1.0,0.99543,0.4942,0.25577,0.0,1.0,1.0,0.00361,0.66574,0.98665,4e-05,0.0,0.0,0.00283,0.00283,0.82106
instance_81,1.0,50950.0,152969.0,0.00362,1.0,0.0,1.0,1.0,0.33307,5e-05,1.21782,1e-05,0.00284,0.00283,5e-05,0.84098,2e-05,0.0085,0.00848,0.49842,0.18304,0.00461,1.0,0.99539,0.49559,0.25012,0.0,1.0,1.0,0.00363,0.66384,0.98659,4e-05,0.0,0.0,0.00282,0.00282,0.82006
instance_82,1.0,49694.0,152093.0,0.00364,1.0,0.0,1.0,1.0,0.32673,5e-05,1.34671,1e-05,0.00256,0.00256,5e-05,1.38168,2e-05,0.00783,0.00781,0.49828,0.18305,0.00513,1.0,0.99487,0.49079,0.26994,0.0,1.0,1.0,0.00365,0.67016,0.98646,4e-05,0.0,0.0,0.00255,0.00255,0.82312
instance_83,1.0,50951.0,153406.0,0.00361,1.0,0.0,1.0,1.0,0.33213,5e-05,1.24456,1e-05,0.00286,0.00285,5e-05,0.96132,2e-05,0.00858,0.00856,0.49841,0.18305,0.00457,1.0,0.99543,0.49489,0.25291,0.0,1.0,1.0,0.00362,0.66479,0.98662,4e-05,0.0,0.0,0.00284,0.00284,0.82056
instance_85,1.0,312596.0,932084.0,0.00359,1.0,0.0,1.0,1.0,0.33537,1e-05,0.0,0.0,0.00058,0.00058,1e-05,0.0,0.0,0.00172,0.00171,0.49884,0.18289,0.00372,1.0,0.99628,0.4973,0.0,0.0,1.0,1.0,0.00359,0.66115,0.98587,1e-05,0.0,0.0,0.00058,0.00058,0.81818
instance_86,1.0,49688.0,149783.0,0.0037,1.0,0.0,1.0,1.0,0.33173,5e-05,1.21755,1e-05,0.00258,0.00257,5e-05,0.95356,2e-05,0.00775,0.00773,0.49834,0.18283,0.00518,1.0,0.99482,0.49449,0.25538,0.0,1.0,1.0,0.00371,0.66512,0.98629,4e-05,0.0,0.0,0.00256,0.00256,0.82043
instance_88,1.0,312604.0,936412.0,0.00357,1.0,0.0,1.0,1.0,0.33383,1e-05,0.0,0.0,0.00058,0.00058,1e-05,0.0,0.0,0.00174,0.00174,0.49883,0.18285,0.00366,1.0,0.99634,0.49616,0.0,0.0,1.0,1.0,0.00357,0.66271,0.98592,1e-05,0.0,0.0,0.00058,0.00058,0.81901
instance_90,1.0,50953.0,154272.0,0.00359,1.0,0.0,1.0,1.0,0.33028,5e-05,1.29622,1e-05,0.00284,0.00283,5e-05,1.15946,2e-05,0.00858,0.00856,0.49839,0.18311,0.00457,1.0,0.99543,0.49352,0.25842,0.0,1.0,1.0,0.0036,0.66666,0.98668,4e-05,0.0,0.0,0.00283,0.00283,0.82156
