@RELATION Camilla

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE obj NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_7,1.0,algorithm_4,0.0,ok
instance_7,1.0,algorithm_3,1.0,timeout
instance_7,1.0,algorithm_1,0.0,ok
instance_7,1.0,algorithm_2,1.0,timeout
instance_7,1.0,algorithm_13,1.0,timeout
instance_7,1.0,algorithm_19,0.0,ok
instance_7,1.0,algorithm_16,0.0,ok
instance_7,1.0,algorithm_20,1.0,timeout
instance_7,1.0,algorithm_21,0.0,ok
instance_7,1.0,algorithm_5,1.0,timeout
instance_7,1.0,algorithm_11,0.9,ok
instance_7,1.0,algorithm_12,1.0,timeout
instance_7,1.0,algorithm_14,1.0,timeout
instance_7,1.0,algorithm_18,0.0,ok
instance_7,1.0,algorithm_10,1.0,timeout
instance_7,1.0,algorithm_9,1.0,timeout
instance_7,1.0,algorithm_22,0.0,ok
instance_7,1.0,algorithm_8,1.0,timeout
instance_7,1.0,algorithm_7,1.0,timeout
instance_8,1.0,algorithm_15,1.0,timeout
instance_8,1.0,algorithm_17,1.0,timeout
instance_8,1.0,algorithm_6,0.0,ok
instance_8,1.0,algorithm_4,0.0,ok
instance_8,1.0,algorithm_3,1.0,timeout
instance_8,1.0,algorithm_1,0.0,ok
instance_8,1.0,algorithm_2,0.9,ok
instance_8,1.0,algorithm_13,1.0,timeout
instance_8,1.0,algorithm_19,0.0,ok
instance_8,1.0,algorithm_16,0.0,ok
instance_8,1.0,algorithm_20,1.0,timeout
instance_8,1.0,algorithm_21,0.0,ok
instance_8,1.0,algorithm_5,1.0,timeout
instance_8,1.0,algorithm_11,1.0,timeout
instance_8,1.0,algorithm_12,1.0,timeout
instance_8,1.0,algorithm_14,1.0,timeout
instance_8,1.0,algorithm_18,0.0,ok
instance_8,1.0,algorithm_10,1.0,timeout
instance_8,1.0,algorithm_9,1.0,timeout
instance_8,1.0,algorithm_22,0.0,ok
instance_8,1.0,algorithm_8,1.0,timeout
instance_8,1.0,algorithm_7,0.18,ok
instance_12,1.0,algorithm_15,1.0,timeout
instance_12,1.0,algorithm_17,1.0,ok
instance_12,1.0,algorithm_6,1.0,ok
instance_12,1.0,algorithm_4,1.0,ok
instance_12,1.0,algorithm_3,1.0,timeout
instance_12,1.0,algorithm_1,1.0,ok
instance_12,1.0,algorithm_2,1.0,ok
instance_12,1.0,algorithm_13,1.0,timeout
instance_12,1.0,algorithm_19,1.0,ok
instance_12,1.0,algorithm_16,1.0,ok
instance_12,1.0,algorithm_20,1.0,ok
instance_12,1.0,algorithm_21,1.0,ok
instance_12,1.0,algorithm_5,1.0,ok
instance_12,1.0,algorithm_11,1.0,ok
instance_12,1.0,algorithm_12,1.0,ok
instance_12,1.0,algorithm_14,1.0,ok
instance_12,1.0,algorithm_18,1.0,ok
instance_12,1.0,algorithm_10,1.0,ok
instance_12,1.0,algorithm_9,1.0,timeout
instance_12,1.0,algorithm_22,1.0,ok
instance_12,1.0,algorithm_8,1.0,ok
instance_12,1.0,algorithm_7,1.0,ok
instance_13,1.0,algorithm_15,1.0,ok
instance_13,1.0,algorithm_17,1.0,ok
instance_13,1.0,algorithm_6,1.0,ok
instance_13,1.0,algorithm_4,1.0,ok
instance_13,1.0,algorithm_3,1.0,ok
instance_13,1.0,algorithm_1,1.0,ok
instance_13,1.0,algorithm_2,1.0,ok
instance_13,1.0,algorithm_13,1.0,timeout
instance_13,1.0,algorithm_19,1.0,ok
instance_13,1.0,algorithm_16,1.0,ok
instance_13,1.0,algorithm_20,1.0,ok
instance_13,1.0,algorithm_21,1.0,ok
instance_13,1.0,algorithm_5,1.0,timeout
instance_13,1.0,algorithm_11,1.0,ok
instance_13,1.0,algorithm_12,1.0,ok
instance_13,1.0,algorithm_14,1.0,ok
instance_13,1.0,algorithm_18,1.0,ok
instance_13,1.0,algorithm_10,1.0,timeout
instance_13,1.0,algorithm_9,1.0,timeout
instance_13,1.0,algorithm_22,1.0,ok
instance_13,1.0,algorithm_8,1.0,ok
instance_13,1.0,algorithm_7,1.0,ok
instance_14,1.0,algorithm_15,1.0,ok
instance_14,1.0,algorithm_17,1.0,ok
instance_14,1.0,algorithm_6,1.0,ok
instance_14,1.0,algorithm_4,1.0,ok
instance_14,1.0,algorithm_3,1.0,timeout
instance_14,1.0,algorithm_1,1.0,ok
instance_14,1.0,algorithm_2,1.0,timeout
instance_14,1.0,algorithm_13,1.0,timeout
instance_14,1.0,algorithm_19,1.0,ok
instance_14,1.0,algorithm_16,1.0,ok
instance_14,1.0,algorithm_20,1.0,ok
instance_14,1.0,algorithm_21,1.0,ok
instance_14,1.0,algorithm_5,1.0,ok
instance_14,1.0,algorithm_11,1.0,ok
instance_14,1.0,algorithm_12,1.0,timeout
instance_14,1.0,algorithm_14,1.0,ok
instance_14,1.0,algorithm_18,1.0,ok
instance_14,1.0,algorithm_10,1.0,timeout
instance_14,1.0,algorithm_9,1.0,timeout
instance_14,1.0,algorithm_22,1.0,ok
instance_14,1.0,algorithm_8,1.0,ok
instance_14,1.0,algorithm_7,1.0,timeout
instance_15,1.0,algorithm_15,1.0,ok
instance_15,1.0,algorithm_17,1.0,ok
instance_15,1.0,algorithm_6,1.0,ok
instance_15,1.0,algorithm_4,1.0,ok
instance_15,1.0,algorithm_3,1.0,ok
instance_15,1.0,algorithm_1,1.0,ok
instance_15,1.0,algorithm_2,1.0,ok
instance_15,1.0,algorithm_13,1.0,timeout
instance_15,1.0,algorithm_19,1.0,ok
instance_15,1.0,algorithm_16,1.0,ok
instance_15,1.0,algorithm_20,1.0,ok
instance_15,1.0,algorithm_21,1.0,ok
instance_15,1.0,algorithm_5,1.0,ok
instance_15,1.0,algorithm_11,1.0,ok
instance_15,1.0,algorithm_12,1.0,ok
instance_15,1.0,algorithm_14,1.0,ok
instance_15,1.0,algorithm_18,1.0,ok
instance_15,1.0,algorithm_10,1.0,timeout
instance_15,1.0,algorithm_9,1.0,timeout
instance_15,1.0,algorithm_22,1.0,ok
instance_15,1.0,algorithm_8,1.0,ok
instance_15,1.0,algorithm_7,1.0,ok
instance_17,1.0,algorithm_15,0.3369982158786798,ok
instance_17,1.0,algorithm_17,0.0,ok
instance_17,1.0,algorithm_6,0.9,ok
instance_17,1.0,algorithm_4,0.0,ok
instance_17,1.0,algorithm_3,0.3117082961641392,ok
instance_17,1.0,algorithm_1,0.0,ok
instance_17,1.0,algorithm_2,0.15254237288135594,ok
instance_17,1.0,algorithm_13,1.0,timeout
instance_17,1.0,algorithm_19,0.0,ok
instance_17,1.0,algorithm_16,1.0,timeout
instance_17,1.0,algorithm_20,1.0,timeout
instance_17,1.0,algorithm_21,1.0,timeout
instance_17,1.0,algorithm_5,1.0,timeout
instance_17,1.0,algorithm_11,1.0,timeout
instance_17,1.0,algorithm_12,0.0,ok
instance_17,1.0,algorithm_14,0.0,ok
instance_17,1.0,algorithm_18,0.0,ok
instance_17,1.0,algorithm_10,0.0,ok
instance_17,1.0,algorithm_9,1.0,timeout
instance_17,1.0,algorithm_22,1.0,timeout
instance_17,1.0,algorithm_8,1.0,timeout
instance_17,1.0,algorithm_7,0.15254237288135594,ok
instance_18,1.0,algorithm_15,0.0,ok
instance_18,1.0,algorithm_17,0.0,ok
instance_18,1.0,algorithm_6,0.0,ok
instance_18,1.0,algorithm_4,0.0,ok
instance_18,1.0,algorithm_3,0.06825568797399784,ok
instance_18,1.0,algorithm_1,0.0,ok
instance_18,1.0,algorithm_2,0.054604550379198265,ok
instance_18,1.0,algorithm_13,1.0,timeout
instance_18,1.0,algorithm_19,0.0,ok
instance_18,1.0,algorithm_16,1.0,timeout
instance_18,1.0,algorithm_20,1.0,timeout
instance_18,1.0,algorithm_21,1.0,timeout
instance_18,1.0,algorithm_5,1.0,timeout
instance_18,1.0,algorithm_11,0.0,ok
instance_18,1.0,algorithm_12,0.0,ok
instance_18,1.0,algorithm_14,0.0,ok
instance_18,1.0,algorithm_18,0.0,ok
instance_18,1.0,algorithm_10,0.0,ok
instance_18,1.0,algorithm_9,1.0,timeout
instance_18,1.0,algorithm_22,1.0,timeout
instance_18,1.0,algorithm_8,0.9,ok
instance_18,1.0,algorithm_7,0.05850487540628386,ok
instance_19,1.0,algorithm_15,0.0,ok
instance_19,1.0,algorithm_17,0.0,ok
instance_19,1.0,algorithm_6,0.0,ok
instance_19,1.0,algorithm_4,0.0,ok
instance_19,1.0,algorithm_3,0.1951497860199715,ok
instance_19,1.0,algorithm_1,0.21697574893009985,ok
instance_19,1.0,algorithm_2,0.0,ok
instance_19,1.0,algorithm_13,1.0,timeout
instance_19,1.0,algorithm_19,0.0,ok
instance_19,1.0,algorithm_16,0.48915834522111273,ok
instance_19,1.0,algorithm_20,0.48915834522111273,ok
instance_19,1.0,algorithm_21,0.6329529243937232,ok
instance_19,1.0,algorithm_5,0.48915834522111273,ok
instance_19,1.0,algorithm_11,0.08088445078459344,ok
instance_19,1.0,algorithm_12,0.0,ok
instance_19,1.0,algorithm_14,0.0,ok
instance_19,1.0,algorithm_18,0.0,ok
instance_19,1.0,algorithm_10,0.0,ok
instance_19,1.0,algorithm_9,1.0,timeout
instance_19,1.0,algorithm_22,0.48915834522111273,ok
instance_19,1.0,algorithm_8,0.9,ok
instance_19,1.0,algorithm_7,0.5148359486447932,ok
instance_20,1.0,algorithm_15,0.0,ok
instance_20,1.0,algorithm_17,0.0,ok
instance_20,1.0,algorithm_6,0.0,ok
instance_20,1.0,algorithm_4,0.0,ok
instance_20,1.0,algorithm_3,0.0,ok
instance_20,1.0,algorithm_1,0.0,ok
instance_20,1.0,algorithm_2,0.0,ok
instance_20,1.0,algorithm_13,1.0,timeout
instance_20,1.0,algorithm_19,0.0,ok
instance_20,1.0,algorithm_16,0.9,ok
instance_20,1.0,algorithm_20,0.9,ok
instance_20,1.0,algorithm_21,1.0,timeout
instance_20,1.0,algorithm_5,0.9,ok
instance_20,1.0,algorithm_11,0.0,ok
instance_20,1.0,algorithm_12,0.0,ok
instance_20,1.0,algorithm_14,0.0,ok
instance_20,1.0,algorithm_18,0.0,ok
instance_20,1.0,algorithm_10,0.0,ok
instance_20,1.0,algorithm_9,1.0,timeout
instance_20,1.0,algorithm_22,0.9,ok
instance_20,1.0,algorithm_8,0.0,ok
instance_20,1.0,algorithm_7,0.0,ok
instance_21,1.0,algorithm_15,0.0,ok
instance_21,1.0,algorithm_17,0.0,ok
instance_21,1.0,algorithm_6,0.0,ok
instance_21,1.0,algorithm_4,0.0,ok
instance_21,1.0,algorithm_3,0.503559510567297,ok
instance_21,1.0,algorithm_1,1.0,timeout
instance_21,1.0,algorithm_2,0.0,ok
instance_21,1.0,algorithm_13,0.7007786429365962,ok
instance_21,1.0,algorithm_19,0.0,ok
instance_21,1.0,algorithm_16,1.0,timeout
instance_21,1.0,algorithm_20,1.0,timeout
instance_21,1.0,algorithm_21,1.0,timeout
instance_21,1.0,algorithm_5,1.0,timeout
instance_21,1.0,algorithm_11,0.0,ok
instance_21,1.0,algorithm_12,0.0,ok
instance_21,1.0,algorithm_14,0.0,ok
instance_21,1.0,algorithm_18,0.0,ok
instance_21,1.0,algorithm_10,0.0,ok
instance_21,1.0,algorithm_9,0.6286985539488321,ok
instance_21,1.0,algorithm_22,0.9,ok
instance_21,1.0,algorithm_8,0.0,ok
instance_21,1.0,algorithm_7,1.0,timeout
instance_23,1.0,algorithm_15,0.0001314828341855369,ok
instance_23,1.0,algorithm_17,1.0,timeout
instance_23,1.0,algorithm_6,0.0,ok
instance_23,1.0,algorithm_4,0.0,ok
instance_23,1.0,algorithm_3,0.9,ok
instance_23,1.0,algorithm_1,0.3547406866325786,ok
instance_23,1.0,algorithm_2,0.0,ok
instance_23,1.0,algorithm_13,0.8033601168736304,ok
instance_23,1.0,algorithm_19,0.0,ok
instance_23,1.0,algorithm_16,0.3547406866325786,ok
instance_23,1.0,algorithm_20,0.3547406866325786,ok
instance_23,1.0,algorithm_21,1.0,timeout
instance_23,1.0,algorithm_5,0.3547406866325786,ok
instance_23,1.0,algorithm_11,0.0,ok
instance_23,1.0,algorithm_12,0.0,ok
instance_23,1.0,algorithm_14,0.0,ok
instance_23,1.0,algorithm_18,0.0,ok
instance_23,1.0,algorithm_10,1.0,timeout
instance_23,1.0,algorithm_9,0.45335281227173124,ok
instance_23,1.0,algorithm_22,0.3547406866325786,ok
instance_23,1.0,algorithm_8,0.0,ok
instance_23,1.0,algorithm_7,1.0,timeout
instance_24,1.0,algorithm_15,1.5170670037926676e-05,ok
instance_24,1.0,algorithm_17,1.0,timeout
instance_24,1.0,algorithm_6,0.0,ok
instance_24,1.0,algorithm_4,0.0,ok
instance_24,1.0,algorithm_3,1.0,timeout
instance_24,1.0,algorithm_1,0.15163084702907711,ok
instance_24,1.0,algorithm_2,0.13486725663716814,ok
instance_24,1.0,algorithm_13,0.30913274336283186,ok
instance_24,1.0,algorithm_19,0.0,ok
instance_24,1.0,algorithm_16,0.14707964601769913,ok
instance_24,1.0,algorithm_20,0.1607180783817952,ok
instance_24,1.0,algorithm_21,0.1622503160556258,ok
instance_24,1.0,algorithm_5,0.15163084702907711,ok
instance_24,1.0,algorithm_11,0.5472970922882427,ok
instance_24,1.0,algorithm_12,1.0,timeout
instance_24,1.0,algorithm_14,1.0,timeout
instance_24,1.0,algorithm_18,0.0,ok
instance_24,1.0,algorithm_10,1.0,timeout
instance_24,1.0,algorithm_9,0.9,ok
instance_24,1.0,algorithm_22,0.1652692793931732,ok
instance_24,1.0,algorithm_8,0.4347458912768647,ok
instance_24,1.0,algorithm_7,0.18043994943109987,ok
instance_25,1.0,algorithm_15,0.0,ok
instance_25,1.0,algorithm_17,0.0,ok
instance_25,1.0,algorithm_6,0.0,ok
instance_25,1.0,algorithm_4,0.0,ok
instance_25,1.0,algorithm_3,0.243609022556391,ok
instance_25,1.0,algorithm_1,0.9,ok
instance_25,1.0,algorithm_2,0.0,ok
instance_25,1.0,algorithm_13,0.11390977443609024,ok
instance_25,1.0,algorithm_19,0.0,ok
instance_25,1.0,algorithm_16,0.9,ok
instance_25,1.0,algorithm_20,0.9,ok
instance_25,1.0,algorithm_21,1.0,timeout
instance_25,1.0,algorithm_5,0.9,ok
instance_25,1.0,algorithm_11,0.0,ok
instance_25,1.0,algorithm_12,0.0,ok
instance_25,1.0,algorithm_14,0.0,ok
instance_25,1.0,algorithm_18,0.0,ok
instance_25,1.0,algorithm_10,0.0,ok
instance_25,1.0,algorithm_9,0.022556390977443608,ok
instance_25,1.0,algorithm_22,0.9,ok
instance_25,1.0,algorithm_8,0.0,ok
instance_25,1.0,algorithm_7,0.6766917293233082,ok
instance_26,1.0,algorithm_15,0.0,ok
instance_26,1.0,algorithm_17,0.0,ok
instance_26,1.0,algorithm_6,0.0,ok
instance_26,1.0,algorithm_4,0.0,ok
instance_26,1.0,algorithm_3,0.21951219512195122,ok
instance_26,1.0,algorithm_1,0.021951219512195124,ok
instance_26,1.0,algorithm_2,1.0,timeout
instance_26,1.0,algorithm_13,0.0,ok
instance_26,1.0,algorithm_19,0.0,ok
instance_26,1.0,algorithm_16,0.0,ok
instance_26,1.0,algorithm_20,0.0,ok
instance_26,1.0,algorithm_21,0.0,ok
instance_26,1.0,algorithm_5,0.04390243902439025,ok
instance_26,1.0,algorithm_11,0.0,ok
instance_26,1.0,algorithm_12,0.0,ok
instance_26,1.0,algorithm_14,0.0,ok
instance_26,1.0,algorithm_18,0.0,ok
instance_26,1.0,algorithm_10,0.06585365853658537,ok
instance_26,1.0,algorithm_9,0.8999999999999999,ok
instance_26,1.0,algorithm_22,0.0,ok
instance_26,1.0,algorithm_8,0.0,ok
instance_26,1.0,algorithm_7,0.0,ok
instance_28,1.0,algorithm_15,0.03461538461538462,ok
instance_28,1.0,algorithm_17,0.45000000000000007,ok
instance_28,1.0,algorithm_6,0.0,ok
instance_28,1.0,algorithm_4,0.0,ok
instance_28,1.0,algorithm_3,0.34615384615384615,ok
instance_28,1.0,algorithm_1,0.2076923076923077,ok
instance_28,1.0,algorithm_2,1.0,timeout
instance_28,1.0,algorithm_13,0.01730769230769231,ok
instance_28,1.0,algorithm_19,0.10384615384615385,ok
instance_28,1.0,algorithm_16,0.03461538461538462,ok
instance_28,1.0,algorithm_20,0.1903846153846154,ok
instance_28,1.0,algorithm_21,0.051923076923076926,ok
instance_28,1.0,algorithm_5,0.2076923076923077,ok
instance_28,1.0,algorithm_11,0.01730769230769231,ok
instance_28,1.0,algorithm_12,0.17307692307692307,ok
instance_28,1.0,algorithm_14,0.13846153846153847,ok
instance_28,1.0,algorithm_18,0.0,ok
instance_28,1.0,algorithm_10,0.27692307692307694,ok
instance_28,1.0,algorithm_9,0.9000000000000001,ok
instance_28,1.0,algorithm_22,0.01730769230769231,ok
instance_28,1.0,algorithm_8,0.01730769230769231,ok
instance_28,1.0,algorithm_7,0.45000000000000007,ok
instance_29,1.0,algorithm_15,0.0,ok
instance_29,1.0,algorithm_17,0.0,ok
instance_29,1.0,algorithm_6,0.0,ok
instance_29,1.0,algorithm_4,0.0,ok
instance_29,1.0,algorithm_3,0.4411764705882353,ok
instance_29,1.0,algorithm_1,0.10588235294117648,ok
instance_29,1.0,algorithm_2,1.0,timeout
instance_29,1.0,algorithm_13,0.0,ok
instance_29,1.0,algorithm_19,0.0,ok
instance_29,1.0,algorithm_16,0.05294117647058824,ok
instance_29,1.0,algorithm_20,0.07058823529411765,ok
instance_29,1.0,algorithm_21,0.01764705882352941,ok
instance_29,1.0,algorithm_5,0.10588235294117648,ok
instance_29,1.0,algorithm_11,0.0,ok
instance_29,1.0,algorithm_12,0.0,ok
instance_29,1.0,algorithm_14,0.0,ok
instance_29,1.0,algorithm_18,0.0,ok
instance_29,1.0,algorithm_10,0.05294117647058824,ok
instance_29,1.0,algorithm_9,0.9,ok
instance_29,1.0,algorithm_22,0.0,ok
instance_29,1.0,algorithm_8,0.0,ok
instance_29,1.0,algorithm_7,0.24705882352941175,ok
instance_30,1.0,algorithm_15,0.0,ok
instance_30,1.0,algorithm_17,0.0,ok
instance_30,1.0,algorithm_6,0.0,ok
instance_30,1.0,algorithm_4,0.0,ok
instance_30,1.0,algorithm_3,0.0,ok
instance_30,1.0,algorithm_1,0.0,ok
instance_30,1.0,algorithm_2,0.1875,ok
instance_30,1.0,algorithm_13,0.0,ok
instance_30,1.0,algorithm_19,0.0,ok
instance_30,1.0,algorithm_16,0.0,ok
instance_30,1.0,algorithm_20,0.0,ok
instance_30,1.0,algorithm_21,0.0,ok
instance_30,1.0,algorithm_5,0.13125,ok
instance_30,1.0,algorithm_11,0.0,ok
instance_30,1.0,algorithm_12,0.0,ok
instance_30,1.0,algorithm_14,0.0,ok
instance_30,1.0,algorithm_18,0.0,ok
instance_30,1.0,algorithm_10,0.0,ok
instance_30,1.0,algorithm_9,0.9,ok
instance_30,1.0,algorithm_22,0.0,ok
instance_30,1.0,algorithm_8,0.0,ok
instance_30,1.0,algorithm_7,0.0,ok
instance_32,1.0,algorithm_15,0.0,ok
instance_32,1.0,algorithm_17,0.0,ok
instance_32,1.0,algorithm_6,0.0,ok
instance_32,1.0,algorithm_4,0.0,ok
instance_32,1.0,algorithm_3,0.9,ok
instance_32,1.0,algorithm_1,0.0,ok
instance_32,1.0,algorithm_2,0.0,ok
instance_32,1.0,algorithm_13,0.0,ok
instance_32,1.0,algorithm_19,0.0,ok
instance_32,1.0,algorithm_16,0.0,ok
instance_32,1.0,algorithm_20,0.0,ok
instance_32,1.0,algorithm_21,0.0,ok
instance_32,1.0,algorithm_5,0.0,ok
instance_32,1.0,algorithm_11,0.0,ok
instance_32,1.0,algorithm_12,0.0,ok
instance_32,1.0,algorithm_14,0.0,ok
instance_32,1.0,algorithm_18,0.0,ok
instance_32,1.0,algorithm_10,0.15254237288135594,ok
instance_32,1.0,algorithm_9,0.0,ok
instance_32,1.0,algorithm_22,0.0,ok
instance_32,1.0,algorithm_8,0.0,ok
instance_32,1.0,algorithm_7,0.0,ok
instance_35,1.0,algorithm_15,0.0,ok
instance_35,1.0,algorithm_17,0.028116551516972066,ok
instance_35,1.0,algorithm_6,0.0,ok
instance_35,1.0,algorithm_4,1.0,timeout
instance_35,1.0,algorithm_3,0.9,ok
instance_35,1.0,algorithm_1,0.0,ok
instance_35,1.0,algorithm_2,0.0,ok
instance_35,1.0,algorithm_13,0.0,ok
instance_35,1.0,algorithm_19,1.0,timeout
instance_35,1.0,algorithm_16,0.0,ok
instance_35,1.0,algorithm_20,0.0,ok
instance_35,1.0,algorithm_21,0.036565034544908386,ok
instance_35,1.0,algorithm_5,0.27055422048663264,ok
instance_35,1.0,algorithm_11,0.0,ok
instance_35,1.0,algorithm_12,0.0,ok
instance_35,1.0,algorithm_14,0.04764944427756083,ok
instance_35,1.0,algorithm_18,0.0,ok
instance_35,1.0,algorithm_10,0.42560078101531995,ok
instance_35,1.0,algorithm_9,0.0,ok
instance_35,1.0,algorithm_22,0.0,ok
instance_35,1.0,algorithm_8,0.0,ok
instance_35,1.0,algorithm_7,0.0814433763893061,ok
instance_36,1.0,algorithm_15,0.0,ok
instance_36,1.0,algorithm_17,0.0,ok
instance_36,1.0,algorithm_6,0.0,ok
instance_36,1.0,algorithm_4,0.0,ok
instance_36,1.0,algorithm_3,0.0,ok
instance_36,1.0,algorithm_1,0.0,ok
instance_36,1.0,algorithm_2,0.0,ok
instance_36,1.0,algorithm_13,0.0,ok
instance_36,1.0,algorithm_19,0.0,ok
instance_36,1.0,algorithm_16,0.0,ok
instance_36,1.0,algorithm_20,0.0,ok
instance_36,1.0,algorithm_21,0.0,ok
instance_36,1.0,algorithm_5,0.9000000000000001,ok
instance_36,1.0,algorithm_11,0.0,ok
instance_36,1.0,algorithm_12,0.0,ok
instance_36,1.0,algorithm_14,0.0,ok
instance_36,1.0,algorithm_18,0.0,ok
instance_36,1.0,algorithm_10,0.0,ok
instance_36,1.0,algorithm_9,0.0,ok
instance_36,1.0,algorithm_22,0.0,ok
instance_36,1.0,algorithm_8,0.0,ok
instance_36,1.0,algorithm_7,0.0,ok
instance_37,1.0,algorithm_15,0.0,ok
instance_37,1.0,algorithm_17,0.0,ok
instance_37,1.0,algorithm_6,0.0,ok
